# Time [h]	MS [1]	AA [1]	Butyric [1]	MO_AcidoLCFA [1]	MO_ButyricValeric [1]	Propionic [1]	Carbondioxide [1]	Carbondioxide_gas [1]	MO_hydroM [1]	Valeric [1]	MO_acetoM [1]	LCFA [1]	MO_AcidoMS [1]	Methane [1]	Methane_gas [1]	MO_AcidoAA [1]	MO_Propionic [1]	Hydrogen [1]	Hydrogen_gas [1]	Acetic [1]	Phi [1]
16.872	4.6915740872354e-44	1.2607372608666e-49	2.5139402236575e-13	0.015274575304336	0.021816451541492	8.2577594491296e-12	0.045886726527767	0.11329804087969	0.035616892560458	3.6944247391176e-14	0.021442237223654	1.5549210845978e-09	0.078059718198625	0.0088064844549213	0.54382160407058	0.011364915837792	0.01263343284186	5.9383456218176e-13	2.8218159999357e-11	5.9459606806673e-06	0.90955341031985
17	2.4088526069151e-44	8.798342858315e-50	1.3550122282935e-13	0.01527325822664	0.021814570185908	5.2851414449113e-12	0.045939172145635	0.11356750918114	0.035613821236632	1.9421260256469e-14	0.021441231503605	1.5016801251496e-09	0.078052986669247	0.0087910068801386	0.54356940066318	0.011363935777039	0.012632343391638	5.6556298543297e-13	2.1021871332617e-11	5.9501394333304e-06	0.90955501102776
17.2	4.8030016981686e-42	5.0117523606485e-50	4.2925929613757e-10	0.01527120038872	0.02181163109991	1.6283419108449e-09	0.045999101607851	0.11368815453747	0.035609024108788	7.9298748671577e-11	0.02143966216868	1.417332034179e-09	0.078042469197807	0.0089696160241859	0.57570439478493	0.0113624045112	0.012630641688597	6.2036468965179e-12	4.7522626393945e-09	5.9640339719438e-06	0.90955751143252
17.48	-1.736991907536e-42	2.329430102944e-50	1.187034543262e-10	0.015268319754956	0.021807516791398	6.5517717730446e-10	0.04576521113214	0.11212693579331	0.035602308932136	2.0855864958051e-11	0.021437465445161	1.3139409974815e-09	0.078027746572208	0.0088904355528756	0.54770114381899	0.011360261006102	0.012628259616219	2.6472672515243e-12	1.7846399341868e-09	5.9654821601174e-06	0.90956101130344
17.872	7.6760943606931e-43	8.2023606331518e-51	2.0601327238714e-11	0.015264287624631	0.021801757419806	1.8594621047448e-10	0.045839168681286	0.1131799872396	0.035592907405691	3.3780233852987e-12	0.021434388078194	1.1827808602028e-09	0.078007138939644	0.0088073271837084	0.54386830633038	0.011357260687637	0.012624924736035	1.0149726577413e-12	4.7517278571513e-10	5.971022389301e-06	0.90956591021964
18	1.0388040420955e-42	5.7335128570618e-51	1.1123049014522e-11	0.015262971188874	0.021799877043056	1.1975960983198e-10	0.045893213863877	0.11345204671822	0.035589837756821	1.7789421956611e-12	0.021433383092884	1.1429626167718e-09	0.07800041086706	0.0087917504020151	0.54361410341624	0.011356281130167	0.012623835888628	7.880156026151e-13	3.0185626083851e-10	5.9729750540432e-06	0.90956750956466
18.2	6.0115755260608e-42	3.2754687393901e-51	3.5695502377539e-10	0.015260914375741	0.02179693943245	1.3961409386483e-09	0.045954973390683	0.11357431104904	0.035585042917653	6.4118295477916e-11	0.02143181425761	1.0797868305531e-09	0.077989898893838	0.0089700332307186	0.57571301170029	0.011354750664828	0.01262213502764	5.2398057853717e-12	4.0429163084624e-09	5.9816375188892e-06	0.90957000793974
18.48	5.1384695607642e-42	1.5271201154753e-51	9.9038056831322e-11	0.015258035188759	0.021792827209995	5.6204664392611e-10	0.045723162035908	0.11201941797062	0.03557833088249	1.6921920141175e-11	0.021429617888573	1.0022626027643e-09	0.077975184000566	0.0088907531859957	0.54773495826063	0.0113526082855	0.012619754107394	2.2173688118417e-12	1.5216962914418e-09	5.9811472267764e-06	0.9095735050057
18.872	9.6053974950628e-43	5.3955405060142e-52	1.7260226449637e-11	0.015254005082584	0.021787070825764	1.5974564040709e-10	0.045798806279893	0.11307647000694	0.035568934052622	2.7528721711334e-12	0.02142654117289	9.0372798125212e-10	0.077954587139836	0.0088075243524989	0.54390479307098	0.011349609535334	0.012616420923481	8.2956877747269e-13	4.0569700929424e-10	5.9837626008921e-06	0.90957839994187
19	3.5541158658111e-43	3.7755878212648e-52	9.3312274072972e-12	0.015252689309318	0.021785191429113	1.0294693862184e-10	0.045853268905492	0.11334979197305	0.035565865966005	1.4516781356589e-12	0.021425536384372	8.7377308191662e-10	0.077947862582042	0.0087919045104581	0.54365035633498	0.011348630489592	0.012615332638325	6.3691722164837e-13	2.576262865785e-10	5.9848172393719e-06	0.90957999798509
19.2	1.7647596380445e-42	2.1608477145579e-52	3.178268406104e-10	0.015250633540291	0.021782255326494	1.2395937032127e-09	0.045915492882344	0.11347256431056	0.035561073453435	5.6029809007972e-11	0.021423967610544	8.2608817512981e-10	0.077937356136394	0.0089699475402605	0.57571934262499	0.011347100829026	0.012613632622099	4.6039673840384e-12	3.5904705647741e-09	5.9909536653935e-06	0.9095824943631
19.48	-2.0690152604891e-42	1.0095201610931e-52	8.8388084118427e-11	0.015247755819641	0.02177814522755	4.996131070848e-10	0.045684658854983	0.11192259872697	0.03555436469638	1.4823245390279e-11	0.021421771233661	7.6764575057083e-10	0.077922648985977	0.0088906307811868	0.54776472837458	0.011344959577001	0.012611252888467	1.9262723903942e-12	1.3529544496709e-09	5.9895445091257e-06	0.90958598863836
19.872	-2.1844792559086e-43	3.5752976579343e-53	1.5450545062569e-11	0.015243727765654	0.021772391850018	1.4224638264673e-10	0.045761000987549	0.11298126993775	0.035544972647105	2.4190674614961e-12	0.02141869464065	6.9324769212503e-10	0.077902062928338	0.0088073554879572	0.54393763708753	0.011341962399685	0.012607921421489	6.9797800581653e-13	3.6071094779555e-10	5.9906456340591e-06	0.9095908796314
20	-2.2772497415912e-43	2.5038172376304e-53	8.3610724374142e-12	0.015242412663542	0.02177051343743	9.172709912368e-11	0.045815625420566	0.11325510999359	0.035541906139972	1.2769519113565e-12	0.021417689887587	6.7060339342791e-10	0.077895341895941	0.0087917154920798	0.54368321995702	0.011340983867214	0.012606833702478	5.2803354404545e-13	2.2890109748196e-10	5.9912280412728e-06	0.90959247638529
