# Time [h]	FOS [g/L]	COD [g/L]	pH [1]
29	0.051043545211012	0.3033352779808	0.93732268207976
29.2	0.050943008818066	0.30069200758518	0.93732338153397
29.48	0.050834322688575	0.29553285132744	0.93732440562362
29.872	0.050657933421426	0.28857642380861	0.93732594126719
30	0.050591095649573	0.28638910906773	0.9373264710117
30.2	0.050475965867753	0.28401016885484	0.93732733217378
30.48	0.050290529068153	0.27907087156054	0.93732861405798
30.872	0.049979007085075	0.27238053020027	0.93733055807136
31	0.049864002012499	0.2702729788856	0.93733122649291
31.2	0.049647335800632	0.26792855066101	0.93733231572576
31.48	0.049352344620102	0.26315115265648	0.93733392049756
31.872	0.048885653481149	0.2566782161214	0.93733630198083
32	0.048720537329543	0.25464059744512	0.93733710815208
32.2	0.0484283340558	0.25241707249964	0.93733840719956
32.48	0.048028804329962	0.24779136193564	0.93734029383781
32.872	0.047425255830035	0.24153526990056	0.93734304498945
33	0.047218145787955	0.23957031932718	0.9373439649221
33.2	0.046864183940984	0.23747182105025	0.93734543489111
33.48	0.0463833823072	0.23301161728342	0.93734754636731
33.872	0.045679317422225	0.22699720837095	0.93735058367132
34	0.045442630823035	0.22511398032281	0.93735158977378
34.2	0.045066801996397	0.22322249982112	0.9373531802043
34.48	0.044529991018888	0.21894621494281	0.9373554442917
34.872	0.043761485252139	0.21320013241884	0.93735867424046
35	0.043507078998426	0.21140749870024	0.93735973741387
35.2	0.043087605810259	0.20959895629807	0.93736141784975
35.48	0.042525830570843	0.20553363397464	0.93736379638253
35.872	0.041733321196082	0.20009193332708	0.93736715439159
36	0.041473477882049	0.19840071368788	0.93736825252946
36.2	0.041067130486126	0.19681847401959	0.93736997408846
36.48	0.040498721186951	0.19297770228807	0.93737239577195
36.872	0.039706433355457	0.1878562378915	0.93737579719845
37	0.039448884802409	0.1862711908598	0.93737690519221
37.2	0.039032110875326	0.18480417239176	0.93737864344301
37.48	0.038478168303034	0.18120379633021	0.93738107970193
37.872	0.037712242174782	0.17642207134881	0.93738447658432
38	0.037464562015406	0.17494846629562	0.93738557818668
38.2	0.037066587766244	0.17366321590493	0.93738730080365
38.48	0.036537975393743	0.17030796587787	0.93738970546453
38.872	0.035811618761412	0.16586915266944	0.9373930419343
39	0.035577772200639	0.16450740534678	0.93739412051208
39.2	0.035203587128907	0.16340051448214	0.93739580317166
39.48	0.034707757719093	0.1602895891217	0.93739814480557
39.872	0.034029733851072	0.15619025799567	0.93740138100566
40	0.03381218102288	0.15493865456732	0.93740242449709
