# Time [h]	Carbondioxide [g/L/h]	Methane [g/L/h]	Hydrogen [g/L/h]
25.48	0.038334083695661	0.13704421101959	5.2738625559755e-07
25.872	0.02457414130809	0.085167769662177	3.3356567705863e-07
26	0.023050693593905	0.079565059474039	3.1342055843821e-07
26.2	0.12563399876774	0.45742323955648	1.6825688042762e-06
26.48	0.031461046134466	0.11094848374717	4.4121497724898e-07
26.872	0.018468466133762	0.064887106348309	2.6378493253891e-07
27	0.017562863286626	0.061834232429172	2.5235940700056e-07
27.2	0.11482963737016	0.43206728410249	1.6423008789323e-06
27.48	0.027528011297991	0.10065117268549	4.1003540351025e-07
27.872	0.016512347586719	0.060159740084753	2.4813749814555e-07
28	0.015961377044261	0.058226552914835	2.4040712044816e-07
28.2	0.10816938954364	0.41960015821164	1.6065546769881e-06
28.48	0.026136907221021	0.098317837302923	4.0087709708991e-07
28.872	0.016096548883628	0.06002500461271	2.4612315638447e-07
29	0.015656942661885	0.058354929169214	2.3902612883165e-07
29.2	0.10533419802095	0.41492789083225	1.5735119554935e-06
29.48	0.02573670062753	0.098076168097118	3.9408588555681e-07
29.872	0.016053585144442	0.060395048593081	2.4273121960833e-07
30	0.015637881224856	0.058725010482638	2.3538950503658e-07
30.2	0.10467374081988	0.4139513608864	1.53687893204e-06
30.48	0.02566954340741	0.098044607166593	3.8400037039865e-07
30.872	0.016033715582108	0.060316829397489	2.3522844205636e-07
31	0.015610403138802	0.058579470427843	2.2754561306309e-07
31.2	0.10497165679333	0.4142810646819	1.4838347336422e-06
31.48	0.025637537002094	0.097632123074235	3.6844216831223e-07
31.872	0.015914182677558	0.059629003588703	2.2352042990757e-07
32	0.015473765296001	0.057821097804584	2.1571117825147e-07
32.2	0.10552905584656	0.41472810633215	1.4247206758309e-06
32.48	0.025538922034793	0.09679997093429	3.4992490959781e-07
32.872	0.015682476544269	0.058468635750736	2.0956814988726e-07
33	0.015222721607221	0.056598334850041	2.0178942162619e-07
33.2	0.10599219517489	0.41475622751315	1.3601959652071e-06
33.48	0.025331048540048	0.09557571068742	3.2962028884659e-07
33.872	0.015343740063044	0.056950482072549	1.945535599528e-07
34	0.014866719277939	0.055031848735005	1.869496132975e-07
34.2	0.10621606335223	0.4142004195323	1.2963887916467e-06
34.48	0.02501970497748	0.094063043363159	3.0922764322016e-07
34.872	0.014924243761089	0.055206956401909	1.7962970478487e-07
35	0.01443312840697	0.053252303429334	1.7227384329305e-07
35.2	0.10614747046908	0.41301078328472	1.2277133755406e-06
35.48	0.024602509052495	0.092282288420472	2.8844753542842e-07
35.872	0.014434174529258	0.053284615289638	1.6493144767953e-07
36	0.013934127010806	0.051310841246217	1.5792896789425e-07
36.2	0.10582298352719	0.41132516221194	1.1659562916497e-06
36.48	0.024125058150576	0.090391361173699	2.6924794526595e-07
36.872	0.013913193095627	0.051314490206915	1.5136676191282e-07
37	0.013407042624858	0.049328772533993	1.447041175332e-07
37.2	0.10528182439905	0.40922989688904	1.1034467698217e-06
37.48	0.023591830361096	0.088389773883767	2.507942451645e-07
37.872	0.013366100274063	0.049302191605322	1.3867546573267e-07
38	0.01285780506032	0.047316060239072	1.3239052550874e-07
38.2	0.10457898107787	0.40685651293037	1.0470098890317e-06
38.48	0.023036002327508	0.086376435517296	2.3401940400689e-07
38.872	0.012817924225611	0.047322374417491	1.2719825621375e-07
39	0.012309535941176	0.045340632373925	1.2126387703263e-07
39.2	0.1037681340825	0.40431812407228	9.950926109431e-07
39.48	0.022472078701261	0.084383223481722	2.1875754090613e-07
39.872	0.012277866164689	0.045395967728296	1.1685269734591e-07
40	0.011771056585414	0.043422702049165	1.1124659819918e-07
