# Time [h]	Carbondioxide [vol%]	Methane [vol%]	Hydrogen [vol%]
27.2	24.298793857087	75.690342300673	0.010863842239636
27.48	24.31348823724	75.675637860122	0.010873902638063
27.872	24.29660951306	75.692524662607	0.010865824332371
28	24.289553982527	75.699583559989	0.010862457484821
28.2	24.157995644498	75.831207894041	0.010796461460969
28.48	24.172558285869	75.816636142502	0.010805571628584
28.872	24.156976041764	75.832227101576	0.010796856659908
29	24.150418855269	75.83878783348	0.010793311251404
29.2	24.023405416163	75.965865772747	0.010728811089991
29.48	24.037999030191	75.951263911718	0.010737058091146
29.872	24.023503749393	75.965768466338	0.010727784269837
30	24.017326396273	75.97194951345	0.010724090276741
30.2	23.893431220026	76.095908238002	0.010660541972063
30.48	23.908191610945	76.081140267263	0.010668121792008
30.872	23.894602875758	76.09473863134	0.010658492901561
31	23.888729850819	76.100615432225	0.01065471695615
31.2	23.767074231713	76.222334507579	0.010591260707928
31.48	23.782095658754	76.207305752879	0.010598588366654
31.872	23.769329238541	76.220081836721	0.010588924738049
32	23.76372916291	76.225685683778	0.010585153311843
32.2	23.643896970183	76.345581041432	0.010521988385066
32.48	23.659223339921	76.330247516708	0.010529143371096
32.872	23.647245894196	76.34223450229	0.010519603513291
33	23.641907957662	76.347576152302	0.01051589003631
33.2	23.523745744458	76.465801206011	0.010453049530432
33.48	23.53939532301	76.450144533724	0.010460143265159
33.872	23.528200351903	76.461348778709	0.010450869387788
34	23.523124096511	76.46642864604	0.010447257449053
34.2	23.406608006789	76.583006961868	0.010385031342375
34.48	23.422578361713	76.567029580069	0.010392058217828
34.872	23.412162255139	76.577454633283	0.01038311157837
35	23.407348219717	76.582272155792	0.010379624491603
35.2	23.292500889556	76.697181377681	0.010317732763382
35.48	23.308787212575	76.680887899271	0.010324888154123
35.872	23.299150981449	76.690532622084	0.01031639646694
36	23.294601559815	76.695085376283	0.01031306390194
36.2	23.181461596893	76.808286432177	0.010251970929722
36.48	23.198042653939	76.791698208063	0.010259137997333
36.872	23.189171142775	76.800577786147	0.010251071078418
37	23.184882306944	76.804869801262	0.010247891793354
37.2	23.073468502943	76.916344152546	0.010187344511101
37.48	23.090326250774	76.899479084192	0.010194665033459
37.872	23.082201894273	76.907611016334	0.01018708939305
38	23.07816917852	76.911646746095	0.010184075384837
38.2	22.968490829806	77.021384866519	0.010124303675308
38.48	22.985599534011	77.004268750943	0.010131715045478
38.872	22.978193468579	77.011681931993	0.01012459942801
39	22.974407883086	77.015470372625	0.010121744289233
39.2	22.866453046188	77.123484179418	0.010062774393726
39.48	22.88378610972	77.106143617588	0.01007027269222
39.872	22.877063314048	77.112873084379	0.01006360157291
40	22.873513787491	77.116425312651	0.010060899857933
