# Time [h]	Lignin [g/L]	Initial_Substrate [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
26	6.9925059617478	0	0.092344220422875	0.16999287493231	0.41248488194749	0.0012474462283632	0.00016054499032319	0.23098764804058	0.13154079446289	0.22476707795737	0.81219090384413	0.12297125147259	0.00077999223587515	9.1919735982826
26.2	6.9927236477717	0	0.091975584048975	0.17001563564354	0.41253492566512	0.0012918172629425	0.00016714425748489	0.23100711763148	0.13152812800811	0.22473832954519	0.81212142878492	0.12295793733015	0.00078980130733773	9.191851497257
26.48	6.9930269566752	0	0.091461965269637	0.17004700973104	0.41260841298586	0.0013469859320592	0.00017507387492115	0.23103167722826	0.13151070637127	0.2246984642821	0.81202834583596	0.12293982344849	0.00080287011997351	9.1916782917548
26.872	6.9934487591277	0	0.090747717277459	0.17008977204328	0.41271755942286	0.0014121610775427	0.00018414949811379	0.23106250195673	0.13148707473519	0.2246435135685	0.81190501485956	0.12291534295451	0.00081828840158937	9.1914318549231
27	6.9935857786993	0	0.090515701813327	0.17010339556546	0.41275452889905	0.0014308288470426	0.00018672566938418	0.23107200942619	0.13147955133003	0.22462577595407	0.81186619487451	0.12290753125291	0.00082256405251556	9.1913505863838
27.2	6.9937991737331	0	0.090154365160049	0.17012430734862	0.41281350791656	0.0014575729891294	0.00019040052751149	0.2310864262601	0.13146798773477	0.22459825965708	0.8118068668844	0.12289549166225	0.00082853297257954	9.1912228928461
27.48	6.9940965018729	0	0.089650917090528	0.17015275964606	0.41289824723305	0.0014904598877257	0.00019492076744451	0.23110596547579	0.13145217637855	0.22456011683322	0.81172624334126	0.12287894053412	0.00083562279598908	9.1910428718566
27.872	6.9945099831167	0	0.088950812790104	0.1701908558386	0.4130203824131	0.0015286013805919	0.0002002015689973	0.23113254962566	0.13143072364639	0.22450738150691	0.81161745826686	0.12285627944427	0.00084364673936096	9.1907888763375
28	6.9946442994589	0	0.088723391603226	0.17020285158514	0.41306094133087	0.0015393446803888	0.00020169859523987	0.2311411230187	0.13142386982933	0.2244903046277	0.81158278254324	0.12284898597675	0.00084594658141515	9.1907055398309
28.2	6.9948534836594	0	0.088369210012744	0.17022113141301	0.4131248828655	0.0015545446075592	0.00020375276760145	0.23115443347631	0.13141330044184	0.22446375229982	0.81152936150347	0.12283768525668	0.0008493405842646	9.1905748788882
28.48	6.9951449432471	0	0.087875731079791	0.17024577395156	0.41321538360476	0.0015728449533792	0.0002063353059954	0.23117296518367	0.13139877112121	0.22442682567537	0.81145598305427	0.12282204204371	0.00085380859103623	9.1903914078119
28.872	6.9955502607667	0	0.087189490118779	0.17027842940162	0.41334357737598	0.0015933010456555	0.00020915816034831	0.23119883732402	0.13137890233693	0.22437555539755	0.81135558541761	0.12280044020887	0.00085981470316564	9.1901333522573
29	6.9956819251645	0	0.086966572196279	0.17028864637709	0.41338568436719	0.0015988631205208	0.00020990304641993	0.23120728113128	0.13137251564004	0.2243589035655	0.81132326778709	0.12279344715276	0.00086178397929386	9.190048793528
29.2	6.9958869787296	0	0.086619403919668	0.17030415564992	0.41345164779921	0.0016065181950607	0.00021082828577101	0.23122046528914	0.1313626276616	0.22433296483964	0.81127317684869	0.12278257361107	0.00086494779948652	9.1899162886289
29.48	6.996172682111	0	0.086135696612849	0.17032495679069	0.41354424112318	0.001615291472121	0.00021191966484281	0.23123892223856	0.1313489576936	0.22429680078555	0.81120379472553	0.12276744930289	0.00086958048581765	9.1897302930066
29.872	6.9965699931061	0	0.085463044301365	0.17035234621615	0.41367409680061	0.0016242082556261	0.00021281587024862	0.23126478245152	0.13133011976892	0.22424642682155	0.81110783309965	0.12274643624752	0.00087652814013364	9.1894686310794
30	6.9966990566502	0	0.085244540447814	0.17036087788591	0.41371647397927	0.0016263926213687	0.00021296953839855	0.23127322614828	0.13132403044979	0.22423002958208	0.81107671217627	0.12273960543906	0.00087892478632818	9.1893828397048
