# Time [h]	MS [g]	Lignin [g]	Butyric [g]	Initial_Substrate [g]	Carbohydrates [g]	Substrate [g]	MO_AcidoLCFA [g]	MO_hydroM [g]	Proteins [g]	AA [g]	MO_acetoM [g]	Propionic [g]	Carbondioxide [g]	Carbondioxide_gas [g]	Carbondioxide_sum [g]	MO_Propionic [g]	MO_ButyricValeric [g]	Valeric [g]	LCFA [g]	MO_AcidoMS [g]	Methane [g]	Methane_gas [g]	Methane_sum [g]	Hydrogen [g]	Hydrogen_gas [g]	Hydrogen_sum [g]	Lipids [g]	MO_AcidoAA [g]	Acetic [g]
8	0.13015636286603	4014.9061253671	0.039613880518384	0	5.6795256899812	74.249890707171	49.772407426974	122.69292337715	1.4793479596876	0.073148929318716	69.366678383737	0.11329703272876	3.9177734246308	0.96390391176787	4.8816773363986	40.163965224395	68.795212546849	0.012456487582832	11.616525719995	247.93007777067	0.82424288676265	1.7738893481901	2.5981322349528	2.1560950793623e-06	1.1643196298411e-05	1.3799291377774e-05	1.1064906964175	37.533387298607	1.2923211372675
8.2	0.12795097848693	4014.9748806983	0.038504938976211	0	5.4096192416277	73.953490083255	49.837113846475	122.78529212682	1.3823435775101	0.070458205738569	69.392768292026	0.11013667586294	3.6822996908571	0.92195854036043	4.6042582312176	40.163656303901	68.791223788812	0.011964311328831	11.397271173703	247.92730154601	0.80554878866762	2.0356977167347	2.8412465054024	2.1272596046073e-06	1.1425606613561e-05	1.3552866218168e-05	1.0264793908351	37.53669286069	1.2648709998365
8.48	0.12627224752968	4015.0706522161	0.037377637385856	0	5.0668915310458	73.540517114106	49.923347957613	122.90627757942	1.2594696194968	0.067515067788663	69.426346130272	0.10694279352851	3.3229366796051	0.80903844662821	4.1319751262333	40.162603446677	68.784865380303	0.011410655106487	11.099599032051	247.92027162177	0.76217764232091	1.84382669163	2.6060043339509	2.0972631450414e-06	1.1160273056726e-05	1.3257536201768e-05	0.92519149603915	37.540236333324	1.2410095992505
8.872	0.1266698138244	4015.2037863345	0.036567510194454	0	4.6481181158942	72.966229588797	50.034448318549	123.05933183668	1.1099075963616	0.064863123508505	69.467880882187	0.1047075506264	2.9606154535156	0.73050902594099	3.6911244794566	40.160035576615	68.774606528651	0.010874081585775	10.705099679878	247.90491961259	0.71132731708028	1.8348026358564	2.5461299529367	2.0750907012822e-06	1.0887514544941e-05	1.2962605246223e-05	0.802020786797	37.543306906543	1.2277068195667
9	0.12716458766362	4015.2470288096	0.036443171608632	0	4.524625870637	72.779677352684	50.068446774498	123.10563578732	1.0659452940051	0.064238946212142	69.480257944155	0.10439015606559	2.8637888144666	0.70804265690828	3.5718314713749	40.158967151924	68.77096955561	0.010743676388791	10.5818524806	247.89872427478	0.69701234157652	1.8389169639487	2.5359293055252	2.0710965505375e-06	1.0814291832932e-05	1.288538838347e-05	0.76584489273041	37.543905010985	1.2266550604953
9.2	0.1291653383869	4015.3143629808	0.036447059738402	0	4.3439676356706	72.489144316348	50.118806010322	123.1738750913	1.0017779267259	0.063719965316068	69.498252111768	0.10444359306194	2.7395372646721	0.6837824674095	3.4233197320816	40.157058875997	68.764995019661	0.010594323195079	10.396147360419	247.88786583777	0.68677242088948	2.0335803074382	2.7203527283276	2.0716532793411e-06	1.0726246688576e-05	1.2797899967917e-05	0.71307231144593	37.544443861422	1.2290210593569
9.48	0.13354133756658	4015.4081587989	0.036870453283899	0	4.1141782154082	72.0843464927	50.183497227283	123.26118827354	0.92045105582577	0.063707590273592	69.52075898517	0.10570142973875	2.5464513536809	0.62096891333883	3.1674202670198	40.15394025078	68.756088593939	0.010499382041839	10.154209489421	247.8705082244	0.65393499142624	1.8826338843346	2.5365688757608	2.0833986152055e-06	1.0650743424049e-05	1.2734142039254e-05	0.64624703244731	37.544467524376	1.2407167231068
9.872	0.14216083355381	4015.5385571067	0.03812600755529	0	3.8326612565234	71.521427281911	50.262621985212	123.3680148711	0.82137030909604	0.064723675245245	69.54725944938	0.10941706112924	2.3533539432995	0.57887846100695	2.9322324043064	40.148803255991	68.7426906737	0.010543384092027	9.8500987420879	247.84245813568	0.61100010390809	1.8699324453069	2.4809325492149	2.1177313675303e-06	1.0641146668886e-05	1.2758878036416e-05	0.5649473596356	37.543244375497	1.2715963007929
10	0.14503067944422	4015.580911609	0.038620929772431	0	3.7494619123037	71.338568315167	50.285999074829	123.39965363854	0.79222431091278	0.065132325580022	69.554891093417	0.1109027577283	2.3022664561001	0.56696964917626	2.8692361052763	40.146975067009	68.738130429452	0.010581784134056	9.7582112762967	247.83252038503	0.59859479901311	1.8710541743582	2.4696489733713	2.1304738207067e-06	1.0648801821936e-05	1.2779275642643e-05	0.54106007426054	37.54258385444	1.2838421994888
10.2	0.15046968232073	4015.6468668626	0.039512510599499	0	3.6275612300666	71.053787116669	50.319905146857	123.44566945958	0.74965995287398	0.06601105936054	69.565710382881	0.11357449330952	2.2397929349829	0.55638651664977	2.7961794516326	40.143959636347	68.730814935202	0.01066926577054	9.6228387935328	247.81618969097	0.58928471976958	2.0266925918192	2.6159773115888	2.1553690648067e-06	1.0691541723751e-05	1.2846910788558e-05	0.50620438107571	37.541295147909	1.3059982430636
