# Time [h]	hydro_Methanogenesis [g/h]	Disintegration_Initial [g/h]	Hydrolysis_Proteins [g/h]	aceto_Methanogenesis [g/h]	Valeric_Degradation [g/h]	Acidogenesis_MS [g/h]	Disintegration_Substrate [g/h]	Propionic_Degradation [g/h]	Butyric_Degradation [g/h]	Hydrolysis_Lipids [g/h]	Hydrolysis_Carbohydrates [g/h]	Acidogenesis_AA [g/h]	Acidogenesis_LCFA [g/h]
30.48	0.5711364092764	0	0.19067255821515	1.9885787638634	0.031900638644036	1.6491606602682	2.4785155045619	0.41985465828193	0.18285614956245	0.078202850195008	1.6176378793563	0.17548456166353	0.47781977850149
30.872	0.56935610262018	0	0.19083822150683	1.9869242477868	0.032080551116067	1.6521200398859	2.4591602467131	0.42269425987738	0.18373741406681	0.078268206867967	1.6190789360994	0.17598671345395	0.46701179548104
31	0.56866192289951	0	0.19083730588579	1.9861441879512	0.0321258479299	1.6525352308563	2.4528728987667	0.42344275953726	0.18395213645801	0.078267076009379	1.6190815530713	0.17608794665158	0.46355111155729
31.2	0.56726610323078	0	0.19078497458809	1.9839981092626	0.032171426457523	1.6523747569878	2.4430810989378	0.42428487237935	0.18415024844463	0.07824451605619	1.6186526603766	0.17613909348801	0.45806700746789
31.48	0.56538549733785	0	0.19061641254174	1.9816871942402	0.032235023926134	1.6520751128235	2.4294382483368	0.42543604119869	0.18443375337467	0.078174003306143	1.6172415558221	0.17621505893019	0.45077143647906
31.872	0.56231118151197	0	0.19021605423468	1.9774114219389	0.032279845820404	1.6497237834356	2.4104662495745	0.42644349225696	0.18458408872362	0.078008142376002	1.6138677587285	0.17610357935294	0.4408189017965
32	0.56122185174752	0	0.19005000873955	1.9757397680773	0.03228418257732	1.6485474070922	2.4043033985724	0.42663121679099	0.18457687436843	0.077939558138389	1.6124656800278	0.17601978914164	0.43761583046034
32.2	0.55925982114573	0	0.18975793420464	1.9722180254764	0.032269556058013	1.6461059316826	2.3947054880536	0.42664256494219	0.1844494485766	0.077819067811314	1.6099973630307	0.17580301464891	0.43252239797685
32.48	0.55663782709336	0	0.18928808412667	1.9679186966467	0.03225427707468	1.642880662538	2.3813327822502	0.42669750623878	0.18430700422428	0.077625488042702	1.6060232471174	0.1755322150519	0.42571547494471
32.872	0.55265225007866	0	0.1885255616272	1.960904514883	0.03220100758763	1.6370101902946	2.3627364519956	0.42632195072109	0.18392990937	0.077311700160802	1.5995684901461	0.17499884563375	0.41636893682629
33	0.55128749500173	0	0.18825419296472	1.9583522301167	0.032176033243474	1.6347896287085	2.3566956324784	0.42609173807985	0.18376540707949	0.077200097926685	1.5972703976491	0.17478990201506	0.41334616333981
33.2	0.5489320302432	0	0.187809551083	1.9534918743228	0.032118586353058	1.630858840509	2.3472877715674	0.42548681673996	0.18340878200263	0.077017294877565	1.5935041253634	0.17439291573941	0.40852216932667
33.48	0.54580316605133	0	0.18714866473031	1.9473633413484	0.032048162356226	1.6257400310591	2.3341798606606	0.42474161587796	0.18297152625786	0.076745693842061	1.587904738243	0.17389184635327	0.40205299334158
33.872	0.54120069459187	0	0.18615784690677	1.9379300565	0.031927198607492	1.6176043028411	2.3159517591006	0.42336960340146	0.18223378835103	0.076338673930673	1.5795076371282	0.17308052678177	0.39312448224621
34	0.5396509696029	0	0.18582042261149	1.9346201102634	0.031882170435071	1.6147151088141	2.3100305544889	0.4228409786267	0.18196263451672	0.076200097243283	1.5766475194998	0.17278965986057	0.39022691838701
34.2	0.53718895380873	0	0.18528044434226	1.929272370084	0.031807390328185	1.6101508233997	2.3008089796336	0.42194981865935	0.18151587242865	0.07597836430576	1.5720700682813	0.17232237914888	0.38572909634351
34.48	0.53365912212925	0	0.18450088898378	1.9214550853259	0.03169505437425	1.603563049544	2.2879606198495	0.42058591667745	0.18085132813407	0.075658309015544	1.5654609285787	0.17164148587806	0.37948854723944
34.872	0.52862626447419	0	0.18336962011677	1.909906667992	0.031524754417576	1.5939570215825	2.2700934548117	0.41847320284359	0.17985333191919	0.075193947400211	1.5558686429492	0.17063948588343	0.37085173196751
35	0.52695391302338	0	0.18299190124389	1.9059612732057	0.031465697543498	1.5906504900977	2.2642894964246	0.41772984767005	0.17950875644923	0.075038921363936	1.5526656112547	0.17029517372689	0.36804494438729
35.2	0.52417041413746	0	0.18239412600347	1.8990365325279	0.031359420309647	1.5851908871194	2.2552505186557	0.41638082223898	0.1788948447031	0.074793595857727	1.5475962735994	0.16970656314161	0.36355048634902
35.48	0.52049863462482	0	0.18154335663453	1.8901811526847	0.031226940857875	1.5781288818353	2.2426565701602	0.41468295681743	0.17813046965491	0.074444474741127	1.5403810118183	0.16896188797485	0.35750282865791
35.872	0.51525957660744	0	0.18032921641668	1.8772898940814	0.03103145345765	1.567708308938	2.2251431940615	0.41215101787986	0.17700094498554	0.073946296332806	1.5300832897339	0.16786185986414	0.34912248266877
36	0.51352556807691	0	0.17992808262574	1.8729326901603	0.030964755927379	1.5641601255675	2.2194541601479	0.41128157069383	0.17661610741176	0.07378171731858	1.5266809154601	0.16748763224155	0.34639765374804
36.2	0.51080664058277	0	0.1792971014795	1.8660348730562	0.030858645024463	1.5586567638862	2.2105941636244	0.40989454885701	0.17600524459602	0.073522846166356	1.5213288533082	0.16690082415457	0.34216325027141
36.48	0.50696871044178	0	0.17840619205954	1.8562164330727	0.030707205005012	1.5509128246259	2.1982495884812	0.40790618771839	0.17513637813622	0.073157354740023	1.5137717731142	0.16607211791244	0.33628085702909
36.872	0.50159213667888	0	0.1771468602193	1.8421901958194	0.030490557540682	1.5399625033264	2.1810829954529	0.4050440480894	0.17389700618474	0.072640753787594	1.5030891059658	0.16489714410328	0.32813375448928
37	0.4998260760297	0	0.17673335147742	1.8375138155108	0.030418255601602	1.5362811130156	2.1755066102716	0.40408422252525	0.17348367398097	0.072471132204508	1.4995812918151	0.16450412656021	0.32548771651238
37.2	0.49693635521611	0	0.17608524181394	1.8295835914271	0.030294289194233	1.5303276506047	2.1668220507791	0.40243919159295	0.17277861054087	0.072205283840145	1.4940832550701	0.16385166648009	0.32126024157447
37.48	0.4931216347917	0	0.17517449584462	1.8193737389481	0.030138060166585	1.5225896651292	2.1547219108557	0.4003495859313	0.17189091566041	0.07183171706521	1.4863570533025	0.16301936305987	0.31556366760445
37.872	0.4877542409615	0	0.17389456844592	1.8048792477749	0.029915239297856	1.511439963282	2.1378952338432	0.39736090226032	0.1706206954919	0.07130674214232	1.4754986509249	0.16182225911007	0.30768531265147
38	0.48599393455341	0	0.17347588540371	1.8000716231981	0.02984102099254	1.5077053209114	2.1324292667303	0.39636386334359	0.17019748210431	0.071135019746265	1.4719466447416	0.16142239927417	0.30513009578956
38.2	0.48313225520384	0	0.1728211274032	1.7920126526496	0.0297152492098	1.501704555012	2.1239166702833	0.39467841631071	0.16948354401447	0.070866475718249	1.4663917768975	0.16076419283046	0.30105978381608
38.48	0.47934034820656	0	0.17190376772864	1.7815753675991	0.029555071695407	1.4938571586185	2.1120561253038	0.3925183288836	0.16857535110657	0.070490235569734	1.4586089266656	0.15991744471806	0.29556903756843
38.872	0.47402828354386	0	0.17061923990256	1.7668624998117	0.029328074812209	1.4826287773066	2.0955626333359	0.38945393761025	0.16728446526202	0.069963421118117	1.447710844606	0.15870796158439	0.28799107524514
39	0.47229155949534	0	0.17020005943715	1.7620117377626	0.029252900601723	1.4788874101702	2.0902048978228	0.38843854260331	0.16685678713133	0.069791508513042	1.4441544285496	0.158306113478	0.28553817649335
39.2	0.46947983520676	0	0.16954545407269	1.7539400918653	0.029126545102661	1.4728953177128	2.0818608592573	0.38673706896726	0.16614080189762	0.069523047136619	1.4386005799914	0.1576481047136	0.28163873570579
39.48	0.46575189650598	0	0.16863004945205	1.7434820313429	0.028965101573619	1.465037706936	2.0702351648332	0.38455099228052	0.16522683789276	0.069147634046328	1.4308339695603	0.1567987824485	0.2763820180331
39.872	0.46054676503214	0	0.16735126342759	1.7288300572371	0.028737426704665	1.4538403292931	2.0540682602874	0.38146799474518	0.16393388565444	0.068623204874739	1.4199841831566	0.15559081327427	0.26914514769476
40	0.45884932528046	0	0.16693460379618	1.7240236056636	0.028662339157952	1.4501242504302	2.0488166132168	0.38045134276178	0.16350723217053	0.068452334994904	1.4164490321491	0.15519102608579	0.26680782215749
