# Time [h]	MS [g/L]	Lignin [g/L]	Butyric [g/L]	Initial_Substrate [g/L]	Carbohydrates [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	MO_Acetic [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	Valeric [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	Hydrogen [g/L]	Lipids [g/L]	MO_AcidoAA [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
0.2	0.043229156256821	116.48658000325	0.012086317770306	0	2.559760002848	0.1718420956442	1.3699340109232	3.2157785201077	1.0335917601543	0.91950821448237	0.026759767671211	1.8645655353679	0.028005823957191	0.7690873166927	1.1342160690713	1.9593291017094	0.0039483239153769	0.057316640592163	7.0224501503028	0.086760814415205	6.1022252545001e-06	0.75833516886352	1.0241853229404	1.2386308077725	2.1253725782149	2.0852912447354
0.48	0.038041161770917	116.4872911082	0.018083487665424	0	2.2783844710792	0.41012042703846	1.3696009618704	3.2518108891501	1.0373833092791	0.81793361433192	0.026809717224103	1.8769770966394	0.053912439438463	0.69315532550817	1.1360327754601	1.9624133765621	0.0063799676306194	0.11708417537135	7.0428232133415	0.1085821158706	6.0342091815695e-06	0.67446354002134	1.0313860950675	1.0811741520676	1.7071398854999	1.7039602435965
0.872	0.0320645134724	116.48933475476	0.017374460261192	0	1.9393052088947	0.73923326072394	1.3693075209435	3.301828188715	1.0425997713328	0.69485953205225	0.022348973910218	1.8938622846049	0.065784079429985	0.57122243515148	1.1396370692251	1.9673284523881	0.0061922986190147	0.17624656904887	7.0669757584416	0.11879411989551	5.3968105800022e-06	0.57270471838183	1.0404134289428	0.89293781323119	1.299402679464	1.2993516330319
1	0.03032228527333	116.49028295455	0.01662109308185	0	1.8404550724674	0.84560739064669	1.3692470558244	3.3174878414685	1.0442796340438	0.65881413683628	0.020970502494914	1.8992501283955	0.066407065078913	0.5346198040575	1.1408727214398	1.9688177497341	0.0059252778384894	0.19036086701535	7.0739311007623	0.11969085586847	5.1085744303423e-06	0.5428687383159	1.0430493581538	0.83580907786709	1.1902039472361	1.1902028942336
1.2	0.02792419700138	116.49183693964	0.015415317778158	0	1.696581862769	0.83886987996228	1.3691939065472	3.3412021488212	1.0468645704479	0.60629112118433	0.019191980511284	1.9074641559398	0.066435877660722	0.55633150726096	1.1428187634812	1.9709866949801	0.005541343853669	0.21579162243357	7.0839594229831	0.12010329763759	4.7032607958822e-06	0.49938169344242	1.0468868610883	0.73410273347128	1.0385082169139	1.0385082025952
1.48	0.024808916311128	116.49397827947	0.01372115263637	0	1.5145057024881	0.82952774109945	1.3692117226483	3.3725945231421	1.0503751336902	0.53983559854752	0.0168426051868	1.9184250560941	0.063152186335541	0.48840466536866	1.1454901337229	1.9736870665875	0.0049609744234653	0.24310066786521	7.0963790185783	0.11639368644237	4.1305817701251e-06	0.44436186330802	1.051709669255	0.60502670046129	0.85870598977827	0.85870597992308
1.872	0.021061946010061	116.49691266022	0.011579683617191	0	1.2931982640458	0.81662394480148	1.3694226906853	3.4126746688808	1.0549894983685	0.45908780612452	0.014058900704628	1.9323800654984	0.055410671323457	0.41181657305347	1.1489343082077	1.9768223622574	0.0042042980537214	0.26789387037309	7.1109297985428	0.10740295012888	3.4073680128172e-06	0.37751449471502	1.0574801454728	0.45482094298348	0.65865082624576	0.6586508206105
2	0.019959012372632	116.49789064345	0.010950333731483	0	1.2282174322268	0.8124536850672	1.3695354292813	3.4248230634428	1.0564177676678	0.43538500643311	0.013246652413662	1.9365897292115	0.052613002351837	0.39186927382903	1.1499661151295	1.9777035948352	0.0039809521392785	0.27316896501475	7.1150690745753	0.10400395472204	3.1771930872217e-06	0.35789335001434	1.0591529213686	0.41336749016528	0.60359570972871	0.60359570488947
2.2	0.018376239881207	116.49940368563	0.010035423083613	0	1.1334517663654	0.80598035096083	1.3697712955531	3.4427908250459	1.0585308209946	0.40082445096999	0.01209758402805	1.9426882617731	0.048265842169785	0.41476020506113	1.1514751265908	1.978944886842	0.0036536571971156	0.28470867265651	7.120963613913	0.098545948486309	2.8627310225723e-06	0.32928551401653	1.0615671478711	0.34321321407712	0.52672154487248	0.52672154098555
2.48	0.016387981010997	116.50149342249	0.0088979589630644	0	1.0135046618724	0.79700444866347	1.3702373788052	3.4658350650615	1.0612200620366	0.35709382044461	0.010677069168104	1.9502085999408	0.042426387893567	0.36791855261291	1.1533713175821	1.9804282667685	0.0032438068080594	0.29595841544041	7.1281414079043	0.088503262678259	2.4697282983167e-06	0.29308974500895	1.0645751701355	0.26828773972627	0.43542298187443	0.43542297893401
2.872	0.013992247926465	116.50436495601	0.0075416549637442	0	0.86767902850924	0.78460636977777	1.3711538970785	3.4942866576569	1.0644699768895	0.30395389798967	0.00899273302857	1.9589585070048	0.035193041372503	0.30791820839245	1.155611337712	1.9820651887025	0.0027515409470457	0.30360156176361	7.1363240355332	0.07459177278888	2.0358671444848e-06	0.24911102208053	1.0681420853375	0.20199130816067	0.33387901317604	0.33387901111268
3	0.013287657251016	116.50530486449	0.0071471869331413	0	0.82485500763844	0.78059959344724	1.371510549119	3.5027799759893	1.0654320304648	0.28835481045507	0.0085002791266807	1.9614881605906	0.033075283502125	0.2918105646022	1.1562500781488	1.9825051589786	0.0026081838031605	0.30450267886309	7.1385923760828	0.07053426783115	1.9190494404466e-06	0.23620243801315	1.0691678567075	0.18670522612952	0.30594889294048	0.30594889109239
3.2	0.012271456378327	116.50676113802	0.0065745782326446	0	0.76239349303874	0.77438000866107	1.3721367967283	3.5152571335619	1.0668202654548	0.26560902713164	0.0077962467117425	1.965069888278	0.030012134281046	0.30380593287652	1.1571566648453	1.9831038922332	0.0023987602306299	0.31060387922522	7.1417599486065	0.065159541921647	1.7465077164058e-06	0.21738109810981	1.0706403624599	0.14925313364897	0.26697113415935	0.26697113259569
3.48	0.010992020673282	116.50877590733	0.0058593861006067	0	0.68331767324182	0.76575592127454	1.3731637861148	3.5311387946613	1.0685227259726	0.23682594322631	0.0069187864474477	1.9693116278918	0.026268326574417	0.26811474355018	1.1582527010616	1.9837758367592	0.0021362223981131	0.31651468762265	7.1454872940585	0.056976874095859	1.5334107060652e-06	0.19356668191462	1.0724582103353	0.1133766928163	0.22073269034283	0.22073268909468
3.872	0.0094468359443098	116.51155074398	0.0050016061954443	0	0.58714951151967	0.75384372167091	1.3748770469972	3.5507210253541	1.0705057433845	0.20184586751574	0.005869751847199	1.9740677188543	0.021939720099328	0.22452376069032	1.1594873320968	1.9844288162006	0.0018199910503325	0.32070607132778	7.1494767756005	0.047375365397996	1.3085424650061e-06	0.16462992443592	1.0745805653536	0.087448588844862	0.16936714468653	0.169367143764
4	0.0089926751881339	116.51245259731	0.0047513809832122	0	0.55890116254613	0.74999402018908	1.3754938006205	3.5565917713304	1.0710846432531	0.1915768864581	0.0055626393097329	1.9754306461376	0.02070588725854	0.21309730154811	1.1598267162378	1.9845799830447	0.001727677500058	0.32132062885485	7.1505133316873	0.044830839367221	1.2504540252249e-06	0.15613626632419	1.0751822234228	0.082341859010813	0.15524306952115	0.15524306868397
4.2	0.0083360743693041	116.51385116624	0.0043873321953608	0	0.51769116919029	0.74401824665097	1.3765224011024	3.5652345904596	1.071905018612	0.17660221381993	0.0051209046016349	1.9773211690149	0.018903508809887	0.21512096364488	1.1602956529901	1.9847580723824	0.001592815431438	0.32452883823145	7.1518848949681	0.041879383321638	1.1530547946519e-06	0.14375168495046	1.0760369328005	0.067322257413264	0.13554126062351	0.13554125990258
4.48	0.0075088011217169	116.51578799362	0.0039313307467678	0	0.46550368924597	0.7357322075351	1.3780986386928	3.5762913491574	1.0728853504997	0.1576509648986	0.0045679641554804	1.97951201481	0.016717396082246	0.19100600537019	1.1608375894313	1.9848983778203	0.0014235080005274	0.32779329682011	7.153339028047	0.037346111097063	1.042238006324e-06	0.12808081009044	1.0770735192219	0.055968558112533	0.11218040846061	0.11218040787342
4.872	0.0065094499232969	116.51845882765	0.0033828381774413	0	0.40200561797169	0.7242868934244	1.3805222920083	3.5902121366779	1.0740482713276	0.13461587929924	0.0039041617914566	1.9820613273971	0.014182957899087	0.16463595898271	1.1614011494121	1.9849059359729	0.0012193009411535	0.33055982024401	7.1545647751536	0.032594272078138	9.3380190340704e-07	0.10903769209592	1.078247025922	0.048907686318388	0.086194353386219	0.08619435294287
5	0.0062159197059767	116.51932414214	0.0032226295279598	0	0.38334664825441	0.72058811485108	1.3813567608014	3.5944543745544	1.074395495757	0.12785277266514	0.0037097511827454	1.9828174495788	0.013457112626601	0.15793820939911	1.161543723981	1.9848675931	0.0011596297378303	0.33112076569878	7.1547893784883	0.031402302835037	9.0442946522394e-07	0.10344778606436	1.0785700967275	0.04744548086921	0.079038585520403	0.079038585115789
5.2	0.0057917523430499	116.52066655895	0.0029894976941913	0	0.35611847290435	0.71484660633475	1.3827051336374	3.6007765173564	1.0748967965862	0.11798960424826	0.0034293966784028	1.9838983985588	0.012395755031597	0.15734927566267	1.1617271114736	1.9847694957042	0.0010725392628505	0.33191031097761	7.154976686033	0.03030820574181	8.5614105463039e-07	0.095296776296928	1.0790187960084	0.043179143714821	0.069046395438025	0.069046395086886
5.48	0.0052580686955013	116.52252652273	0.0026972862901113	0	0.32162209087986	0.70688538345337	1.3846773639517	3.6090437180027	1.0755246072268	0.10550541752459	0.0030779813785411	1.9852377768174	0.011095293559206	0.14324427698594	1.1619102005333	1.9845604625651	0.00096320647369854	0.33241960256134	7.1549313458073	0.028235876624092	8.021836265277e-07	0.084982108256578	1.0795417359336	0.039922192262868	0.057174261885178	0.057174261596666
5.872	0.0046154300862797	116.525093004	0.0023459388534541	0	0.27962051387108	0.69588869319849	1.3875625789518	3.6196978672446	1.0763076015265	0.090327545879729	0.0026559492159128	1.9869001247594	0.0095692176432813	0.12860697255128	1.1620403202727	1.9841434520742	0.00083145823425036	0.33216279752156	7.1543329885282	0.02597194266184	7.4438633884859e-07	0.072446376015088	1.0800910933713	0.037315889178622	0.043937253440938	0.043937253221117
6	0.004426944390381	116.5259232624	0.0022433807712152	0	0.26727137194793	0.69233492458485	1.3885291997439	3.6229839131212	1.0765454300857	0.085870523941352	0.0025324262964167	1.9874042296034	0.0091293001902672	0.12486269595712	1.1620558175874	1.9839803857207	0.00079298182044169	0.33186398580684	7.1540215310818	0.025375284332275	7.2786859737002e-07	0.06876633576672	1.0802308856911	0.036654061971421	0.040288150487967	0.040288150286877
6.2	0.00415604371883	116.52721153002	0.0020944340296761	0	0.24924357909805	0.68681850477539	1.3900605131254	3.6279218492496	1.0768943258753	0.079369630952246	0.0023545127001331	1.9881411547321	0.0084871719372506	0.12496236244776	1.162054474188	1.9837003943667	0.00073694913244307	0.3299750082008	7.1534266511427	0.024980679691867	7.0167325812751e-07	0.063399866823555	1.0804123667186	0.034955692891335	0.035189542007539	0.035189541832471
6.48	0.0038171451660002	116.52899688004	0.0019082720147694	0	0.22638901491384	0.67916937962379	1.3922380465456	3.6344519769666	1.0773412480284	0.07113947152989	0.0021319835800319	1.9890823762453	0.0076952797513981	0.11647013676156	1.1620046335879	1.983261064283	0.00066677767087777	0.32694478010262	7.1523903771276	0.023796412463241	6.7117743875803e-07	0.056608169687503	1.0805971048781	0.033515326214321	0.029127844803272	0.029127844658922
6.872	0.0034134188809927	116.5314611108	0.0016856840101159	0	0.19853463726788	0.66860375894003	1.3953171810985	3.6429431108368	1.0779040262646	0.061130224956379	0.0018659835547008	1.9902682018073	0.0067616226802094	0.10777048222825	1.1618520672206	1.9825637706856	0.00058259520097682	0.32207074033085	7.1505854910654	0.022382187275568	6.3717517239906e-07	0.048352654622333	1.0807352621188	0.032193853279875	0.022370259045139	0.022370258934754
7	0.0032954413228286	116.53225771589	0.0016209579021497	0	0.19033831196695	0.66518931799238	1.3963261102469	3.6455735923099	1.0780747940361	0.058190198518545	0.0017883040869931	1.9906285208906	0.0064920888838203	0.10554390668076	1.1617844649115	1.9823183008901	0.00055807808962745	0.32035021647175	7.1499192642194	0.021990116993998	6.2734123041054e-07	0.045928817637941	1.0807542752163	0.031842065899244	0.020508491773615	0.020508491672536
7.2	0.0031286321718542	116.53349386495	0.0015275170568708	0	0.17836605411926	0.65988916831081	1.3978988485728	3.6495333494654	1.0783248765805	0.053901125461803	0.00167718949317	1.9911559845725	0.0061005544466991	0.10634348130024	1.1616619545876	1.9819180282515	0.00052254030707728	0.31606633827412	7.1488063972749	0.021809127313606	6.1165906114664e-07	0.042393881671455	1.0807595826862	0.030927363405247	0.017910160413896	0.017910160325768
7.48	0.0029232355406059	116.535207136	0.0014117512748462	0	0.16317452816218	0.65253991719893	1.4000824263806	3.6547750800856	1.0786433217091	0.048469485199862	0.0015392374552512	1.9918286514178	0.0056184010786161	0.10087740038421	1.1614586740342	1.9813262177806	0.00047829983938129	0.30992239149408	7.1471133356343	0.020934409392282	5.9331594594809e-07	0.037919453448805	1.0807212361146	0.030175778072491	0.014828513777996	0.014828513705174
7.872	0.0026852643421287	116.53757210792	0.0012752947726021	0	0.14463343213227	0.64238849076654	1.4030694284546	3.6615706826373	1.0790364779964	0.041860565706982	0.0013762610398721	1.9926644233794	0.0050533700000377	0.095437970820372	1.1611189373085	1.9804430308684	0.000425707773852	0.30123133611392	7.1445077060091	0.019821116627422	5.7303292354243e-07	0.032479354186074	1.0805879751555	0.029539061120595	0.011410242039189	0.011410241983275
8	0.0026162489559579	116.53833634731	0.0012359552351386	0	0.139171198197	0.63910791681288	1.4040256182124	3.6636687732996	1.079153557581	0.039918558879441	0.001328829124437	1.9929148337454	0.0048910275540628	0.094083155419249	1.1609961591135	1.9801428556224	0.00041046750870027	0.29841207112293	7.1436058188421	0.019502289716496	5.6720913868283e-07	0.030881819211594	1.0805272396259	0.029381293442902	0.010472724407329	0.01047272435604
8.2	0.0025225501856761	116.53952230036	0.0011798852360597	0	0.13118600617158	0.63401556234474	1.4054911760034	3.6668141742765	1.079321817567	0.037084659538212	0.0012619327025916	1.9932761669154	0.0046580838149229	0.095375541437312	1.1607930228643	1.9796626788846	0.00038855385818746	0.29286708556651	7.1421485745885	0.019381603240909	5.5777904561093e-07	0.028551639040327	1.0804161835467	0.028883157344155	0.00917071487531	0.0091707148304337
8.48	0.0024110780026093	116.54116604954	0.0011114696674419	0	0.12104051219692	0.62695443702271	1.4074757579435	3.670946853595	1.0795290028887	0.03349425496789	0.0011797360028855	1.9937251912368	0.0043735300375263	0.09173094473527	1.1604873929209	1.978969516611	0.0003614601907982	0.2853074632462	7.1400183935552	0.018618421152375	5.4701269591027e-07	0.025601505729931	1.0802304518776	0.028566521116402	0.007640225451955	0.007640225414604
8.872	0.002288149175736	116.54343518347	0.0010323273156831	0	0.10863317478329	0.61720098415529	1.4100977910038	3.6762347718452	1.0797698551368	0.029122647715573	0.0010833714890097	1.994257792745	0.0040440555743688	0.088348611590049	1.1600226516672	1.9779628214109	0.00032943728403168	0.27532695710673	7.1368791579932	0.017616380136826	5.3570235698413e-07	0.022013435580088	1.0799179000697	0.028439406319797	0.0059691594988007	0.0059691594696498
9	0.0022523175133387	116.54416834229	0.0010096502877477	0	0.10497186734468	0.61404903037375	1.410917161387	3.6778515953746	1.0798380090418	0.027837333203337	0.0010550827799254	1.9944113991982	0.0039498555535541	0.08756593652437	1.1598630449225	1.9776263417422	0.00032014375349021	0.27224579849004	7.1358201182431	0.017326830132177	5.3251741288488e-07	0.020959464832369	1.0798045062854	0.028433118069466	0.0055168394425724	0.0055168394156381
9.2	0.0022066684558391	116.54530611287	0.00097786556877488	0	0.099613194428563	0.60915632810752	1.4121529825258	3.6802571423246	1.0799310328475	0.025960963674149	0.0010153505198861	1.994624620749	0.0038183012059652	0.089220510774544	1.1596062295288	1.9770932727255	0.00030688082481383	0.26675692391328	7.1341331808595	0.017229336227404	5.2708929065727e-07	0.019421819810622	1.0796166898695	0.028201205702294	0.0048965277232624	0.004896527699366
9.48	0.0021528686985987	116.54688320159	0.00093879372518886	0	0.092792356802084	0.60237204034612	1.4137907151102	3.6833839657913	1.0800356919581	0.023582188328192	0.00096537011168421	1.9948729734231	0.0036564442288661	0.086742528007588	1.1592328924582	1.9763333745718	0.00029018062336554	0.2595585282773	7.1317115053877	0.016534174844978	5.2112443244309e-07	0.017474453661497	1.0793339120293	0.028189744027855	0.0041825545561988	0.004182554535796
9.872	0.0020898615321435	116.54906062785	0.0008919474147368	0	0.084427351510205	0.59300097488069	1.4159016760776	3.6873374327244	1.0801397693063	0.020682970089068	0.00090286857432794	1.9951392435644	0.0034641656851042	0.084717334716115	1.158686635377	1.9752462360055	0.00026960183352398	0.25052157818382	7.1282169524925	0.015645563494607	5.1511585704244e-07	0.015104803094099	1.0789037572239	0.02840859236403	0.0034280428567687	0.0034280428400544
10	0.002069281705914	116.54976416774	0.00087792289322924	0	0.08195315023152	0.58997260095409	1.4165521177558	3.6885389218602	1.0801651891975	0.019829855822207	0.00088346489191489	1.9952098827651	0.0034074414325659	0.084315221361697	1.1585033085182	1.9748863188211	0.00026339087720724	0.2478263420427	7.1270533649956	0.015397251542753	5.1336658225741e-07	0.014408444453773	1.0787559170397	0.02849583664685	0.0032288621616082	0.003228862145867
10.2	0.0020406941483571	116.55085607122	0.00085845614021102	0	0.078326039724506	0.58527172819004	1.4175276367432	3.6903230599836	1.0801942502638	0.018583712391234	0.00085473989306888	1.995299169029	0.0033331438424075	0.086184291390156	1.1582124096964	1.9743194706757	0.00025458417542331	0.24314006838933	7.1252140165938	0.015366498951142	5.0978436109751e-07	0.013392222754912	1.0785180872162	0.028370815491201	0.0029614921399263	0.002961492125491
10.48	0.0019998344213774	116.55236978678	0.00083157566320209	0	0.073697528617707	0.57875343312023	1.4188170600575	3.6926435643834	1.0802157529747	0.017002466720658	0.00081488763667467	1.9953866338953	0.0032329912521547	0.084392460350544	1.1577971107839	1.9735176547535	0.00024248063537549	0.23711835636814	7.1225994649044	0.014802218569892	5.0554211440996e-07	0.012104620559145	1.0781723760855	0.028447222388742	0.0026635890327935	0.0026635890198127
10.872	0.0019374063691255	116.55446011886	0.00079413908121684	0	0.067999061788589	0.56974977902012	1.4204912758366	3.6956062574811	1.0802174207061	0.015072532789323	0.00075925154039166	1.9954547114461	0.0030971357673273	0.083153266796608	1.1572020526843	1.97238103628	0.00022593546182165	0.22970628993092	7.1188705734319	0.014127563604504	5.0055561903679e-07	0.010536668576434	1.0776663273839	0.028678188618784	0.0023613590196409	0.0023613590081352
11	0.0019155058837481	116.55513557411	0.00078192792630855	0	0.066308173374795	0.56684014233788	1.4210123963953	3.6965162509371	1.0802126228145	0.014503966017262	0.00074132791912145	1.9954667980587	0.0030534226088131	0.082960640571457	1.1570048436447	1.9720068721798	0.00022065002147032	0.22751801127121	7.1176380447881	0.01395051169282	4.9893224938147e-07	0.010075622985801	1.0774962937583	0.028749580405852	0.0022837351051063	0.0022837350939794
