# Time [h]	hydro_Methanogenesis [g/h]	Disintegration_Initial [g/h]	Hydrolysis_Proteins [g/h]	aceto_Methanogenesis [g/h]	Valeric_Degradation [g/h]	Acetic_Degradation [g/h]	Acidogenesis_MS [g/h]	Disintegration_Substrate [g/h]	Propionic_Degradation [g/h]	Butyric_Degradation [g/h]	Hydrolysis_Lipids [g/h]	Hydrolysis_Carbohydrates [g/h]	Acidogenesis_AA [g/h]	Acidogenesis_LCFA [g/h]
0.2	39.123509683827	0	38.619345008259	128.66295518735	3.2332684725381	25.923335834585	115.39382149304	0.68736838257679	10.508067296087	9.5529508496894	31.850077092268	107.50992011962	32.154023126838	0.72874981666114
0.48	39.306944284854	0	34.35321180194	125.97872229055	5.1650911793705	25.608889688013	102.36979642653	1.6404817081538	18.086895509812	13.934333428205	28.327468680896	95.692147785327	32.42752444346	1.1503284629669
0.872	37.638760268744	0	29.184100346195	121.4760704295	5.0279468416549	25.066246037701	87.097290150804	2.9569330428958	21.035423358171	13.454222168076	24.053598172037	81.450818773577	27.79497432703	1.5418284140758
1	36.706219295239	0	27.670193747124	119.66377182618	4.8206568650893	24.841471958644	82.586302127288	3.3824295625867	21.181608197827	12.920963374029	22.800487009268	77.299113043629	26.302997362084	1.6677530012393
1.2	35.316574712155	0	25.464227089742	115.78288404733	4.5216073914619	24.35236590706	76.337679460926	3.3554795198491	21.235736752875	12.059894041778	20.974031124582	71.256438236297	24.34896493297	1.8990038472893
1.48	33.045027501939	0	22.673095138996	109.08273436946	4.0641141765878	23.466611830296	68.135995164963	3.3181109643978	20.491986096334	10.825970695238	18.663198258937	63.609239504498	21.685292763042	2.2286623118578
1.872	29.656866522484	0	19.28168785723	97.10816115269	3.4604004525578	21.737349230372	58.149375341021	3.2664957792059	18.589585041785	9.2310699141347	15.855608778031	54.314327089924	18.417583334841	2.7170922683793
2	28.430040438344	0	18.28617027019	92.519515722868	3.2807420126038	21.018059597653	55.183665479099	3.2498147402688	17.86612594828	8.7550230900368	15.031520700602	51.585132153524	17.44017977455	2.8993325631446
2.2	26.634095095475	0	16.83462694074	84.566922381332	3.0162489380865	19.72527980321	50.906828415822	3.2239214038433	16.706764625374	8.056877915016	13.829991588694	47.604974187346	16.039200003899	3.2302869908408
2.48	24.160290559719	0	14.997940458674	73.855914604732	2.682988418525	17.846873578922	45.498230951974	3.1880177946539	15.071423558786	7.1787951038201	12.309769290376	42.56719579864	14.276091050132	3.7055678812754
2.872	21.105376515936	0	12.766063715566	61.72631026802	2.2795802357909	15.520403508567	38.92568626686	3.1384254791111	12.9139638736	6.1165272819342	10.462662927382	36.442519197388	12.138885129769	4.3549445633317
3	20.217395595635	0	12.110902039113	58.415133793953	2.1614241196841	14.8428981226	36.980617773488	3.122398373789	12.252765287211	5.8043400307878	9.9205023965524	34.643910320814	11.504026961528	4.5592155409436
3.2	18.851333911672	0	11.155579139529	52.226647271546	1.9882541723998	13.6649651732	34.164996582226	3.0975200346443	11.270093057387	5.3484755822744	9.1300061206122	32.020526707627	10.588384210915	4.9198236076678
3.48	17.065528973068	0	9.946689615505	44.509810892194	1.7701664726448	12.118928943581	30.602004524744	3.0630236850982	10.027239425042	4.7744640919002	8.1298006404139	28.699342276157	9.4334680716003	5.4147744728813
3.872	15.042632981949	0	8.477526435661	37.155586439861	1.5058891623173	10.490568998842	26.269748035554	3.0153748866836	8.5280808244207	4.0788104222919	6.9144568263085	24.660279483826	8.0317641850855	6.0322404597897
4	14.493514264217	0	8.0462292312403	35.461861996219	1.428375925152	10.087208017528	24.989702289185	2.9999760807563	8.0877190942694	3.8742833882454	6.5577231856158	23.473848826938	7.6168653024818	6.2118225032578
4.2	13.552876084173	0	7.4172929804372	31.144675027925	1.3148279364324	9.1447102652188	23.132725784321	2.9760729866039	7.4326196559437	3.5753534625187	6.0375707679191	21.743029105992	7.0162166727222	6.5373912635456
4.48	12.436592696931	0	6.621340525741	27.062291638201	1.1716829476958	8.1591319734326	20.781626224268	2.9429288301404	6.6203059887164	3.1984258751498	5.3793940237984	19.551154948331	6.2576502429609	6.9471176758209
4.872	11.28760122464	0	5.6538669305683	24.100366626528	0.99801337117805	7.3790459868258	17.921060798264	2.8971475736976	5.6515829565852	2.7409061189129	4.5795830680286	16.884235954811	5.3362632020757	7.383277578396
5	10.964758610657	0	5.3698164519358	23.437004155587	0.94700615334729	7.1967653011836	17.075703006693	2.8823524594043	5.3683197699935	2.6062686113388	4.3448070147032	16.100559226685	5.0639765570855	7.5050358948837
5.2	10.426579398062	0	4.955563378427	21.663523100327	0.87233288057552	6.737720675687	15.848540577582	2.859386425339	4.9490418960796	2.4094390959959	4.002464604471	14.956975861983	4.669023142855	7.7110704784228
5.48	9.8014147533424	0	4.4312275360329	20.146101947363	0.77810578779266	6.3192768978567	14.294030740974	2.8275415338135	4.4265342819061	2.1609189077094	3.5692485467763	13.508127816954	4.1698575561006	7.9394490681562
5.872	9.0926433359433	0	3.7937569269486	18.791965481649	0.66366527371956	5.9289094553603	12.401317964465	2.783554772794	3.7991509283406	1.8587965092606	3.0427477926337	11.744061582585	3.5632303644686	8.1627932061509
6	8.8808057915462	0	3.6065620055368	18.422228372546	0.62999798217342	5.8202448974014	11.840621191741	2.7693396983394	3.6149969058687	1.7697297682849	2.8881861022022	11.225397621813	3.3839316495349	8.2193883166865
6.2	8.5396210880614	0	3.3335244999943	17.560935302473	0.58073986090467	5.5772672946163	11.027807698565	2.7472740191016	3.3433476331715	1.6395167958873	2.6627944065893	10.468230322118	3.1237936396142	8.2990393804868
6.48	8.1185306144539	0	2.9878578042554	16.725779132453	0.5185444543445	5.3315117151278	9.9977316685734	2.7166775184952	3.0025228493116	1.4749318885754	2.3775431268751	9.5083386263812	2.7949243224824	8.3620823702729
6.872	7.6032060569705	0	2.5674694481679	15.820886474582	0.44295000035399	5.0574406192427	8.7427301372717	2.6744150357601	2.590371793386	1.2745494378772	2.030811494138	8.3384547652511	2.395175447378	8.3665102490018
7	7.4428125631935	0	2.4439883377789	15.548704938983	0.42066118588061	4.9739127451183	8.3687071470844	2.6607572719695	2.4687879720184	1.2152905474937	1.9290103407935	7.9942091026117	2.2767601275823	8.3503557956209
7.2	7.1825750217459	0	2.2638472693957	14.95690883696	0.38808664667509	4.7986293247822	7.8290651112211	2.6395566732432	2.2898378999464	1.1287028678879	1.7805430302011	7.4913742730087	2.1052637650271	8.3075354992695
7.48	6.8462305941934	0	2.0357183783942	14.33014407778	0.34694944991443	4.6061353295381	7.1450347210963	2.6101596687957	2.064212534962	1.0191761983518	1.5926170448498	6.8533301828115	1.8885116796679	8.2026781244078
7.872	6.4115050438078	0	1.7581437596932	13.583114184832	0.29694828547417	4.3712106007871	6.3110850010971	2.5695539630662	1.7900210638875	0.88566743222552	1.3641328758151	6.0746041495553	1.6250787268457	7.9785916861352
8	6.2717540799768	0	1.6765794729365	13.345895535103	0.28217105376971	4.2958856205131	6.0596764219316	2.5564316672515	1.7087292835758	0.84601242174047	1.297036406887	5.8451903242741	1.5466943007488	7.888712178892
8.2	6.0442705380239	0	1.5575557006049	12.858262117524	0.26064394564722	4.1460455192059	5.7003534986225	2.5360622493789	1.5897053528863	0.78822067847769	1.1991688396937	5.5098122592062	1.4336408124676	7.7319503114825
8.48	5.7424678063504	0	1.4067587086514	12.310552596815	0.23348974937021	3.9723250466955	5.2448892589541	2.5078177480908	1.4393175391183	0.71515925464476	1.0752632406571	5.0837015122706	1.2908806137169	7.4797516025719
8.872	5.3460119628856	0	1.2231512040541	11.633980387496	0.20060356636261	3.7536673599274	4.6890371592041	2.4688039366212	1.2567535436799	0.62630125055193	0.92456429436371	4.5625933408981	1.1175287982709	7.0803281819916
