Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
0.2	0.00012263461181028	0.00033707918202605	0.013241268620717	3.4655050121138e-05	0.018652493322173	-0.12244810597389	2.6445306394196e-07	0.014393485416413
0.48	0.00010639079925322	0.00036539632896662	0.0050566698250497	3.2679285215436e-05	0.010216667809177	-0.10005638541377	2.2597261975061e-08	0.0082031770513695
0.872	3.4883908485052e-05	0.00013279396927873	0.00029246692326211	1.1014893683983e-05	0.003786969564189	-0.076297805815144	4.590008601038e-10	0.038636850709878
1	1.9363463932086e-06	6.8860872297169e-06	6.236194721371e-06	6.3552801752496e-07	0.00028720855971627	-0.069888602127634	1.0252418966898e-11	0.045279887146344
1.2	5.043947220508e-08	2.3820082353616e-07	1.343718708418e-07	1.7142316349991e-08	4.7318853309707e-06	-0.060981104086627	2.0774007102171e-13	0.057760842896693
1.48	3.7750654539081e-08	1.8972032583838e-07	9.5860077529657e-08	1.2908799423404e-08	3.3660320675451e-06	-0.050423134464068	1.7555634464716e-13	0.065156380046198
1.872	2.5054996425132e-08	1.3277479396964e-07	6.1292669342959e-08	8.6038699374737e-09	1.9731322274238e-06	-0.038675914304785	1.374333249945e-13	0.076902429434061
2	2.2460076433316e-08	1.1988657850347e-07	5.4938976510413e-08	7.722678591977e-09	1.6984967195816e-06	-0.035443083082177	1.3024235674923e-13	0.080134674321534
2.2	1.9222614273092e-08	1.03162395305e-07	5.4637653983892e-08	6.6192600170277e-09	1.3074178024768e-06	-0.030929039400208	1.2163917200616e-13	0.084648310401831
2.48	1.5839187893655e-08	8.4660879285026e-08	4.4223396711864e-08	5.4614265727113e-09	9.4110328090157e-07	-0.025567996414211	1.1308819631869e-13	0.090008951361963
2.872	1.2474253249847e-08	6.554828611655e-08	3.400207881331e-08	4.3046586818022e-09	6.5039744145164e-07	-0.019605344163986	1.051645869459e-13	0.095971273809431
3	1.1600037547163e-08	6.0516397848509e-08	3.1540793772489e-08	4.0038662012267e-09	5.8777339677785e-07	-0.017965290140481	1.0321971940791e-13	0.097611242154205
3.2	1.0400559464475e-08	5.3597244994921e-08	3.2050185829462e-08	3.5891778028814e-09	4.5325289016406e-07	-0.015676519823587	1.0065011311336e-13	0.09989987097255
3.48	9.0018469873311e-09	4.5628969680544e-08	2.7254449564143e-08	3.1042073287151e-09	3.3071323612365e-07	-0.012961402765395	9.7799754840022e-14	0.10261485060653
3.872	7.4481473546261e-09	3.6996786705138e-08	2.1999447727381e-08	2.5635428852583e-09	2.4509292370923e-07	-0.0099452227694657	9.4857832259548e-14	0.10563092812502
4	7.0167331790356e-09	3.4639383916638e-08	2.0680178850471e-08	2.4133076492073e-09	2.2844640867122e-07	-0.0091158584077495	9.4086703147678e-14	0.10646026967863
4.2	6.4050709524619e-09	3.1275604740905e-08	2.0633583589687e-08	2.1995128144115e-09	1.836289557959e-07	-0.0079589700471273	9.3036585668675e-14	0.10761710915663
4.48	5.6630056281551e-09	2.7304157505321e-08	1.8015481775709e-08	1.9395864865967e-09	1.5000984203058e-07	-0.0065872230107701	9.1828275466516e-14	0.10898881488809
