# Time [h]	MS [g/L]	AA [g/L]	Butyric [g/L]	MO_AcidoLCFA [g/L]	MO_ButyricValeric [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_hydroM [g/L]	Valeric [g/L]	MO_acetoM [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	MO_AcidoAA [g/L]	MO_Propionic [g/L]	Hydrogen [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
16.48	1.8932812162283e-39	3.5858246044601e-46	2.7853601224691e-08	1.3508571084241	1.9292479307477	1.5868716438238e-07	0.045771110759615	3.1490878828373	5.0494976515806e-09	1.8919763983078	1.6131629172032e-06	6.9034078089527	0.0088895869879495	1.00508511953	1.1170176592882	1.224836478795e-12	0.0054030748987726	0.0021353159981121	0.002135315987709
16.872	4.7181784941657e-40	1.2561230586574e-46	4.8112807302156e-09	1.3504177059242	1.9286203360456	4.498692629894e-08	0.045843455320571	3.1480635209756	8.1381212821684e-10	1.8915891482588	1.4484352916108e-06	6.9011620823295	0.0088069028948673	1.0047581583405	1.1166542933197	7.3784723669069e-13	0.0054170039706796	0.0021270389394902	0.0021270389291276
17	6.5692130386287e-41	8.7664987408518e-47	2.5943537304632e-09	1.3502742575421	1.9284154506607	2.8968881052657e-08	0.045897451301458	3.1477291023407	4.2799746772398e-10	1.8914627349155	1.3985365014677e-06	6.9004289420572	0.0087914339714274	1.0046514185383	1.1165356673745	6.6138195961974e-13	0.0054208970326358	0.002124728333476	0.0021247283231247
17.2	5.0066395625846e-41	5.0167318652631e-47	9.0578539238749e-08	1.3500501490252	1.9280953682827	3.5408964719585e-07	0.045957581945092	3.1472066734001	1.6697292361361e-08	1.8912652575089	1.3220316990111e-06	6.8992835663058	0.0089699271399579	1.0044846602988	1.1163503484891	1.8854077333613e-12	0.0054254151560012	0.0021214587069332	0.0021214586965978
17.48	-1.3691597693284e-39	2.3362716730741e-47	2.5079932143676e-08	1.3497364578216	1.9276473399806	1.4267010146831e-07	0.045724291680974	3.1464754146644	4.3974310929679e-09	1.8909888467388	1.2251121938924e-06	6.8976803596522	0.0088909170943365	1.0042512452655	1.1160909533429	1.010266591133e-12	0.0054321114585385	0.0021175007548587	0.0021175007445425
17.872	-3.1649723478986e-39	8.2287307962649e-48	4.3601640335613e-09	1.3492974094617	1.9270202656355	4.0591249037792e-08	0.045800197257907	3.1454518912611	7.1353296583076e-10	1.8906019724781	1.1021193255538e-06	6.895436496215	0.0088078845601887	1.0039245553421	1.1157278880503	5.8325783434829e-13	0.0054397682419757	0.0021129686097547	0.0021129685994607
18	-6.8950909493549e-40	5.7524562660883e-48	2.3556078910672e-09	1.3491540769563	1.9268155502038	2.6169604228055e-08	0.045855053436716	3.1451177470469	3.7600606779171e-10	1.8904756708988	1.0647981345977e-06	6.8947039641986	0.0087923080156744	1.0038179040975	1.1156093604144	5.1747673033871e-13	0.0054419024984405	0.002111688711993	0.0021116887017052
18.2	-5.3016599638531e-41	3.3001217033081e-48	8.0596352870236e-08	1.3489301497222	1.9264957324634	3.1514360687661e-07	0.045916665505735	3.1445957436172	1.447779768662e-08	1.890278353938	1.0074346418916e-06	6.8935595387175	0.008970457389029	1.0036512842103	1.1154241940963	1.6090269602845e-12	0.0054437138245847	0.0021098598824257	0.0021098598721469
18.48	1.383111629496e-39	1.5413861844172e-48	2.2390468280685e-08	1.3486167127397	1.9260480748541	1.2717712559163e-07	0.045685307386127	3.1438650811825	3.8261438091563e-09	1.8900021489529	9.3476111310273e-07	6.8919576621773	0.008891299994293	1.0034180628317	1.1151650125484	8.3707075772208e-13	0.0054475438691397	0.002107614646295	0.0021076146360271
18.872	-4.685939159758e-38	5.4476486969505e-49	3.908907303865e-09	1.3481780210257	1.9254215204526	3.6265777723705e-08	0.045762598504652	3.1428423980658	6.2356442728444e-10	1.8896155375619	8.423608544832e-07	6.8897156603796	0.0088080995017424	1.0030916439492	1.1148022477157	4.6377876901937e-13	0.0054518862299281	0.0021049886364383	0.0021049886261832
19	-1.7147301786213e-38	3.8124270779544e-49	2.1145607195155e-09	1.3480348051382	1.9252169748342	2.339962400684e-08	0.045817754186178	3.1425085287777	3.2903984277552e-10	1.8894893160697	8.1428357291696e-07	6.8889837361142	0.008792469418017	1.0029850811886	1.1146838183106	4.0719396282834e-13	0.0054530916991066	0.0021042333045813	0.0021042332943299
19.2	-3.9598754009312e-39	2.190860272869e-49	7.1554318298965e-08	1.3478110602728	1.9248974216182	2.7928458218789e-07	0.045879806965773	3.1419869519311	1.261382531451e-08	1.889292114846	7.7103680239324e-07	6.8878402601147	0.0089703805500985	1.0028185995389	1.1144988045352	1.3767379519063e-12	0.0054533881684406	0.002103138216678	0.0021031382064319
19.48	2.9056950890964e-40	1.0253434297843e-49	1.9925161842839e-08	1.3474978788957	1.9244501345068	1.1283724995027e-07	0.04564935574804	3.1412568871452	3.3416796404914e-09	1.889016061749	7.1624773718388e-07	6.8862397125839	0.0088911703326309	1.0025855716543	1.1142398365468	6.9715001904116e-13	0.0054557696666293	0.0021017652776455	0.0021017652674062
19.872	1.3068570952748e-40	3.632505643724e-50	3.489026257956e-09	1.3470595455294	1.9238240996484	3.2231863209207e-08	0.045727088555609	3.1402350455323	5.4633290463901e-10	1.8886296519612	6.4647259939309e-07	6.8839995708804	0.0088079093432071	1.0022594235878	1.1138773719851	3.7104509703662e-13	0.0054584064887989	0.0021001094988713	0.00210010948864
20	2.0640482369849e-40	2.5441385038587e-50	1.8892798406715e-09	1.346916446763	1.9236197237051	2.0809790047697e-08	0.045782304438179	3.1399014514839	2.8858130224681e-10	1.8885034934952	6.252445534659e-07	6.8832682538617	0.0087922567829414	1.0021529492378	1.1137590407371	3.222923971178e-13	0.0054591313596275	0.0020996211074564	0.0020996210972275
20.2	1.653488843473e-40	1.4636305395863e-50	6.9986593382549e-08	1.3466928850031	1.9233004354442	2.7164083406942e-07	0.045844394200365	3.1393803043165	1.2181661633025e-08	1.8883063868185	5.924336273338e-07	6.8821257265559	0.0089699802501755	1.0019866057109	1.1135741801853	1.2763219617849e-12	0.005458651011939	0.0020988990676592	0.0020988990574338
20.48	-3.9585444419479e-40	6.8599149944513e-51	1.952453541771e-08	1.3463799601687	1.9228535192596	1.0987107463923e-07	0.045614476610643	3.138650841395	3.2333736298489e-09	1.8880304606917	5.509335381734e-07	6.8805265069316	0.0088907658192496	1.0017537711596	1.1133154267332	6.2006604089436e-13	0.0054602643725122	0.0020979695318611	0.0020979695216403
20.872	1.8046619719047e-40	2.4348022593722e-51	3.427179150298e-09	1.3459419862981	1.9222280037434	3.1433459013197e-08	0.045692298849688	3.1376298435083	5.2996932258794e-10	1.8876442217221	4.9800633929642e-07	6.8782882237788	0.0088075043863877	1.0014278936844	1.1129532627426	3.0855185361511e-13	0.0054620166580646	0.0020968073209063	0.0020968073106911
21	-2.1809800747369e-41	1.7063701628029e-51	1.8573195913647e-09	1.345799004991	1.9220237973564	2.0305759415038e-08	0.045747482889181	3.1372965250735	2.8017738855473e-10	1.8875181174746	4.8188613135575e-07	6.8775575135029	0.0087918468051789	1.0013215076717	1.1128350296473	2.6286864447232e-13	0.0054624944698981	0.0020964547804524	0.0020964547702389
21.2	1.5969664656525e-40	9.8292391696352e-52	5.58052859339e-08	1.3455756268309	1.9217047727812	2.1731485138815e-07	0.045809350598162	3.1367758035316	9.6216364204348e-09	1.8873210879734	4.5697358642643e-07	6.8764159341034	0.0089694205658857	1.0011553021529	1.1126503209166	1.0135778470051e-12	0.0054614177453817	0.0020959241729008	0.0020959241626899
21.48	-1.6765269260452e-40	4.6131923171013e-52	1.5592861242348e-08	1.345262959166	1.9212582260044	8.7964264858349e-08	0.04557970739481	3.136046936592	2.5580560960854e-09	1.8870452673024	4.2540244620153e-07	6.8748180412837	0.0088902411372514	1.0009226607746	1.1123917799288	4.899584896039e-13	0.0054627907994986	0.0020952225152524	0.002095222505045
21.872	4.7683775711895e-41	1.6399915075304e-52	2.7428256030876e-09	1.3448253455519	1.9206332290158	2.5196424205014e-08	0.045657423068652	3.1350267798785	4.2020622341346e-10	1.8866591797864	3.850798922057e-07	6.8725816151395	0.0088070105164821	1.000597053666	1.1120299153517	2.4162359516538e-13	0.0054641537050674	0.0020943121195728	0.0020943121093698
22	2.1855328963174e-40	1.149988151912e-52	1.487538371808e-09	1.3446824819263	1.9204291920074	1.628430527443e-08	0.04571253680251	3.1346937367291	2.2231931779819e-10	1.8865331249002	3.7278587417251e-07	6.8718515111029	0.0087913556003592	1.0004907559173	1.1119117801997	2.0529356220631e-13	0.0054645110389637	0.0020940286602361	0.0020940286500345
22.2	1.5583126738678e-40	6.630740185638e-53	4.9231302965848e-08	1.344459287688	1.9201104315333	1.9054925024116e-07	0.045774173944098	3.1341734432928	8.4411563932431e-09	1.8863361691214	3.5375950815622e-07	6.8707108788233	0.0089687850482981	1.0003246882922	1.1117272238805	8.7052843057438e-13	0.005463123944733	0.0020935951999369	0.0020935951897373
22.48	2.2658822621762e-40	3.11565319273e-53	1.3775890101891e-08	1.3441468775951	1.9196642545984	7.7211643251413e-08	0.045544826686025	3.1334451760131	2.247581575966e-09	1.8860604505637	3.2964182912355e-07	6.8691143117074	0.0088896480956531	1.0000922399265	1.1114688963041	4.1265588947797e-13	0.0054643714153706	0.0020930090404367	0.0020930090302401
22.872	2.9196737225417e-40	1.1092335433155e-53	2.4279639345878e-09	1.3437096247168	1.9190397759406	2.2147853474472e-08	0.045622449617682	3.1324258620914	3.6996094464016e-10	1.8856745079192	2.9879781302886e-07	6.8668797410311	0.0088064628271254	0.99976690296041	1.1111073314299	1.9644250352193e-13	0.0054655318835539	0.002092226279275	0.0020922262690822
23	3.5869446078794e-40	7.7821440009228e-54	1.3176937907387e-09	1.3435668789105	1.9188359081929	1.4321392208899e-08	0.045677494118205	3.1320930944254	1.9587746681569e-10	1.8855485002779	2.8938434100114e-07	6.8661502427308	0.0087908151328994	0.99966069340242	1.1109892942157	1.6507567914495e-13	0.0054658269023555	0.002091977843466	0.0020919778332743
23.2	2.787982069105e-40	4.4931880792115e-54	3.2912029104999e-08	1.3433438687913	1.9185174107949	1.2832591170538e-07	0.045738860196192	3.1315732258336	5.6200263904191e-09	1.885351613152	2.7486448428365e-07	6.8650105567852	0.008968117728784	0.99949476355656	1.1108048892244	6.003438194716e-13	0.005464261565051	0.0020915949390186	0.0020915949288288
23.48	-4.784313649703e-40	2.1139512482458e-54	9.2220803085296e-09	1.3430317165128	1.9180716024605	5.2032491369865e-08	0.045509763232477	3.1308455534628	1.498550080047e-09	1.8850759908629	2.5636623876599e-07	6.8634153142731	0.0088890416923936	0.99926250804341	1.1105467734453	2.9169035550292e-13	0.0054655105829379	0.0020910691830875	0.0020910691729003
23.872	-9.4702259398162e-40	7.5366220817992e-55	1.6284031898251e-09	1.3425948246486	1.9174476414066	1.494137131482e-08	0.04558726238838	3.1298270800233	2.4714838388531e-10	1.8846901886381	2.3267538386521e-07	6.8611825975251	0.0088059078779534	0.99893744099553	1.1101855073346	1.4502273171706e-13	0.005466576841331	0.0020903516266027	0.0020903516164191
24	-4.1338153322282e-40	5.2901719725448e-55	8.8435240255152e-10	1.3424521967386	1.9172439427504	9.6656211204477e-09	0.045642235374226	3.1294945874766	1.3094489987047e-10	1.8845642272164	2.2543810849555e-07	6.8604537044586	0.0087902679744388	0.99883131955511	1.1100675678796	1.2353203368438e-13	0.0054668360300541	0.0020901208871858	0.0020901208770033
24.2	-1.1841196682501e-40	3.0614127899227e-55	1.4100961692261e-08	1.3422293708463	1.91692570794	4.5880150749058e-08	0.045703484022199	3.1289751417533	1.7200211401858e-09	1.8843674176016	2.1443994860206e-07	6.8593149640619	0.0089674703183737	0.99866552737418	1.1098833134785	2.663781527476e-13	0.0054661385657094	0.002089763503035	0.0020897634928541
24.48	-2.9539973080929e-41	1.4426885614522e-55	3.9563858051764e-09	1.3419174765085	1.9164802676041	1.854372604633e-08	0.04547480259988	3.128248061646	4.5926838874485e-10	1.884091907436	2.0019117710168e-07	6.8577210450548	0.008888477089968	0.99843346455356	1.1096254085019	1.492196215032e-13	0.0054669700399442	0.0020892683310789	0.0020892683209005
24.872	3.845981223987e-40	5.1506170560165e-56	6.9986314956028e-10	1.3414809457903	1.9158568236307	5.3137465404427e-09	0.045552224443144	3.1272304272183	7.5887545665358e-11	1.8837062549225	1.8191151085226e-07	6.8554901806972	0.0088053841298434	0.99810866720003	1.1092644405099	9.1778696106642e-14	0.0054676997231772	0.0020885835590771	0.002088583548902
25	5.2841404179269e-41	3.6171614276422e-56	3.8032842235691e-10	1.3413384358095	1.9156532939169	3.4362708665258e-09	0.045607125403451	3.1268982095171	4.0234160294248e-11	1.8835803413095	1.7632215550487e-07	6.8547618923623	0.0087897469648204	0.99800263380407	1.1091465986769	8.2798763077651e-14	0.0054678822069227	0.0020883616687379	0.002088361658564
25.2	1.7411403720463e-39	2.0856064098103e-56	2.2759890611402e-07	1.3411157941828	1.915335340332	7.6260652688999e-07	0.045669943923244	3.1263792616843	2.9746672730096e-08	1.8833837191551	1.6737616301283e-07	6.8536240967333	0.0089667128538488	0.99783697917434	1.1089625171387	3.0436667065458e-12	0.0054724660606864	0.0020879904805603	0.0020879904703881
25.48	-5.6011258159926e-40	9.8209342417072e-57	6.3949723033838e-08	1.3408041578158	1.9148902893208	3.0887680183959e-07	0.045443621236275	3.1256528786538	7.9543149159572e-09	1.8831084714091	1.5636857064995e-07	6.8520315001361	0.0088876471024913	0.99760510888684	1.1087048550939	1.2013804157377e-12	0.0054696513352879	0.0020874741344278	0.0020874741242582
25.872	1.1701764286179e-39	3.5105278082986e-57	1.1334720506817e-08	1.3403679882529	1.9142673688924	8.8709492636479e-08	0.045521896552324	3.1246361303241	1.3170357653487e-09	1.8827230321962	1.4225200593852e-07	6.8498024866328	0.0088045998872685	0.99728058100402	1.1083442004592	3.6551739166468e-13	0.0054686827314674	0.0020867978901857	0.0020867978800194
26	5.2636593576707e-40	2.4664844181292e-57	6.1640249548678e-09	1.3402255961971	1.9140640086503	5.7407293403681e-08	0.045576759294478	3.1243041937689	6.9878140115278e-10	1.882597173141	1.3793182965663e-07	6.8490748025279	0.008788982869308	0.99717463557948	1.1082264583501	2.5193092848851e-13	0.0054686515854206	0.0020865823917005	0.0020865823815352
26.2	4.1937731829213e-40	1.4225456748506e-57	2.5328998548042e-07	1.3400031388247	1.913746321515	9.2974303572206e-07	0.045639149133214	3.1237856933072	3.7417992323033e-08	1.8824006326823	1.3095898348142e-07	6.84793795088	0.0089658512912883	0.99700911838642	1.1080425351713	3.6272986045043e-12	0.005473185141698	0.0020862199466763	0.0020862199365127
26.48	6.955940612642e-39	6.7039572547402e-58	7.1264255524063e-08	1.3396917604037	1.9133016424974	3.772594508694e-07	0.04541275542632	3.1230599328488	1.0019616255752e-08	1.8821254928674	1.2244031983789e-07	6.8463466755928	0.0088868544268743	0.99677744047188	1.1077850936509	1.4241081061079e-12	0.0054702373691027	0.0020857160081419	0.0020857159979808
26.872	-3.5206266074264e-40	2.3994363507524e-58	1.2654523700977e-08	1.3392559519379	1.9126792397513	1.0856892694011e-07	0.045490404465331	3.1220440368926	1.6621940193828e-09	1.88174019468	1.1150586008617e-07	6.8441195114073	0.0088038973372276	0.99645318183607	1.1074247414909	4.1934222830205e-13	0.0054692371891802	0.0020850588505475	0.0020850588403896
27	-3.0066038306368e-40	1.6866242332523e-58	6.8863511401026e-09	1.3391136777827	1.9124760483103	7.0305465106229e-08	0.045545022036325	3.1217123768295	8.8252314701263e-10	1.881614380749	1.0815672514151e-07	6.8433924310309	0.0087883015015609	0.99634732430994	1.1073070975255	2.8253894950989e-13	0.0054692102794299	0.0020848492467945	0.0020848492366377
27.2	-5.2315756873043e-39	9.733069091271e-59	2.8705777433196e-07	1.3388914046212	1.9121586277432	1.0708089394448e-06	0.045606759728379	3.1211943197386	4.5141076504032e-08	1.8814179068992	1.0272157831221e-07	6.8422565225807	0.0089650613010201	0.99618194443949	1.1071233310879	4.1515074406964e-12	0.005473504937079	0.0020844936155085	0.0020844936053534
27.48	-5.8994330799223e-39	4.5910323678638e-59	8.0872352298292e-08	1.3385802840754	1.9117143210662	4.3547326493118e-07	0.045380204465248	3.1204691792038	1.2104319782777e-08	1.8811428616406	9.6109405220892e-08	6.8406665675071	0.0088861300232894	0.99595045873829	1.1068661088659	1.623457712519e-12	0.0054707602373826	0.002083997797974	0.0020839977878213
27.872	9.4230581715009e-40	1.6453327252474e-59	1.4386792578189e-08	1.3381448365896	1.9110924357848	1.2561766100687e-07	0.045457339463448	3.1194541339424	2.0118464305315e-09	1.8807577003108	8.7614204081902e-08	6.838441251105	0.0088032497865126	0.99562646912609	1.1065060584441	4.680930860394e-13	0.0054698319041488	0.0020833522934702	0.0020833522833206
28	3.8890941935551e-40	1.1570911684412e-59	7.8341745831204e-09	1.3380026802925	1.9108894130253	8.1405687916616e-08	0.045511774058591	3.1191227500253	1.0688975604056e-09	1.8806319313215	8.5010127700261e-08	6.8377147739563	0.0087876703978633	0.99552069942546	1.1063885124734	3.1071331694234e-13	0.0054698135256465	0.0020831462397182	0.0020831462295697
28.2	-1.2950384991632e-39	6.6833890901636e-60	2.9005141937678e-07	1.3377805912718	1.9105722561827	1.098448979589e-06	0.045572853557126	3.118605125325	4.6894113389745e-08	1.8804355129693	8.0779664140252e-08	6.8365798079209	0.0089643130558429	0.99535545676363	1.1062048994409	4.239653133911e-12	0.0054732862182996	0.0020827972318417	0.0020827972216949
28.48	4.8293152218995e-39	3.1558362771439e-60	8.1822996846937e-08	1.3374697284956	1.9101283185198	4.4729787017208e-07	0.045346136139293	3.117880589402	1.2591519778509e-08	1.8801605459285	7.5631875062895e-08	6.8349911719652	0.0088854489901016	0.99512416311625	1.1059478917345	1.6556082847775e-12	0.0054710785115244	0.0020823097352366	0.0020823097250922
28.872	8.2367535895517e-40	1.1324722578974e-60	1.4582069626942e-08	1.3370346418284	1.9095069493111	1.2923396666808e-07	0.045422870948511	3.1168663874481	2.0967481359881e-09	1.8797755137281	6.9011414251327e-08	6.8327677018134	0.0088026403459168	0.99480044230444	1.1055881405739	4.7259646410753e-13	0.0054703850301434	0.0020816719904276	0.0020816719802863
29	3.8580657280056e-40	7.96795801194e-61	7.945685031051e-09	1.3368926033338	1.9093040949994	8.3795271654768e-08	0.045477176840648	3.1165352785532	1.1147597019661e-09	1.8796497886977	6.6980484676919e-08	6.8320418273919	0.0087870750408417	0.99469476035643	1.1054706922003	3.1131607567096e-13	0.0054703960654486	0.0020814679020962	0.0020814678919558
29.2	-4.914971407514e-39	4.6054189363377e-61	3.0785548786731e-07	1.3366706983638	1.9089872027959	1.1811609226367e-06	0.045537950253563	3.1160180905402	5.0407723893012e-08	1.879453439038	6.3668372794616e-08	6.8309078029896	0.008963587015302	0.99452965478943	1.1052872338242	4.5398745191812e-12	0.0054738374430007	0.0020811203843049	0.0020811203741663
29.48	-3.4953833552903e-39	2.1767205160585e-61	8.6959533550676e-08	1.3363600932254	1.9085436351924	4.8143651363815e-07	0.045311482242433	3.1152941658916	1.3553389475522e-08	1.8791785700587	5.9648991331028e-08	6.8293204850577	0.0088847796836423	0.99429855303658	1.1050304426678	1.7705624632089e-12	0.0054716998025629	0.002080634333335	0.0020806343231987
29.872	3.4464099914072e-40	7.8213686162496e-62	1.5525372395156e-08	1.335925367182	1.9079227820622	1.3927787900491e-07	0.045388099691134	3.1142808098615	2.2611569922918e-09	1.8787936766557	5.4475284526091e-08	6.8270988596246	0.0088020360208724	0.99397510080217	1.1046709915813	5.0086059857613e-13	0.0054710121529634	0.0020799996488549	0.0020799996387217
30	1.472969736663e-40	5.505630823113e-62	8.4652066072578e-09	1.335783446424	1.9077200961008	9.0350872823256e-08	0.045442329813918	3.1139499762278	1.2029842186114e-09	1.8786679969357	5.288704310372e-08	6.8263735874303	0.0087864835766909	0.99386950653398	1.1045536408737	3.2764357924201e-13	0.0054710207184545	0.0020797966060759	0.0020797965959437
30.2	-1.1924794126299e-39	3.1836750782548e-62	3.4114596157466e-07	1.3355617253996	1.9074034695966	1.3260816907876e-06	0.045503020118318	3.1134332304432	5.6250121984366e-08	1.878471727474	5.0279828391099e-08	6.8252405038802	0.0089628600623611	0.99370453794811	1.1043703388293	5.0768874209661e-12	0.0054749692951504	0.002079447320065	0.0020794473099345
30.48	-5.8923697160271e-39	1.5060539948465e-62	9.6490032429316e-08	1.3352513777473	1.9069602732002	5.4093970242303e-07	0.045277033726751	3.1127099245639	1.5144909754275e-08	1.8781969723121	4.713336840487e-08	6.8236545028788	0.0088841031419458	0.99347362793062	1.1041137665432	1.978296161052e-12	0.0054725438671913	0.0020789586886994	0.0020789586785712
30.872	9.8235280593645e-40	5.4185626553988e-63	1.7258033757163e-08	1.3348170121081	1.9063399361877	1.5667592406275e-07	0.045353650247155	3.1116974174656	2.5314363546037e-09	1.8778122252504	4.3080351453162e-08	6.821434720634	0.0088014223967135	0.99315044405079	1.1037546164878	5.5557377122037e-13	0.0054716893228659	0.0020783254660027	0.0020783254558777
31	3.2060610338344e-40	3.8160352385642e-63	9.4161022572099e-09	1.3346752090131	1.9061374184825	1.0168263427132e-07	0.045407815087273	3.1113668593841	1.3476943991681e-09	1.8776865918589	4.183531267046e-08	6.8207100501671	0.0087858828940308	0.99304493738967	1.1036373635357	3.6133606104499e-13	0.005471672282031	0.0020781233859949	0.0020781233758708
31.2	8.6687279412213e-39	2.2090617916957e-63	3.0342558542097e-07	1.3344536718177	1.9058210515883	1.2023328388068e-06	0.045468013224938	3.1108505309794	5.0256337900615e-08	1.8774903758376	3.9795787308622e-08	6.8195779066877	0.0089621357881882	0.99288010567114	1.1034542102968	4.5856698280042e-12	0.0054746059868916	0.0020777801733432	0.0020777801632209
31.48	6.876408303522e-39	1.0461773169518e-63	8.5932346234963e-08	1.3341435814853	1.9053782193137	4.9071470849254e-07	0.045242011857653	3.1101278085703	1.3549375819015e-08	1.8772156931394	3.7326436741273e-08	6.8179932215233	0.008883445926683	0.99264938722978	1.1031978458632	1.7882451997745e-12	0.0054727554972557	0.0020772999173781	0.002077299907258
31.872	8.5516184907808e-40	3.7689260539181e-64	1.5397012602289e-08	1.3337095760122	1.9047583958154	1.4226349834846e-07	0.045318368581995	3.1091161338128	2.268947070024e-09	1.8768310711887	3.4142637332637e-08	6.8157752809371	0.0088008338358505	0.99232647148184	1.1028389913486	5.0175604343287e-13	0.0054721947075233	0.0020766710287818	0.0020766710186649
32	2.3966613268904e-40	2.6555278002147e-64	8.406141338e-09	1.3335678905013	1.9045560460137	9.2365214260041e-08	0.045372447021872	3.1087858488863	1.2087593715064e-09	1.8767054810849	3.3163998199851e-08	6.8150512116984	0.0087853072648687	0.9922210523551	1.1027218353267	3.2589638328447e-13	0.0054722192609133	0.0020764695285562	0.0020764695184403
32.2	4.2060705049747e-39	1.5385475672958e-64	2.8676971124999e-07	1.3333465370102	1.9042399401646	1.1458186430843e-06	0.045432343352456	3.1082699428709	4.7677154926651e-08	1.8765093263799	3.1559243016577e-08	6.81392000751	0.0089614263789805	0.9920563573904	1.1025388322721	4.3614153073297e-12	0.0054747600611614	0.002076128580537	0.0020761285704227
32.48	-3.5477279446385e-39	7.2937525385433e-65	8.1320600730914e-08	1.3330367038208	1.9037974737125	4.6802733492599e-07	0.045206587718	3.1075478124713	1.2871341758571e-08	1.8762347301647	2.9616312506338e-08	6.8123366370912	0.0088827953842991	0.99182583036627	1.1022826782385	1.7015417490799e-12	0.0054731790177217	0.0020756509589159	0.0020756509488039
32.872	-2.0250207082852e-39	2.6310512955951e-65	1.4596628743797e-08	1.3326030582615	1.9031781639453	1.3584641746348e-07	0.045282878218685	3.1065369734977	2.1594083641843e-09	1.8758502404517	2.710927505469e-08	6.8101205366356	0.0088002477053916	0.99150318252775	1.1019241203392	4.7664642198987e-13	0.0054727529434075	0.0020750225723493	0.0020750225622404
33	-7.6228073206738e-40	1.8546703964262e-65	7.9743183222893e-09	1.3324614902514	1.9029759819711	8.823849540516e-08	0.045336907900602	3.1062069620717	1.1511762813966e-09	1.875724694658	2.6338207388195e-08	6.8093970681264	0.0087847333675727	0.99139785086277	1.1018070613553	3.0904293733861e-13	0.0054727962166419	0.0020748209298826	0.0020748209197746
33.2	-1.8894341872044e-40	1.0755078557091e-65	2.6300669691914e-07	1.3322403203335	1.9026601363883	1.0588891383504e-06	0.045396513074419	3.1056914756686	4.3853191592328e-08	1.8755285995614	2.5073842231075e-08	6.8082668024495	0.0089607184001151	0.99123329253842	1.101624207613	4.0237898159946e-12	0.0054747780990405	0.0020744822691173	0.002074482259011
33.48	1.505053734572e-38	5.1039249649716e-66	7.4678486411287e-08	1.3319307441015	1.9022180347735	4.3286541452104e-07	0.045170997864694	3.1049699329556	1.1854916675876e-08	1.8752540862971	2.3541547140749e-08	6.8066847456854	0.0088821474106641	0.99100295677271	1.1013682625839	1.5707997044553e-12	0.0054735366621048	0.0020740076845161	0.0020740076744121
33.872	3.3980442348788e-39	1.8435198162503e-66	1.3428198437093e-08	1.3314974581933	1.9015992380911	1.2578806438037e-07	0.045247229889616	3.1039599273236	1.9925689523119e-09	1.8748697268501	2.1562858987471e-08	6.8044704838339	0.0087996647861315	0.99068057662134	1.1010100004618	4.3970898608514e-13	0.0054732878463216	0.0020733794037263	0.0020733793936254
34	1.4098729493784e-39	1.3001369879892e-66	7.34072540474e-09	1.3313560075975	1.9013972237838	8.174169045483e-08	0.045301216357085	3.1036301889359	1.0629464330905e-09	1.874744225062	2.0953957463124e-08	6.8037476155556	0.0087841627383711	0.99057533234556	1.1008930383511	2.847842005622e-13	0.0054733568276092	0.0020731773995858	0.0020731773894859
34.2	7.0131800744102e-39	7.5443146789484e-67	2.5939218365628e-07	1.3311350211168	1.9010816399068	1.0458484235788e-06	0.045360660668524	3.1031151285221	4.3359468280946e-08	1.8745481971353	1.9952295068889e-08	6.802618287612	0.0089600087606339	0.99041091054823	1.1007103358077	3.9714302207835e-12	0.0054751914158386	0.0020728384677421	0.0020728384576438
34.48	-4.3366305080806e-39	3.5836048425196e-67	7.3747810143193e-08	1.3308257016506	1.9006399047451	4.2794841793289e-07	0.045135540982518	3.1023941826428	1.1737252963342e-08	1.8742737783284	1.8741264204104e-08	6.8010375434129	0.0088814919457286	0.99018076588228	1.1004546025871	1.5509754112969e-12	0.0054740508064791	0.0020723634012917	0.0020723633911958
34.872	-1.7008775153701e-39	1.2960612596506e-67	1.3284484074942e-08	1.3303927751227	1.9000216213398	1.2452232976136e-07	0.045211802383951	3.1013850140931	1.9764605039564e-09	1.8738895548691	1.7176475121074e-08	6.79882511864	0.0087990734122722	0.98985865319599	1.1000966374409	4.3359336405029e-13	0.0054738574465623	0.0020717339316793	0.0020717339215864
35	-7.9211851562892e-40	9.1447075746164e-68	7.2668649383418e-09	1.3302514418522	1.8998197746211	8.095807307683e-08	0.045265755291216	3.1010555491301	1.0550623451485e-09	1.873764097874	1.6694696736509e-08	6.7981028500947	0.0087835839616423	0.98975349623689	1.0999797723289	2.8041611639536e-13	0.0054739354478891	0.0020715315408478	0.0020715315307559
35.2	-1.3955040249144e-39	5.3128399242529e-68	2.081776903775e-07	1.3300306386692	1.8995044483297	8.4566648939527e-07	0.045324762321033	3.1005408976418	3.4853940904862e-08	1.8735681190603	1.5906438491568e-08	6.7969744591057	0.0089593029711942	0.98958921085322	1.0997972157811	3.207332821411e-12	0.0054746380200748	0.0020711978237468	0.0020711978136566
