# Time [h]	Carbondioxide [vol%]	Methane [vol%]	Hydrogen [vol%]
0.2	18.222156227332	81.776860105135	0.00098366753300543
0.48	31.487814473807	68.5116422777	0.00054324849304656
0.872	37.089880124782	62.909737682072	0.00038219314611383
1	37.581879307916	62.417757968483	0.00036272360098819
1.2	37.722400457942	62.277124636229	0.00047490582950457
1.48	38.132288018177	61.867316333765	0.00039564805865366
1.872	38.155791144238	61.843858368617	0.00035048714498515
2	38.126300763045	61.873357869561	0.00034136739334401
2.2	37.295292543786	62.704351867058	0.00035558915598301
2.48	37.473110788357	62.52656021488	0.0003289967624422
2.872	37.339625192146	62.660057061475	0.00031774637856875
3	37.266510515426	62.733173482287	0.00031600228677105
3.2	35.997714635772	64.001974673607	0.00031069062085576
3.48	36.15317261227	63.846521469398	0.00030591833153325
3.872	36.033733724965	63.965961246794	0.00030502824166462
4	35.976783949958	64.022910948009	0.00030510203216878
4.2	34.922246031289	65.077456905999	0.00029706271186798
4.48	35.066996425899	64.932705958457	0.00029761564356792
4.872	35.016575157525	64.98312672086	0.00029812161519052
5	34.990004592352	65.009697096873	0.00029831077500441
5.2	34.225499557657	65.774208960881	0.00029148146165399
5.48	34.355758203552	65.643948871757	0.00029292469069638
5.872	34.346983630642	65.652722805072	0.00029356428674533
6	34.337213189856	65.66249308067	0.00029372947347746
6.2	33.760828093749	66.238883564136	0.00028834211476095
6.48	33.878642283085	66.121068017875	0.00028969903954839
6.872	33.892706264852	66.107003469177	0.00029026597150381
7	33.89192264986	66.107786945619	0.00029040452086109
7.2	33.428070718464	66.571643251297	0.00028603023950201
7.48	33.537354676749	66.462358144173	0.0002871790773229
7.872	33.56403609607	66.435676237911	0.00028766601896595
8	33.568160833757	66.431551379551	0.00028778669211889
8.2	33.170777694016	66.828938299178	0.00028400680671367
8.48	33.274521109585	66.72519387023	0.00028502018491784
8.872	33.308172374261	66.691542167558	0.00028545818075503
9	33.315005490213	66.684708941234	0.00028556855358484
9.2	32.957225936753	67.04249190827	0.00028215497699349
9.48	33.057320056684	66.942396866474	0.00028307684169317
9.872	33.094764335682	66.904952181884	0.00028348243411335
10	33.103088113841	66.896628299777	0.00028358638198663
10.2	32.769474570864	67.23024499884	0.00028043029587071
10.48	32.867029359462	67.132689365902	0.00028127463528747
10.872	32.906436633179	67.093281715422	0.00028165139847893
11	32.915557550247	67.084160699611	0.00028175014222814
11.2	32.597225153794	67.4024960812	0.00027876500616256
11.48	32.692867483689	67.306852960993	0.00027955531802263
11.872	32.733157415206	67.266562675729	0.00027990906536064
12	32.742668930503	67.257051066076	0.00028000342065739
12.2	32.434437353489	67.565285514421	0.00027713208953517
12.48	32.528525642067	67.471196472227	0.00027788570593626
12.872	32.569066006761	67.430655771507	0.00027822173220521
13	32.578730470862	67.420991216698	0.00027831244032865
13.2	32.277563363341	67.722161128134	0.00027550852483409
13.48	32.370318947836	67.629404809097	0.00027624306721514
13.872	32.410761207422	67.588962223834	0.00027656874416222
14	32.420447211638	67.579276131412	0.00027665694954308
14.2	32.124599587577	67.875126517359	0.00027389506441946
14.48	32.216167103686	67.783558275851	0.00027462046302269
14.872	32.256335410897	67.743389648271	0.00027494083207984
15	32.265976252287	67.733748720272	0.00027502744165427
15.2	31.974480023417	68.025247667511	0.00027230907198216
15.48	32.06495341888	67.93477355885	0.00027302227059215
15.872	32.104767202487	67.894959460856	0.00027333665672353
16	32.114331871818	67.885394706403	0.00027342177865064
16.2	31.826667063931	68.173062222941	0.0002707131280196
16.48	31.916109225481	68.08361934244	0.00027143207899895
16.872	31.955537790065	68.044190461043	0.00027174889230832
17	31.965014045346	68.034714120891	0.00027183376355667
17.2	31.680901603741	68.318829247736	0.00026914852332965
17.48	31.769352118694	68.230378015544	0.00026986576153156
17.872	31.808386362696	68.191343455368	0.00027018193642193
18	31.817769887155	68.181959846618	0.00027026622616883
18.2	31.537049551971	68.462682844841	0.00026760318784908
18.48	31.624537048453	68.375194632907	0.00026831863922364
18.872	31.663177989836	68.336553375903	0.00026863426129353
19	31.672468272636	68.327263009343	0.00026871802151911
19.2	31.395037872996	68.604696049509	0.0002660774951073
19.48	31.481584635963	68.5181485733	0.00026679073655318
19.872	31.519837363069	68.47989553126	0.00026710567020708
20	31.529035399246	68.470697411847	0.00026718890643552
20.2	31.254818819297	68.744916601431	0.00026457927244926
20.48	31.340443414309	68.659291300389	0.00026528530143977
20.872	31.378314131181	68.621420271507	0.00026559731228281
21	31.387421314116	68.612313006143	0.00026567974056963
21.2	31.116354972151	68.883381942804	0.00026308504561565
21.48	31.201075549983	68.798660657552	0.00026379246443452
21.872	31.238571628202	68.761164266356	0.00026410544186094
22	31.247589863787	68.75214594862	0.00026418759297451
22.2	30.97961634729	69.020122035605	0.00026161710589751
22.48	31.063448713753	68.93628896529	0.00026232095644485
22.872	31.100576820973	68.899160546362	0.00026263266472125
23	31.109507694191	68.89022959156	0.00026271424833807
23.2	30.844571576288	69.155168267942	0.00026015577016219
23.48	30.927531944825	69.072207192666	0.00026086250883545
23.872	30.964299001928	69.035439822199	0.00026117587281527
24	30.973144266065	69.026594476647	0.00026125728851067
24.2	30.711191930216	69.288549364479	0.00025870530482639
24.48	30.793295109496	69.206445472354	0.00025941814992025
24.872	30.829707047122	69.170033218179	0.00025973469832403
25	30.838468042058	69.161272141778	0.00025981616319831
25.2	30.579428068706	69.42031441043	0.00025752086366262
25.48	30.660674133646	69.33906776935	0.00025809700434734
25.872	30.696724604659	69.30301704289	0.00025835245123679
26	30.705397345946	69.294344228676	0.00025842537792408
