# Time [h]	MS [g]	AA [g]	Butyric [g]	MO_AcidoLCFA [g]	MO_ButyricValeric [g]	Propionic [g]	Carbondioxide [g]	Carbondioxide_gas [g]	Carbondioxide_sum [g]	MO_hydroM [g]	Valeric [g]	MO_acetoM [g]	LCFA [g]	MO_AcidoMS [g]	Methane [g]	Methane_gas [g]	Methane_sum [g]	MO_AcidoAA [g]	MO_Propionic [g]	Hydrogen [g]	Hydrogen_gas [g]	Hydrogen_sum [g]	Acetic [g]
13.2	-2.3911782979578e-39	1.2502739405089e-40	4.5054172972685e-06	46.731597471165	66.740497611115	1.6614782844654e-05	1.6019271428013	0.39614904901525	1.9980761918166	108.93967081042	9.8543348218245e-07	65.385392242003	0.00014382954355654	238.81683996948	0.30875466230345	1.9856794638571	2.2944341261605	34.769965616143	38.642160490425	1.2244900812458e-10	5.5858457583075e-09	5.7082947664321e-09	0.17329910930656
13.48	-4.4175186293474e-38	5.5029312202452e-41	1.1775541224664e-06	46.720741236267	66.724989390414	6.4800905246111e-06	1.591466835491	0.39020373347572	1.9816705689667	108.91436097135	2.4438546416925e-07	65.375769165754	0.0001321219731578	238.76134540253	0.30610073680905	1.8883248830901	2.1944256198992	34.761886017571	38.633181797703	7.6881433022394e-11	2.1131105797411e-09	2.1899920127635e-09	0.17546096990944
13.872	3.2336591607114e-39	1.8190962576388e-41	1.9087395861082e-07	46.705546291667	66.703283421864	1.768521623659e-06	1.591802670451	0.39331483649438	1.9851175069453	108.87893448465	3.6835761927203e-08	65.362314091078	0.00011754343877542	238.6836746735	0.30333112235263	1.8752014929329	2.1785326152855	34.75057773379	38.620614473159	5.3433165152664e-11	6.2735688485943e-10	6.8079005001209e-10	0.17805912568404
14	2.8696188603972e-40	1.2479565698183e-41	1.0109115216964e-07	46.700585648427	66.696197255693	1.1252842647253e-06	1.5931013934663	0.39410350686831	1.9872049003346	108.86736887112	1.9014430148756e-08	65.357924848967	0.0001131771034807	238.65831827489	0.30282676038899	1.8743833791031	2.1772101394921	34.746886029659	38.616511681272	4.9404187887487e-11	4.3460036163118e-10	4.8400454951867e-10	0.17880542002808
14.2	2.6355368115013e-39	6.9722562114757e-42	4.2572849388125e-06	46.692835605914	66.68512699978	1.6116772815537e-05	1.5941443951401	0.39405460665854	1.9881990017987	108.8493014137	8.8664030716831e-07	65.351071189239	0.00010656474880807	238.61870429489	0.30907485204675	1.9859238991701	2.2949987512168	34.741118527111	38.610102366363	1.0508910755216e-10	5.3337291816093e-09	5.4388182891615e-09	0.17987153025037
14.48	-2.8936098162644e-38	3.1564053655166e-42	1.1441108572558e-06	46.681987533618	66.669631611847	6.3915862370136e-06	1.5849775410458	0.38841218681274	1.9733897278585	108.82401173481	2.2635697503533e-07	65.341483411745	9.8213743827851e-05	238.56325576964	0.30640021931394	1.888970039361	2.195370258675	34.73304563187	38.60113109266	6.2825699200084e-11	2.0319067464376e-09	2.0947324456377e-09	0.181193821754
14.872	-2.9838285842854e-39	1.0768794190914e-42	1.9183205687817e-07	46.666804165707	66.647943645802	1.7811248303228e-06	1.5865705795983	0.39182724004128	1.9783978196396	108.78861372465	3.5356117752351e-08	65.328073052323	8.7731013244168e-05	238.48564948098	0.30359888968009	1.8757969777958	2.1793958674759	34.721746730128	38.588574187122	4.1462526682036e-11	5.8916845621547e-10	6.3063098289751e-10	0.18274324358901
15	1.6364163577709e-39	7.4567575924681e-43	1.0256892321003e-07	46.661847334177	66.640863358485	1.1406923321755e-06	1.5882013659463	0.39270503671005	1.9809064026563	108.77705744285	1.8431717767866e-08	65.32369708594	8.4574170152755e-05	238.46031411959	0.30308196079551	1.8749466378716	2.1780285986671	34.718058088861	38.584474798811	3.7932678053799e-11	3.9934611931337e-10	4.3727879736717e-10	0.18318198156943
15.2	-1.0644214643976e-39	4.2191634445738e-43	4.2772456958676e-06	46.654103276061	66.629802280008	1.643872783093e-05	1.5898566478175	0.39289939494308	1.9827560427606	108.75900459182	8.5091664359991e-07	65.316863096785	7.9761868996706e-05	238.42073300575	0.30928685298513	1.9860634084617	2.2953502614469	34.712295371383	38.578070804084	9.5265341466561e-11	5.3778333300647e-09	5.4730986715312e-09	0.18379700845606
15.48	-3.6888944289142e-38	1.9391087787273e-43	1.167687210784e-06	46.643263634653	66.614319744049	6.5776689655634e-06	1.5813492560721	0.38741508784064	1.9687643439128	108.73373542121	2.2082383196781e-07	65.307300453995	7.3679865801388e-05	238.36533048395	0.30658858381928	1.8893315649769	2.1959201487962	34.704229173903	38.569106981324	5.357065010028e-11	2.0506398320217e-09	2.104210482122e-09	0.184548851998
15.872	5.3643468572832e-39	6.7292296505916e-44	1.9953723616318e-07	46.62809215915	66.592649772569	1.8538231225099e-06	1.5835621755377	0.39098225837364	1.9745444339113	108.69836619022	3.5188177367739e-08	65.293920693592	6.600652983217e-05	238.28778858212	0.3037569162142	1.8761339284511	2.1798908446653	34.692939646407	38.556560500736	3.2957441302968e-11	5.8084938753691e-10	6.1380682883987e-10	0.1854208373327
16	2.9593844718599e-39	4.683123299952e-44	1.072620296909e-07	46.623139230079	66.585575359704	1.1914712570626e-06	1.5853532999105	0.39190404047785	1.9772573403884	108.68681931844	1.8446560898216e-08	65.289553661971	6.3687620788333e-05	238.26247424045	0.30322983726358	1.8752670355223	2.1784968727859	34.689254065456	38.552464514829	2.9689555656217e-11	3.8615221144072e-10	4.1584176709693e-10	0.18566602463555
16.2	8.8306398211738e-39	2.6691742229462e-44	3.4887981012436e-06	46.615401287346	66.57452338372	1.3623109987988e-05	1.587298258886	0.39221291125674	1.9795111701427	108.66878089507	6.6509662082095e-07	65.28273239727	6.0143289881548e-05	238.22292596546	0.30940622486034	1.9861408400656	2.2955470649259	34.683496129071	38.546065749864	7.6335101463053e-11	4.4281724620944e-09	4.5045075635574e-09	0.18598740420031
16.48	6.5318201959878e-38	1.2371094885387e-44	9.6094924225183e-07	46.604570240631	66.559053610796	5.4747071711922e-06	1.5791033212067	0.38680815174778	1.9659114729545	108.64353195789	1.7420766897953e-07	65.273185741618	5.5654120643511e-05	238.16756940887	0.30669075108426	1.889545870287	2.1962366213712	34.675436623785	38.537109245444	4.2256858518426e-11	1.6934040030847e-09	1.7356608616032e-09	0.18640608400765
