# Time [h]	FOS [g/L]	COD [g/L]	pH [1]
0.2	1.2826712734154	1.5049750137311	1.8418340278961
0.48	1.1595500468021	1.7089811736533	2.0860179148536
0.872	0.98228865154138	1.7980831199554	1.4129982801619
1	0.92476251386634	1.7993171460715	1.3440946642354
1.2	0.81011380094904	1.8079335916432	1.2383216772718
1.48	0.65919219072873	1.7824331666533	1.1860560165866
1.872	0.47448047008677	1.710645163377	1.1140837376804
2	0.42199996352276	1.6826921249195	1.0962093401078
2.2	0.34468356381387	1.642358931764	1.0724257440376
2.48	0.2638517134322	1.5814628824955	1.0457867362172
2.872	0.19466547967403	1.5080623311757	1.017975192133
3	0.17884843039282	1.4872333145034	1.0106296795953
3.2	0.15049813473364	1.462242882842	1.000581769639
3.48	0.12317960837933	1.428748655975	0.98894981846413
3.872	0.10052191861343	1.3896116052689	0.97636893483596
4	0.095213765221572	1.3776824030504	0.97297030977364
4.2	0.083970113603055	1.3625528296497	0.96827022787953
4.48	0.073773254604635	1.3388215402983	0.96275477257335
4.872	0.064731481807806	1.3055623988924	0.95669424168132
5	0.062385771706719	1.2944647472825	0.95503973296056
5.2	0.057971663937521	1.278113281189	0.95273899861581
5.48	0.053525358676107	1.2516353743215	0.95001951276295
5.872	0.04886363316932	1.2136318028334	0.94700708305623
6	0.047559334387874	1.2011228193744	0.94618048808251
6.2	0.045321050605672	1.1810827896131	0.94502804762757
6.48	0.042885114856867	1.1503508234543	0.94366162692875
6.872	0.040196879315287	1.1078643157656	0.94214376963644
7	0.039436120558636	1.0942699364578	0.94172666944476
7.2	0.038148193273956	1.0724887841471	0.94114513736001
7.48	0.036758768234324	1.0403720253056	0.9404562295709
7.872	0.035271388901338	0.99739870866671	0.93969337477803
8	0.034860851001548	0.9839533961831	0.93948442446213
8.2	0.034152861787854	0.96306775054673	0.93919425824054
8.48	0.033456845777763	0.93296003227925	0.93885309383252
8.872	0.03281294328264	0.89376465580102	0.93848059396302
9	0.032651308338236	0.8817364324407	0.93837978582406
9.2	0.032330485228708	0.86362996499657	0.93824138019267
9.48	0.032103321880241	0.83777075821315	0.93808173742644
9.872	0.031991906707013	0.80476187499901	0.93791267810845
10	0.031974384731862	0.79476026095941	0.93786800730481
10.2	0.031839239190464	0.7799693330534	0.9378078652787
