# Time [h]	Carbondioxide [NL]	Methane [NL]	Hydrogen [NL]	Sum [NL]
0.2	47.877923713626	-42.621609774848	0.31847202250356	5.5747859612821
0.48	47.162670715905	19.702632327705	0.11863850602368	66.983941549634
0.872	28.419908768172	27.033610313274	0.090824842263868	55.54434392371
1	18.967464450313	25.949054136741	0.077392539574641	44.993911126628
1.2	67.769149729646	65.396237923886	0.14560102986848	133.3109886834
1.48	9.8488295066506	19.717870011899	0.079725042611183	29.64642456116
1.872	13.357872213529	23.801674930054	0.060821915947552	37.22036905953
2	13.23949379794	23.383080232387	0.056060899334653	36.678634929662
2.2	45.870641546741	55.12159797612	0.084097758783241	101.07633728164
2.48	6.6079744069218	14.229733907726	0.045786480300862	20.883494794949
2.872	8.0750604122659	15.924619253137	0.033382845494753	24.033062510898
3	7.7660779765332	15.412610740752	0.03070265077416	23.209391368059
3.2	26.166071632056	42.146760698883	0.046383394707954	68.359215725646
3.48	3.0217509115606	7.2684548077532	0.020118569497769	10.310324288812
3.872	3.8426750924107	9.2781541409932	0.013690710094839	13.134519943499
4	3.74608599376	9.2858182828677	0.013101488140227	13.045005764768
4.2	13.29995361919	31.613206303184	0.020008174589392	44.933168096962
4.48	1.2867418962062	3.7272544611981	0.0075068972561059	5.0215032546603
4.872	1.8915490058251	6.0144617146316	0.0058363813086645	7.9118471017654
5	1.8825980927298	6.2089040092817	0.0057304247382323	8.0972325267498
5.2	7.538205684579	24.989225389072	0.011821636713437	32.539252710365
5.48	0.75090577448041	2.4954700955448	0.004699985213426	3.2510758552386
5.872	1.1866825150689	4.6007002677439	0.003570781146127	5.7909535639589
6	1.1873345602477	4.8037970378712	0.0034543528465124	5.9945859509654
6.2	5.1147669020134	20.993420862094	0.0087845051341873	26.116972269242
6.48	0.54355210858321	1.9158981938236	0.0034339622857597	2.4628842646926
6.872	0.87278441279856	3.7933773469299	0.0025866379126639	4.6687483976412
7	0.87545931634437	3.985265462134	0.0025095585111253	4.8632343369895
7.2	3.9016615008892	18.409017398551	0.0069571167709812	22.317636016211
7.48	0.43429217553676	1.508950464743	0.002688288765221	1.9459309290449
7.872	0.70220660141247	3.210023539766	0.0020473889291504	3.9142775301076
8	0.70649255590072	3.3879775012984	0.0019974042432046	4.0964674614423
8.2	3.228516698272	16.667070075636	0.0058757094940193	19.901462483402
8.48	0.36966083945882	1.1414301638197	0.0022418918153268	1.5133328950939
8.872	0.60062563505725	2.7143184818774	0.0017196305319647	3.3166637474666
9	0.60553707928312	2.8803342380117	0.0016794647231034	3.4875507820179
9.2	2.8465395794229	15.492212832933	0.0052331486006446	18.343985560956
9.48	0.32632883540324	0.76171001654899	0.0019434441488454	1.0899822961011
9.872	0.53449838494507	2.2645294129333	0.0014822990444286	2.8005100969228
10	0.53850322142323	2.4298592565468	0.0014398830122221	2.9698023609822
10.2	2.6318614354196	14.746232259958	0.0048203785657228	17.382914073944
10.48	0.29297454408054	0.40228264796665	0.0016940588562271	0.69695125090342
10.872	0.48785970593783	1.9027123694251	0.0012656895629871	2.3918377649259
11	0.48965275033785	2.0815107827057	0.0012214088148583	2.5723849418584
11.2	2.5123303681423	14.339562151645	0.0045343612535961	16.85642688104
11.48	0.26730445239781	0.13803662219881	0.0014835536250975	0.40682462822172
11.872	0.4549081285445	1.6684840649388	0.0010817782817413	2.1244739717651
12	0.45445173531321	1.8620140315977	0.0010447867346999	2.3175105536456
12.2	2.4450230631633	14.149235778805	0.0043439466235448	16.598602788592
12.48	0.24970001709959	-0.020203953938542	0.0013417589143991	0.23083782207545
12.872	0.43337015288416	1.5340786902366	0.00095707254596214	1.9684059156668
13	0.43155984748155	1.7360242530282	0.00092832825682652	2.1685124287666
13.2	2.4059011892258	14.058046287439	0.0041693697012596	16.468116846366
13.48	0.23791658728121	-0.11490440521129	0.0012395884815594	0.12425177055148
13.872	0.41939062023091	1.4514121944435	0.00087144831347273	1.8716742629879
14	0.41700910267927	1.6573033731322	0.00084908234953975	2.075161558161
14.2	2.3808107159024	14.002976888509	0.0039786000969344	16.387766204508
14.48	0.22911843615633	-0.18175104629401	0.0011532587412201	0.048520648603546
14.872	0.40904847953569	1.3898274625735	0.00080443991073434	1.7996803820199
15	0.40644852478599	1.5976331626033	0.00078654429767031	2.0048682316869
15.2	2.3624549374534	13.960330543617	0.0037892044931814	16.326574685563
15.48	0.22209243000069	-0.2374134474532	0.0010772125634931	-0.014243804889016
15.872	0.40074057668179	1.3363426925661	0.00074596664913345	1.7378292358971
16	0.39800590531358	1.5451306917999	0.00073098589597639	1.9438675830095
16.2	2.3491367811466	13.925512696418	0.0036032619881746	16.278252739553
16.48	0.21632446186461	-0.28944573456948	0.0010040410736753	-0.072117231631196
16.872	0.39387671230025	1.2852994612616	0.0006890970252617	1.6798652705871
17	0.39098113887248	1.4946081320726	0.00067674054679166	1.8862660114919
17.2	2.3409486847618	13.899834422045	0.0034112235494491	16.244194330356
17.48	0.21133246310368	-0.3425754927144	0.00092683976741107	-0.13031618984331
17.872	0.38796191134922	1.2330103416494	0.00062929466596581	1.6216015476646
18	0.38484246419401	1.4426272882135	0.00062017925425229	1.8280899316618
18.2	2.3379765352063	13.884970823959	0.0032055944253573	16.22615295359
18.48	0.20664505227965	-0.40050267684748	0.00084281910129285	-0.19301480546654
18.872	0.38250824418574	1.1764411677401	0.00056488548880355	1.5595142974146
19	0.37908347304727	1.3863166518211	0.00055975216225416	1.7659598770306
19.2	2.3401346137265	13.881951418024	0.0029837064969274	16.225069738247
