# Time [h]	Carbondioxide [g/L/h]	Methane [g/L/h]	Hydrogen [g/L/h]
0.2	5.2083962489702	6.2331018809432	0.0015586423763972
0.48	7.2836215172512	3.0323381854856	0.001179408863845
0.872	5.8621355385869	2.1937526016275	0.00089521607051923
1	4.8188936877688	1.9623342618171	0.00078008313062474
1.2	10.283091115775	3.791993198146	0.0012139558161787
1.48	4.3898475891628	1.9874964500973	0.00077719397191379
1.872	3.1323294282166	1.7160926221879	0.00060295281743306
2	2.9084564432415	1.6687955984118	0.00056132000900249
2.2	6.7048381623805	3.2303959785877	0.0007997659483303
2.48	2.8914670467119	1.5823351232214	0.00046900243337777
2.872	1.9495917151069	1.2059783071621	0.00033856590647344
3	1.7684901355989	1.1330260523706	0.00031002474940651
3.2	3.9055419893044	2.3775409303849	0.00046628980649139
3.48	1.5668938918029	1.0166069980989	0.0002306811011045
3.872	0.99850549223921	0.71832775545742	0.00015197382206026
4	0.90342982486502	0.67324694136949	0.00013855782654176
4.2	2.0790478127871	1.6713118981546	0.00023392402869635
4.48	0.79079010911456	0.65492521484862	0.00010082621111867
4.872	0.51382249614466	0.46318782051292	6.7120122366169e-05
5	0.47344199091932	0.44017132754734	6.2249679954995e-05
5.2	1.217974556474	1.2683467106596	0.00013109045125154
5.48	0.46141478483874	0.48653226825293	5.6044825143427e-05
5.872	0.31564470084951	0.35357251082605	3.9302359516258e-05
6	0.29629450978981	0.33964550306101	3.7090179982377e-05
6.2	0.82915108200752	1.0530905848717	9.018765023071e-05
6.48	0.3147660965937	0.40009658060201	3.8188182595448e-05
6.872	0.22236113246954	0.29403100343936	2.7512557898397e-05
7	0.21120282314077	0.28380868080329	2.6237487049258e-05
7.2	0.62748998876826	0.9198447586615	6.9309345708036e-05
7.48	0.23678218371608	0.3440510994698	2.8808107282282e-05
7.872	0.16991529932299	0.25236265650783	2.0984987142811e-05
8	0.16256244071375	0.24389627076795	2.0135431394976e-05
8.2	0.51297460120079	0.82940152471022	5.7214526958496e-05
8.48	0.19013815245033	0.30171258648685	2.3145861875025e-05
8.872	0.13666335396371	0.21802796356451	1.6824150652334e-05
9	0.13126845036071	0.21038304510509	1.6189181878123e-05
9.2	0.44662665876076	0.7655690073218	4.9993333772871e-05
9.48	0.15999370925557	0.26627206919108	1.9399972699483e-05
9.872	0.11368220233435	0.18736782514632	1.3876384768635e-05
10	0.10944236261809	0.18036038076381	1.3362418511973e-05
10.2	0.40973192516315	0.72090541802791	4.5619139996511e-05
10.48	0.14014323910813	0.23708915101966	1.6764255635782e-05
10.872	0.097898688190304	0.16228553518341	1.1704150767141e-05
11	0.094524436645033	0.15622834967992	1.1279082331508e-05
11.2	0.39117897987243	0.69256544797901	4.2748260564476e-05
11.48	0.12815687643864	0.21678927617266	1.493420637524e-05
11.872	0.088190864287695	0.1454558502429	1.0199389826632e-05
12	0.085407724892328	0.14030354658714	9.8410287169987e-06
12.2	0.38263191306468	0.67670997047724	4.0612015127184e-05
12.48	0.12162877888303	0.20486617404921	1.3709831735951e-05
12.872	0.082705980721362	0.13558737225642	9.2153895281539e-06
13	0.080222853596788	0.13095989863437	8.8979405351537e-06
13.2	0.37854907190312	0.66804157241281	3.8826587920724e-05
13.48	0.11795631681929	0.19792305943288	1.281896782336e-05
13.872	0.079401610251004	0.12956994794364	8.5121187758528e-06
14	0.077047177965762	0.12518165113754	8.2187580338842e-06
14.2	0.37617970562207	0.66264758694482	3.7155881244715e-05
14.48	0.1154844966658	0.19321376528059	1.2065373893254e-05
14.872	0.076995125197934	0.1251992897021	7.9258483482037e-06
15	0.074691316945188	0.12090890443047	7.6489800712476e-06
15.2	0.37444592956608	0.65857276017712	3.5524564860624e-05
15.48	0.11350296592736	0.18942339740599	1.1375096159537e-05
15.872	0.074964524970924	0.12150153882955	7.3953288486526e-06
16	0.072678573642915	0.11724512254994	7.1313785286071e-06
16.2	0.37318530393364	0.65518800453335	3.3925063085091e-05
16.48	0.11178452086242	0.18603052231373	1.0718642134136e-05
16.872	0.073119463128242	0.11806323684536	6.8923234547755e-06
17	0.070832599338515	0.11380378806866	6.6388260741042e-06
17.2	0.37252775004795	0.65234081617087	3.2323853674326e-05
17.48	0.11024477927509	0.18277263888149	1.0068517131877e-05
17.872	0.071348395416006	0.11462739821729	6.3925070409676e-06
18	0.069042975732286	0.1103345795657	6.1476537698654e-06
18.2	0.37260607366492	0.64995420242298	3.0664714367246e-05
18.48	0.10881909071444	0.17945454571799	9.3992069577254e-06
18.872	0.069551917190835	0.11098618688468	5.876837645768e-06
19	0.067208576038119	0.10663156735434	5.6396976446349e-06
19.2	0.37350913047668	0.64794787917898	2.8900242685618e-05
19.48	0.10744283771642	0.17591208058797	8.6944319046562e-06
19.872	0.067636332734748	0.10696722214084	5.3355002725924e-06
20	0.065233969944786	0.10252432620856	5.1060947931053e-06
20.2	0.37529389595862	0.64624179324001	2.700618142364e-05
20.48	0.10605338297483	0.17201205022339	7.9487431387585e-06
20.872	0.06551568032396	0.10243698784233	4.7676291879722e-06
21	0.063032010897369	0.09788283902681	4.546816700002e-06
21.2	0.37798481309902	0.64475919226946	2.4977835046505e-05
21.48	0.10459238212118	0.16766002069067	7.165336564383e-06
21.872	0.063116238614463	0.097312365876718	4.1794280558395e-06
22	0.060529034183507	0.092630255455129	3.9687802432781e-06
22.2	0.38155511101574	0.64342481042664	2.2824026929399e-05
22.48	0.10301066956106	0.16281737013787	6.3548177343003e-06
22.872	0.060388959969726	0.091584646034559	3.5836434468351e-06
23	0.057678683771946	0.086768293679709	3.3853746285019e-06
23.2	0.38590075470159	0.64216856995604	2.0570137810022e-05
23.48	0.10128030991793	0.15752899896914	5.536577585285e-06
23.872	0.057332493379495	0.085353191112695	3.0001857668768e-06
24	0.053798214115694	0.079447414789175	2.8094587880502e-06
24.2	0.39824435319374	0.64898975249159	1.9986275950839e-05
24.48	0.11109341373032	0.16763696248186	5.8616328233626e-06
24.872	0.073987702099774	0.10518073844479	3.7830507439541e-06
25	0.073181657673459	0.10261281727997	3.7136859895783e-06
25.2	0.45120539800094	0.69421769950442	1.9383338338577e-05
25.48	0.11847948063135	0.16952011068121	5.1828698027654e-06
25.872	0.062658429137057	0.085765059232571	2.6716077108917e-06
26	0.058322287948329	0.079197878262272	2.475208899519e-06
26.2	0.4356742930541	0.66810542369961	1.7299587816636e-05
26.48	0.10863521775413	0.15483178288689	4.5345257081835e-06
26.872	0.057894673876316	0.078870104231959	2.3633813296178e-06
27	0.054771687370546	0.073984984899507	2.222232022996e-06
27.2	0.43552842308633	0.66531095897748	1.6152589988858e-05
27.48	0.10741243119459	0.15226224076335	4.1445616069643e-06
27.872	0.056699679047666	0.076713428962093	2.1289972449062e-06
28	0.053606912316524	0.07189042710759	1.9980234756788e-06
28.2	0.43848482711792	0.66581774226802	1.5085629725214e-05
28.48	0.10729319557218	0.1510098798398	3.8563489083333e-06
28.872	0.055953135416882	0.075102930499461	1.9567629774537e-06
29	0.05278474075255	0.070216111734248	1.8314604112193e-06
29.2	0.44190164464738	0.6667774543481	1.4305923840586e-05
29.48	0.10731828833748	0.14997291273776	3.6482131563951e-06
29.872	0.055300772116342	0.073672217724985	1.83116396865e-06
30	0.052060057876185	0.068732188434484	1.710127477938e-06
