Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
38.48	5.7136696592104E-10	2.7716925473287E-9	7.8517896307701E-9	9.3890455869475E-11	2.5654299700124E-8	-2.230848099481E-4	8.6690644240486E-14	0.11535278664437	
38.872	5.6284397444804E-10	2.7301163078208E-9	7.8327993377655E-9	9.2492740559952E-11	2.5524699136981E-8	-2.2341046937177E-4	8.6690889319972E-14	0.11535246078487	
39.0	5.6007975974629E-10	2.7166287364662E-9	7.8451700770393E-9	9.203940413745E-11	2.548278605625E-8	-2.2351565916086E-4	8.6690968468427E-14	0.11535235554884	
39.2	5.5577894273956E-10	2.6956268727994E-9	7.9635628255273E-9	9.1333960902162E-11	2.5416789411783E-8	-2.2367755091096E-4	8.669109020758E-14	0.11535219368348	
39.48	5.4979914631055E-10	2.6664274050741E-9	7.837465681548E-9	9.0353116871348E-11	2.5325671555739E-8	-2.2390621764363E-4	8.6691262382213E-14	0.11535196476338	
39.872	5.4151007061054E-10	2.6259523307882E-9	7.8189054298799E-9	8.8993414169601E-11	2.5199980063399E-8	-2.2422104030779E-4	8.6691499311054E-14	0.11535164974634	
40.0	5.3882518650066E-10	2.6128410432673E-9	7.8313912700686E-9	8.8552980333021E-11	2.5159372243024E-8	-2.2432256122847E-4	8.6691575699999E-14	0.11535154818107	
40.2	5.3465098192979E-10	2.5924424453927E-9	7.9487527361064E-9	8.7868142818618E-11	2.5095485999485E-8	-2.2447861676183E-4	8.669169305029E-14	0.11535139215376	
40.48	5.2885318620712E-10	2.5641145975515E-9	7.82300757723E-9	8.6916936976634E-11	2.5007353615591E-8	-2.2469875532232E-4	8.6691858810185E-14	0.11535117176625	
40.872	5.2082670130248E-10	2.5249043635934E-9	7.8049121167839E-9	8.5600028308708E-11	2.4885907827972E-8	-2.2500121702498E-4	8.6692086441171E-14	0.11535086911645	
41.0	5.1822910846644E-10	2.5122150549473E-9	7.8175207726991E-9	8.5173826373223E-11	2.4846700005734E-8	-2.2509861426844E-4	8.6692159728277E-14	0.1153507716769	
41.2	5.1419266401686E-10	2.4924841375992E-9	7.9338937421836E-9	8.4511458555119E-11	2.4785050757402E-8	-2.2524816666667E-4	8.6692272187698E-14	0.1153506221548	
41.48	5.0859003158816E-10	2.4651045332374E-9	7.8085295449025E-9	8.3592095958648E-11	2.4700053118256E-8	-2.2545893809136E-4	8.6692430901333E-14	0.11535041113912	
41.872	5.0084033990983E-10	2.4272430294425E-9	7.7909146395477E-9	8.2320369257427E-11	2.4583013891187E-8	-2.2574802702575E-4	8.669264847279E-14	0.11535012186865	
42.0	4.9833376520155E-10	2.4149980595714E-9	7.8036488076482E-9	8.1909028262042E-11	2.4545248003711E-8	-2.2584100678597E-4	8.6692718436873E-14	0.1153500288487	
42.2	4.9444006774749E-10	2.395965224376E-9	7.9190696365687E-9	8.1269974780209E-11	2.4485887966776E-8	-2.2598363237458E-4	8.6692825686435E-14	0.11534988625562	
42.48	4.8903800300718E-10	2.3695676742716E-9	7.794102837159E-9	8.03833766764E-11	2.4404078814505E-8	-2.261845192169E-4	8.66929769642E-14	0.11534968512931	
42.872	4.8156995253518E-10	2.3330871874709E-9	7.7769720641219E-9	7.9157671510614E-11	2.4291488299181E-8	-2.2645963931969E-4	8.6693184027271E-14	0.11534940983432	
43.0	4.7915539499868E-10	2.3212938703746E-9	7.7898312325088E-9	7.8761368901497E-11	2.4255170903884E-8	-2.2654803565457E-4	8.6693250543353E-14	0.11534932139993	
43.2	4.7540547078313E-10	2.3029676332498E-9	7.9043317796118E-9	7.8145818458959E-11	2.4198102155024E-8	-2.2668350190829E-4	8.669335240789E-14	0.11534918596842	
43.48	4.7020440770412E-10	2.2775584919299E-9	7.7797707589191E-9	7.7292082755469E-11	2.4119471413917E-8	-2.2687423617584E-4	8.6693496047876E-14	0.1153489949995	
43.872	4.6301688474093E-10	2.2424583830606E-9	7.7631199910181E-9	7.6112250787149E-11	2.4011293358247E-8	-2.2713510837738E-4	8.669369239222E-14	0.11534873395901	
44.0	4.6069361259615E-10	2.2311144729994E-9	7.7761016337671E-9	7.5730877114638E-11	2.3976407838226E-8	-2.272188516079E-4	8.6693755407757E-14	0.11534865017983	
44.2	4.5708598246517E-10	2.2134894839803E-9	7.8897105434145E-9	7.5138602939382E-11	2.3921599337083E-8	-2.2734706906862E-4	8.6693851819756E-14	0.11534852199935	
44.48	4.5208322603496E-10	2.1890577914792E-9	7.7655585669235E-9	7.4317308497213E-11	2.3846095196187E-8	-2.2752756818744E-4	8.6693987759572E-14	0.11534834127032	
44.872	4.4517139227016E-10	2.1553168078132E-9	7.7493789202745E-9	7.3182583191966E-11	2.3742242739827E-8	-2.277741466349E-4	8.6694173350342E-14	0.11534809453006	
45.0	4.4293759942569E-10	2.1444141110021E-9	7.7624792844131E-9	7.2815850613168E-11	2.3708757668899E-8	-2.2785323732364E-4	8.6694232865646E-14	0.11534801540548	
45.2	4.3946923628247E-10	2.1274764296428E-9	7.8752228394075E-9	7.2246368743004E-11	2.3656157027127E-8	-2.2797422055992E-4	8.6694323835873E-14	0.11534789446142	
45.48	4.3466017252698E-10	2.1040005739519E-9	7.7514799771478E-9	7.1456775426899E-11	2.3583701098572E-8	-2.2814453620526E-4	8.6694452114156E-14	0.1153477239205	
45.872	4.2801693252458E-10	2.0715849229013E-9	7.7357597432615E-9	7.0366014700464E-11	2.3484055701242E-8	-2.2837694271959E-4	8.6694627042686E-14	0.11534749135848	
46.0	4.2587016868385E-10	2.0611116626986E-9	7.7489743656768E-9	7.0013528100291E-11	2.3451930510952E-8	-2.2845143161153E-4	8.6694683095834E-14	0.11534741683771	
46.2	4.2253712422289E-10	2.0448422099613E-9	7.860877054064E-9	6.9466201049655E-11	2.3401472074987E-8	-2.2856526930545E-4	8.6694768690833E-14	0.11534730304131	
46.48	4.1791601126618E-10	2.022294280704E-9	7.7375414258661E-9	6.870738058436E-11	2.3331969737658E-8	-2.2872554842783E-4	8.6694889417924E-14	0.11534714254142	
46.872	4.1153297013758E-10	1.9911628958954E-9	7.7222673290483E-9	6.7659225244025E-11	2.3236394003901E-8	-2.289440230296E-4	8.6695053864508E-14	0.11534692391742	
47.0	4.0947042108422E-10	1.9811052532112E-9	7.7355913734055E-9	6.7320528610785E-11	2.3205582805043E-8	-2.2901399601942E-4	8.6695106520034E-14	0.11534685391448	
47.2	4.0626823382656E-10	1.9654820575789E-9	7.8466762641649E-9	6.679463290632E-11	2.3157193194329E-8	-2.291208285951E-4	8.6695186845294E-14	0.11534674712526	
47.48	4.0182871616232E-10	1.9438306746403E-9	7.7237448387811E-9	6.6065554003537E-11	2.3090540637839E-8	-2.292712843018E-4	8.6695300181331E-14	0.11534659645315	
47.872	3.9569680082209E-10	1.9139386298012E-9	7.7089028445821E-9	6.5058530604929E-11	2.2998886990193E-8	-2.2947614835944E-4	8.6695454387499E-14	0.11534639144557	
48.0	4.1625753783279E-10	1.9312054378028E-9	7.7106201790474E-9	6.6398582594297E-11	2.4031205586835E-8	-2.2982400016714E-4	8.6695715211258E-14	0.11534604466696	
48.2	5.8648648074602E-10	2.3366056204757E-9	7.9012378504874E-9	7.8516287180335E-11	3.145379143703E-8	-2.2850255670447E-4	8.6694715284026E-14	0.11534737431032	
48.48	6.9327938831308E-10	2.7171017958165E-9	7.9210723268006E-9	8.628650071235E-11	3.5790320565241E-8	-2.2529595829612E-4	8.6692300037279E-14	0.11535058575991	
48.872	7.7298084833299E-10	3.1022819234143E-9	8.0686686355909E-9	9.4470106633804E-11	3.8207859077982E-8	-2.2056387910845E-4	8.6688738899413E-14	0.11535532087709	
49.0	7.9713007099047E-10	3.2213583451357E-9	8.125241166884E-9	9.7639126174292E-11	3.873562550017E-8	-2.1906767486424E-4	8.6687613141487E-14	0.11535681781255	
49.2	6.4978568545092E-10	2.9784364795577E-9	8.2849165284521E-9	8.9605231712553E-11	3.1276116239155E-8	-2.1797114179198E-4	8.6686794142172E-14	0.11535790664781	
49.48	5.9335071320801E-10	2.8523379909746E-9	8.0960507150456E-9	9.0193366981153E-11	2.7414132984904E-8	-2.1808353939737E-4	8.6686881588919E-14	0.11535779001762	
49.872	6.1132264586218E-10	2.8988614423454E-9	7.9927925602294E-9	9.7773123239744E-11	2.6284600136865E-8	-2.1863439934928E-4	8.6687296571908E-14	0.11535723799709	
50.0	6.2422774578995E-10	2.9404432232887E-9	7.9845395903578E-9	1.0055651779711E-10	2.6265973950569E-8	-2.187368467903E-4	8.6687373580205E-14	0.11535713558006	
50.2	6.4659362541036E-10	3.0209850646989E-9	8.0760931349314E-9	1.0484371037062E-10	2.6391373550954E-8	-2.187823157272E-4	8.6687407533391E-14	0.11535709043528	
50.48	6.779508569037E-10	3.1486144317601E-9	7.9183780121347E-9	1.1041751938376E-10	2.6698446964525E-8	-2.1862800308657E-4	8.6687291279245E-14	0.11535724506182	
50.872	7.1735969508129E-10	3.3291534920565E-9	7.8740176787862E-9	1.1714433686799E-10	2.7183506535905E-8	-2.1806547390069E-4	8.6686867789434E-14	0.11535780825834	
51.0	7.2882596481866E-10	3.3850058111128E-9	7.880549610886E-9	1.1907658706571E-10	2.7336875556914E-8	-2.1782359739496E-4	8.6686685735626E-14	0.11535805036398	
51.2	7.4531559566536E-10	3.4680887842909E-9	7.9913979264179E-9	1.2184317143912E-10	2.7567082152563E-8	-2.1739774459235E-4	8.6686365173396E-14	0.11535847666016	
51.48	7.6556701973159E-10	3.574127059154E-9	7.8559836412986E-9	1.2522875326206E-10	2.7862254580324E-8	-2.1673974798992E-4	8.6685870161391E-14	0.11535913494616	
51.872	7.887962539193E-10	3.7008773230699E-9	7.8282065187181E-9	1.2910595631598E-10	2.8218442982573E-8	-2.1575341506345E-4	8.6685128102347E-14	0.11536012176131	
52.0	7.952398200208E-10	3.7369567329123E-9	7.8382124386055E-9	1.3018164055058E-10	2.8320763586149E-8	-2.1542925122437E-4	8.6684884223466E-14	0.11536044608106	
52.2	8.0424671909347E-10	3.7882497938622E-9	7.9570191851742E-9	1.3168645486987E-10	2.8468204257782E-8	-2.1492381367176E-4	8.6684503902535E-14	0.11536095184665	
52.48	8.1483425126118E-10	3.8499519067862E-9	7.8292296561077E-9	1.3345711703563E-10	2.8647440748802E-8	-2.1423796402627E-4	8.6683988075029E-14	0.11536163782178	
52.872	8.2610386768465E-10	3.9180466410643E-9	7.8062997432152E-9	1.3534712056293E-10	2.8849018379837E-8	-2.1333545055219E-4	8.6683309227684E-14	0.11536254059512	
53.0	8.2900413295765E-10	3.9361880262415E-9	7.8172252834271E-9	1.3583519057818E-10	2.8903639348876E-8	-2.1305996889153E-4	8.6683102013266E-14	0.11536281616385	
53.2	8.3281466928331E-10	3.9607638590578E-9	7.9391470664513E-9	1.3647870569148E-10	2.898045149224E-8	-2.1264754705406E-4	8.6682791720411E-14	0.11536322881344	
53.48	8.3677655853808E-10	3.9878203241818E-9	7.8141771594648E-9	1.3715215836566E-10	2.9066696673939E-8	-2.1211804800908E-4	8.668239357229E-14	0.11536375830544	
53.872	8.3992576174579E-10	4.0127753017215E-9	7.7925947769806E-9	1.3769812256314E-10	2.9150211714577E-8	-2.1146677705213E-4	8.6681903786825E-14	0.11536440966696	
54.0	8.4043239836195E-10	4.0180950399736E-9	7.8036848936537E-9	1.3779005188658E-10	2.916925713502E-8	-2.1127740265206E-4	8.668176136204E-14	0.11536459907741	
54.2	8.4074240048515E-10	4.0238347883011E-9	7.9264423528815E-9	1.3785414530333E-10	2.9193719896797E-8	-2.1100180181344E-4	8.6681554011046E-14	0.11536487483158	
54.48	8.4026233655273E-10	4.026870568729E-9	7.8024159740488E-9	1.3779245976972E-10	2.9212226967652E-8	-2.1066504384958E-4	8.6681300868841E-14	0.1153652114865	
54.872	8.3800579310648E-10	4.0224333237491E-9	7.7809853575752E-9	1.3744372176301E-10	2.9211334836321E-8	-2.102787606988E-4	8.6681010429984E-14	0.11536559774028	
55.0	8.3692777702629E-10	4.019107219434E-9	7.7920059068566E-9	1.3727333704696E-10	2.9205243933177E-8	-2.101732970994E-4	8.6680931127508E-14	0.11536570320423	
55.2	8.3492920541623E-10	4.0122118532587E-9	7.9144885871734E-9	1.369551734981E-10	2.9192520818467E-8	-2.1002574542234E-4	8.6680820100219E-14	0.11536585085646	
55.48	8.3153872719271E-10	3.9992782850346E-9	7.7907088392109E-9	1.3641153769658E-10	2.9163622168959E-8	-2.0986090637216E-4	8.6680696277716E-14	0.11536601552596	
55.872	8.2577479758505E-10	3.9755290471205E-9	7.7691214354956E-9	1.3548181894738E-10	2.9104616567853E-8	-2.0969878280892E-4	8.6680574449017E-14	0.11536617753848	
56.0	8.2367657622594E-10	3.9665704846478E-9	7.7800376003461E-9	1.3514239555756E-10	2.908140776348E-8	-2.0966206894358E-4	8.6680546858136E-14	0.11536621422866	
56.2	8.2019984681288E-10	3.9514851860268E-9	7.9017199332452E-9	1.3457920445524E-10	2.9043189836146E-8	-2.0961763031E-4	8.6680513389531E-14	0.11536625873163	
56.48	8.149624454205E-10	3.9282939303249E-9	7.7780033444237E-9	1.3372933573255E-10	2.8982250081877E-8	-2.0958822101449E-4	8.66804914307E-14	0.11536628792699	
56.872	8.0700300140487E-10	3.8923046810902E-9	7.7563048252523E-9	1.3243538969365E-10	2.8884627641543E-8	-2.0959804301401E-4	8.6680498928572E-14	0.11536627794043	
57.0	8.0427331105088E-10	3.8798142207746E-9	7.7671566794561E-9	1.3199116021998E-10	2.8850181960593E-8	-2.0961313866133E-4	8.6680510305059E-14	0.11536626280553	
57.2	7.9988895632521E-10	3.8596287371187E-9	7.8878087933377E-9	1.3127722631555E-10	2.8795111516169E-8	-2.0964565440101E-4	8.6680534716816E-14	0.11536623033009	
57.48	7.9353240120096E-10	3.8301271293765E-9	7.7641795948976E-9	1.3024139062014E-10	2.8713325239116E-8	-2.0971600505823E-4	8.6680587789426E-14	0.11536615973713	
57.872	7.8427036196101E-10	3.7867507758232E-9	7.7425309639496E-9	1.2873078892178E-10	2.8591090073205E-8	-2.0985034041706E-4	8.668068893521E-14	0.11536602520374	
58.0	7.8117282830814E-10	3.7721632442413E-9	7.7533780242518E-9	1.2822532607858E-10	2.8549596306178E-8	-2.099024860644E-4	8.668072817726E-14	0.11536597300926	
58.2	7.7626680204583E-10	3.7489830960802E-9	7.8729154498221E-9	1.2742445688728E-10	2.8483886957523E-8	-2.0998965170482E-4	8.6680793692793E-14	0.11536588586857	
58.48	7.6928148382935E-10	3.7158487769792E-9	7.7494631371937E-9	1.2628372982613E-10	2.8389211507445E-8	-2.1013012829673E-4	8.6680899507646E-14	0.11536574513259	
58.872	7.5931540441772E-10	3.6683576558932E-9	7.7280353983841E-9	1.2465544490594E-10	2.8252204933416E-8	-2.1035074064286E-4	8.6681065542625E-14	0.11536552430273	
59.0	7.5602611793562E-10	3.6526366436234E-9	7.7389330576406E-9	1.2411786829438E-10	2.8206586546571E-8	-2.1042826098988E-4	8.6681123869039E-14	0.11536544672812	
59.2	7.5085561286195E-10	3.6278727480406E-9	7.8573393481203E-9	1.2327261002898E-10	2.8134620729579E-8	-2.1055260418055E-4	8.6681217347194E-14	0.1153653224006	
59.48	7.4356709686523E-10	3.5928926113746E-9	7.7341569670437E-9	1.2208085150563E-10	2.803261504496E-8	-2.1074026665228E-4	8.6681358650976E-14	0.11536513446948	
59.872	7.3329236111674E-10	3.5434584250192E-9	7.7130907620696E-9	1.2040030543081E-10	2.7887646265794E-8	-2.1101798891137E-4	8.6681567638771E-14	0.1153648565198	
60.0	7.2992722438345E-10	3.5272409180011E-9	7.7240821447615E-9	1.1984979491675E-10	2.78399139865E-8	-2.11112065678E-4	8.668163841743E-14	0.11536476238617	
