# Time [h]	Lignin [g/L]	Initial_Substrate [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	MO_Acetic [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
19	6.9954703501932	0	0.0096748704949765	0.16432399629758	0.42371954736429	0.12201652489491	0.00046026392245807	2.3346365582241e-05	0.22462319119935	0.13075676038737	0.2222242459057	0.80208276579779	0.12151310968976	0.0024347913512648	9.2193237638642
19.2	6.9955160096846	0	0.0095977813413833	0.16435420985494	0.42375205939269	0.12200198354314	0.00045349117457308	2.2877032134402e-05	0.22459694112163	0.13071698729732	0.2221530806922	0.80183747819783	0.12147523512291	0.0024648656714511	9.2189430001268
19.48	6.9955793203016	0	0.0094908884179032	0.16439296712072	0.42379270084215	0.12198121483851	0.00044451856910051	2.2255079277145e-05	0.22455935585491	0.13066125487047	0.22205342780769	0.80149382469464	0.1214221653019	0.0025081524886629	9.2184020461875
19.872	6.9956667663082	0	0.0093432382173934	0.16444033970598	0.42384053955513	0.12195135362788	0.0004328503093626	2.1445152700742e-05	0.22450514491428	0.13058313877282	0.22191387814347	0.80101224649225	0.12134778707645	0.002569922851314	9.2176286511273
20	6.9956950242645	0	0.009295523432846	0.16445424162066	0.42385406726867	0.12194142035775	0.00042923686943555	2.1192634119478e-05	0.22448707277495	0.13055761076413	0.22186830386418	0.8008548884437	0.12132348248158	0.0025899923316748	9.2173720571082
20.2	6.995738887254	0	0.0092214568901511	0.16447419400998	0.4238729441622	0.12192569215318	0.00042377444106268	2.081393849342e-05	0.22445841780404	0.13051770247479	0.22179708709729	0.80060891059525	0.12128548940425	0.0026216799329503	9.2169670501576
20.48	6.9957997057772	0	0.0091187551603347	0.16449846263836	0.42389439939541	0.12190324209561	0.00041647544489197	2.030963721611e-05	0.2244174372161	0.13046179037059	0.22169737144348	0.80026433567887	0.12123226667324	0.00266701236179	9.2163915638931
20.872	6.9958837074613	0	0.0089768942133473	0.16452545078424	0.42391532875255	0.12187100432066	0.0004068705517598	1.96483674576e-05	0.22435844865016	0.1303834397047	0.22155775048322	0.79978154782096	0.12115769719485	0.0027311234855586	9.2155689117908
21	6.9959108518728	0	0.0089310502908947	0.16453269348973	0.42392008294329	0.12186029238026	0.00040387006593997	1.9441191466624e-05	0.22433881625492	0.1303578388408	0.22151215656859	0.79962381280183	0.12113333515011	0.0027518282969207	9.2152960701475
21.2	6.9959529860035	0	0.0088598878429237	0.16454223062852	0.42392524585566	0.12184334134099	0.00039930891442523	1.9129479510488e-05	0.22430771647868	0.13031782033011	0.22144091261409	0.79937726327108	0.12109525704613	0.0027844521681454	9.2148655519737
21.48	6.9960114066846	0	0.0087612129716934	0.16455187990757	0.42392748309387	0.12181916651018	0.00039316540014836	1.8712118939974e-05	0.22426329872887	0.13026176086953	0.22134116556266	0.79903192112711	0.12104192422758	0.0028310862541323	9.2142541834569
21.872	6.9960920953102	0	0.0086249142861152	0.16455844853481	0.42392159515793	0.12178450486216	0.00038499321786586	1.8160601362682e-05	0.22419950013278	0.13018321637565	0.2212015125015	0.79854811892785	0.12096721640265	0.0028968760660427	9.2133811523769
22	6.9961181688846	0	0.0085808678704818	0.16455905026974	0.42391763350476	0.12177300168063	0.00038242031631033	1.7986891217805e-05	0.22417830228251	0.13015755500058	0.22115591073326	0.79839006624235	0.12094281265809	0.0029180798837445	9.2130918562183
22.2	6.9961586407616	0	0.0085124956501827	0.16455822890946	0.42390919947159	0.12175481166167	0.0003784898810585	1.7724550467485e-05	0.22414475623852	0.13011744467179	0.22108465705225	0.79814303350625	0.12090467270636	0.0029514966606928	9.2126356517219
22.48	6.9962147566156	0	0.0084176897490228	0.16455339277335	0.42389243988578	0.1217288958873	0.00037315894826273	1.7371239034083e-05	0.22409691141547	0.13006126194729	0.22098490125373	0.79779704009371	0.12085125955957	0.00299934298959	9.2119884223577
22.872	6.9962922619843	0	0.0082867352371404	0.16453981670259	0.42386012701806	0.12169179730861	0.00036600175165936	1.6900620595358e-05	0.22402833408747	0.12998255440299	0.22084524465408	0.79731237205417	0.12077645036197	0.003066855575123	9.2110654517587
23	6.9963173069758	0	0.0082444158507045	0.1645338856664	0.42384759497857	0.12167950058027	0.00036373356485655	1.6751618931051e-05	0.22400558431828	0.12995684191891	0.22079964367343	0.797154047174	0.12075201597451	0.0030885953231622	9.2107599176178
23.2	6.9963561824521	0	0.0081787244578343	0.16452290332668	0.42382582214066	0.12166007239209	0.00036025442005686	1.6525785346887e-05	0.22396962134007	0.12991665385697	0.22072839312138	0.79690659940897	0.12071383049414	0.0031228394095498	9.2102784226059
23.48	6.9964100852812	0	0.0080876358316346	0.16450393709992	0.42379051937148	0.12163242691416	0.00035550849225131	1.622010153117e-05	0.2239184093125	0.12986036639891	0.22062864532515	0.79656004473196	0.12066035806099	0.0031718150626491	9.2095959719843
23.872	6.9964845350546	0	0.0079618159600485	0.16447086850963	0.42373258596961	0.12159292445883	0.00034908870831762	1.5810373672559e-05	0.2238451685594	0.12978151951564	0.22048900638706	0.79607462725621	0.12058547379198	0.0032406484555823	9.2086240730005
24	6.9965042453564	0	0.0079278414417435	0.16445885144498	0.42370896993131	0.12157902472302	0.00034454737820739	1.5593778330841e-05	0.22381934178823	0.12975560009055	0.22044319834819	0.79591602948113	0.12056101714376	0.0032670306629206	9.2083012915687
24.2	6.9965509909317	0	0.011904288592701	0.16443745669379	0.42368607939261	0.12156200896968	0.00034823840632329	1.5509849480332e-05	0.22378800034557	0.12971593038747	0.22037293104869	0.79566805646275	0.12052278402848	0.0032797411876229	9.2118520162968
24.48	6.9966478604138	0	0.01741808229094	0.16440324287183	0.42366676357578	0.12154255959978	0.00037374644699271	1.6252197063243e-05	0.22375259069012	0.1296615991213	0.22027594750602	0.79532162961968	0.120469318183	0.0032764371604475	9.2168260296768
24.872	6.9968443363404	0	0.02503422542902	0.16434899019231	0.42364868862738	0.1215180064732	0.00044432271459955	1.8936900810958e-05	0.22370827813508	0.12958708700528	0.2201414153459	0.79484096025337	0.12039490387018	0.0032660925601753	9.2237962438477
25	6.9969236400131	0	0.027495473561632	0.16433000021879	0.42364454951204	0.12151026166439	0.00047478973232913	2.0161403007222e-05	0.22369434956358	0.12956310262058	0.22009774824604	0.79468588812464	0.12037080629782	0.0032626964775189	9.2260734674354
25.2	6.9970530568522	0	0.027276389882906	0.16429943469908	0.42362934352688	0.12149521564437	0.0005226093541313	2.2268708239829e-05	0.22366685501906	0.1295254206311	0.22002891748598	0.79444576113349	0.12033338518773	0.0032767323774226	9.2255753905026
25.48	6.9972324987182	0	0.026972605200724	0.16425474955249	0.4235928657521	0.12146921083039	0.00058196103891267	2.4972216335791e-05	0.22361878252046	0.12947212264192	0.21993165486508	0.79411385765646	0.12028148280399	0.0033223724666242	9.2248691362637
25.872	6.9974803591991	0	0.026552990090722	0.1641882021397	0.42353387663442	0.12142971762507	0.00065188691671638	2.8117533320591e-05	0.22354553692675	0.12939745270945	0.21979554876543	0.7936564894995	0.12020966670548	0.0033906045246877	9.2238604492703
26	6.9975604579828	0	0.026417387080658	0.16416559745786	0.42351452488829	0.12141661277614	0.00067187051797186	2.9012672414432e-05	0.22352121539457	0.12937318081194	0.2197512531317	0.79350867941644	0.12018639546345	0.0034107742731641	9.2235269618674
