# Time [h]	MS [g/L]	AA [g/L]	Butyric [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	MO_AcidoAA [g/L]	Valeric [g/L]	Hydrogen [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
12.2	0.00010558859804438	8.4670055031189e-05	0.00015726116170504	1.461323042879	1.0398561110079	3.3369829015258	0.00081424950093212	0.040151953819568	1.1303751171651	1.9252883062285	1.9439496842544	0.14649735258261	6.9431755111492	0.011875110928463	1.0125757934027	4.4871428824816e-05	4.0018093915621e-08	0.024011073321404	0.0008762344923517	0.00087623448808611
12.48	0.0001041765164042	8.0230361391241e-05	0.00015245250957501	1.461916410091	1.0397073042454	3.3373962451642	0.00079615880686316	0.04055843558937	1.1301443788843	1.9252711090676	1.9435178577451	0.13906200624488	6.9415841886886	0.011735569299209	1.0123478361198	4.2590495987784e-05	3.9215211555593e-08	0.023850667593148	0.00087347654304073	0.00087347653878857
12.872	0.00010397112699736	7.8310639495464e-05	0.00014954407835837	1.4627141147969	1.0394979630585	3.3379400663071	0.00078204899510337	0.04125675608438	1.1298204956753	1.9252421913025	1.9429126611248	0.13035585883786	6.9393568055706	0.011589330894556	1.0120284273665	4.1138364899531e-05	3.8231978248326e-08	0.023553662763782	0.0008769533897316	0.00087695338546251
13	0.00010388583560919	7.8013805305934e-05	0.00014898585632586	1.4629688266572	1.0394294294292	3.3381117575382	0.00077882307115183	0.041484297103145	1.1297146503455	1.9252318889731	1.9427150083373	0.12789873971756	6.9386296552189	0.011555812869125	1.0119241257809	4.0867583636537e-05	3.7953374847801e-08	0.023451309627992	0.00087903102490478	0.00087903102062557
13.2	9.5200220331394e-05	7.0216197816053e-05	0.00014089623764911	1.4633607182468	1.0393221329611	3.3383717864744	0.00074670821069018	0.042063638029062	1.1295487726649	1.9252147672361	1.9424057368805	0.12372629974774	6.9374927592691	0.011686481899241	1.0117608633712	3.7800411647186e-05	3.7303138658618e-08	0.023239061801383	0.00088322606141415	0.00088322605711451
13.48	9.2858130973171e-05	6.5544440943772e-05	0.00013416359467968	1.4638977872097	1.039171436266	3.3387197032466	0.00071583471126912	0.042286928242229	1.1293154236299	1.9251884838892	1.9419718450843	0.11860468565536	6.9359005790294	0.011574235420434	1.0115318248233	3.5195261101391e-05	3.6531013918713e-08	0.02292943663276	0.00089073897756657	0.00089073897323034
13.872	9.1946240418628e-05	6.3195313701505e-05	0.00012960400695576	1.4646320851623	1.0389596907956	3.3391848856422	0.00069029156066218	0.042763970651396	1.1289875397821	1.9251479631828	1.9413636466468	0.11271702035281	6.9336719444961	0.011450551685781	1.0112109144667	3.3421333195941e-05	3.5642625648143e-08	0.022519102836793	0.00090270779631793	0.0009027077919234
14	9.1718843434928e-05	6.2791564869615e-05	0.00012868580873326	1.4648687361395	1.0388904116156	3.3393331119303	0.00068448126325694	0.04292442873507	1.128880327942	1.9251340547716	1.9411649924917	0.11107606007214	6.932944378018	0.011422538420662	1.011106120413	3.3076001366451e-05	3.5398204191306e-08	0.022396137374879	0.0009066041516858	0.00090660414727229
14.2	8.39866303598e-05	5.6612539055052e-05	0.00012127520535106	1.4652349054866	1.0387819595041	3.339558719649	0.00065220460956703	0.043374600978131	1.1287122984377	1.9251113401587	1.9408542022715	0.10828094075655	6.9318069239281	0.011566729130751	1.0109421509215	3.0500258570379e-05	3.4845453656176e-08	0.022155989130315	0.00091289455350536	0.00091289454906121
14.48	8.1859042669229e-05	5.2910155238127e-05	0.00011517941152965	1.4657404524919	1.038629661538	3.3398626056182	0.00062175791869134	0.043431202893517	1.1284759545545	1.9250773009364	1.9404183054076	0.10487493835886	6.9302140586719	0.011461081379918	1.010712230597	2.8339422050373e-05	3.4210121283496e-08	0.021841594789003	0.00092212077765494	0.00092212077316585
