# Time [h]	AA [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
14.872	6.3300316295624e-06	0.16717385628684	0.11837939464026	0.38079104598988	0.12860840503729	0.21945299058383	0.22113804543242	0.78979023135803	0.11518447807714	0.00093481814225831	2.1414595955796
15	6.290641961141e-06	0.16719957560674	0.11837141795333	0.38080600345658	0.12859602820068	0.21945102179063	0.22111530015453	0.78970725380774	0.11517248901049	0.00093870446766572	2.1413640850904
15.2	5.7181582229637e-06	0.16723945412968	0.11835893133183	0.38082881275868	0.12857663755022	0.21944783393035	0.22107972461946	0.78957754154022	0.11515373679483	0.00094486059262086	2.1412132514061
15.48	5.3793985600676e-06	0.16729461917898	0.11834139708306	0.38085957668836	0.12854938162057	0.21944311536524	0.22102984776293	0.78939590818422	0.11512745379201	0.00095380720398475	2.1410004862779
15.872	5.2104175292764e-06	0.16737079504199	0.11831677185951	0.38090109819697	0.12851111096353	0.21943613223984	0.22095996678712	0.7891416751064	0.11509064475296	0.00096606588574439	2.1406994712516
16	5.1815137773507e-06	0.16739547195951	0.11830871793231	0.3809143954354	0.12849860107755	0.21943378691976	0.22093714550414	0.78905867753364	0.11507862610505	0.00096982348090587	2.140600427462
16.2	4.7528796904821e-06	0.16743368536667	0.11829610852751	0.38093460939828	0.12847901088207	0.21943000072952	0.22090145917216	0.78892894390552	0.11505983288691	0.00097593779834446	2.1404443415467
16.48	4.5010332181905e-06	0.16748636572004	0.11827839619081	0.38096166193078	0.12845149443859	0.21942441517462	0.22085144362867	0.78874729105888	0.11503350118202	0.00098526805235406	2.14022433841
16.872	4.3732228339104e-06	0.16755875627922	0.11825351142349	0.38099777000809	0.12841288176259	0.21941616991706	0.22078138455591	0.7884930337759	0.11499663005142	0.00099872366814938	2.1399132346647
17	4.3504434838854e-06	0.16758212779264	0.11824537048951	0.38100924359473	0.12840026343885	0.21941340181505	0.2207585070026	0.78841002843459	0.11498459167712	0.0010029726454015	2.139810857334
17.2	4.0208136904577e-06	0.16761815084671	0.11823261927093	0.3810264914523	0.12838051113048	0.21940892748142	0.22072273879341	0.78828029025772	0.11496577136075	0.0010101233445435	2.139649644752
17.48	3.8264136863458e-06	0.16766737335911	0.11821469350177	0.38104906987978	0.12835278364852	0.21940230870504	0.22067262093633	0.78809863907957	0.11493940788849	0.0010215576318678	2.1394222810442
17.872	3.7225633465917e-06	0.16773421964895	0.11818948377093	0.38107829361571	0.12831389426235	0.21939249448484	0.22060243053553	0.78784438649431	0.11490249655266	0.0010388273028789	2.1391002492315
18	3.7025528593507e-06	0.16775563605708	0.11818123122624	0.3810873867609	0.1283011882108	0.21938918834223	0.22057951147838	0.78776138278261	0.11489044542855	0.0010444187407954	2.1389940915805
18.2	3.441011393837e-06	0.16778836936703	0.11816829594656	0.38110070792302	0.1282813044795	0.21938382806085	0.22054368278832	0.78763165326522	0.11487160781189	0.0010539468648477	2.1388268375186
18.48	3.284800158159e-06	0.16783242735728	0.11815008937109	0.38111728518761	0.12825340520001	0.21937586080159	0.22049348919506	0.78745002080367	0.11484522446501	0.0010693801237295	2.1385904673052
