# Time [h]	hydro_Methanogenesis [g/h]	aceto_Methanogenesis [g/h]	Valeric_Degradation [g/h]	Acidogenesis_MS [g/h]	Acetic_Degradation [g/h]	Propionic_Degradation [g/h]	Acidogenesis_LCFA [g/h]	Acidogenesis_AA [g/h]	Butyric_Degradation [g/h]
37.2	0.074909515662916	0.61737939145071	0.002531026176807	0.022943273901709	0.082339497727465	0.053857194948989	0.027297758769228	0.0043671250617348	0.013368576084394
37.48	0.074391413813225	0.61566807824257	0.0024997076085336	0.022858563008552	0.082105465503535	0.053183206591249	0.02692731764044	0.0043236748105914	0.013208655347294
37.872	0.074041119096189	0.61437751887611	0.0024869115156051	0.022854864144573	0.08192434573853	0.052842478152321	0.026518208535591	0.0043125206636791	0.013150551612837
38	0.073967761256629	0.61410554952432	0.0024854041881477	0.022854691627627	0.081885064301478	0.052791951488677	0.026407976122471	0.0043115978100471	0.013144149758207
38.2	0.073261223296362	0.61235465079868	0.0024359324612373	0.022062829691103	0.081648289358341	0.051832682699625	0.026116231898374	0.0042009494709687	0.012864856303696
38.48	0.072756158966888	0.61067951562132	0.0024051485891254	0.021979925615626	0.081419268584344	0.051167663786182	0.025766183348188	0.004158362142931	0.012707698330232
38.872	0.072417013870794	0.60942041273919	0.0023925849856681	0.021976330085963	0.081242563517006	0.050832057573732	0.025379064373638	0.0041474373233815	0.012650649591294
39	0.072346326121321	0.60915562247542	0.002391106911312	0.02197616900953	0.081204305873735	0.05078236175048	0.02527466482964	0.0041465352694989	0.012644372039578
39.2	0.071658611275459	0.60744847321353	0.0023428448197769	0.021206306465862	0.080973504379894	0.049843699697186	0.024996572101819	0.0040388790443016	0.012371998345463
39.48	0.071168393775175	0.60581766890398	0.0023128408072273	0.021125762095877	0.080750566049014	0.049194130008168	0.024662738674841	0.0039974544524344	0.012218854207508
39.872	0.070840489623184	0.60459366793192	0.0023006061346404	0.021122290029026	0.080578749332862	0.048866836635798	0.024293321555322	0.0039868345643207	0.012163304425515
40	0.0707723142968	0.60433634778447	0.0022991682689906	0.021122140249819	0.080541551202214	0.048818433076756	0.024193656907446	0.0039859592708772	0.012157198605402
40.2	0.070105984351301	0.60267949219038	0.0022523586550616	0.020377333927932	0.080317579508074	0.047906186325991	0.023927406436894	0.0038817450990826	0.0118930913709
40.48	0.069631843935671	0.60109829226791	0.0022232774526537	0.020299457516126	0.080101412502825	0.047275905424364	0.023607756537864	0.0038416539359413	0.011744688636322
40.872	0.069315396445974	0.59991191638141	0.0022114273136794	0.020296119138952	0.079934808819849	0.046958787435645	0.023253982400233	0.0038313815780144	0.011690893399822
41	0.06924968272953	0.59966232937442	0.0022100358977093	0.020295980319258	0.079898702257876	0.046911942343392	0.023158529948314	0.0038305363355608	0.011684986293287
41.2	0.068606215778986	0.59805965738368	0.0021648099642821	0.019577755994821	0.079682065149602	0.046029379300452	0.022903293700789	0.0037299939117789	0.011429868742279
41.48	0.068148886060592	0.59653113667331	0.0021367272384368	0.019502695777949	0.079473066708839	0.045420489617011	0.022596902847608	0.0036913221282577	0.011286590645329
41.872	0.067844067722971	0.59538387448886	0.0021252903860166	0.019499494849493	0.079311863390102	0.045114538846199	0.02225784082436	0.0036814182516542	0.011234681792898
42	0.067780801559585	0.59514218868602	0.002123948561157	0.01949936651758	0.079276867857879	0.045069390679265	0.02216636496668	0.0036806045962064	0.011228986947452
42.2	0.067160890793255	0.59359563970333	0.0020803646892658	0.018808258661482	0.079067811957863	0.044218117254516	0.021921753807747	0.0035838206898725	0.010983175944661
42.48	0.066720692951677	0.59212121576833	0.0020533123222721	0.01873605974296	0.078866159634661	0.043631590233709	0.021628181221598	0.0035465993442425	0.010845181874025
42.872	0.066427553695266	0.5910136628892	0.002042300075662	0.018732995881458	0.078710425500696	0.043337234318946	0.021303377508207	0.0035370708998466	0.010795210967547
43	0.066366719987901	0.59077992815384	0.0020410089728034	0.018732877479501	0.078676544774922	0.043293838996435	0.021215761220869	0.0035362892322135	0.010789733222488
43.2	0.065770500515493	0.58929004103428	0.001999078676881	0.018068789335589	0.078475131519709	0.042474385808972	0.020981532204299	0.0034432593075583	0.010553284390831
43.48	0.065347431678788	0.58786991923741	0.0019730604726213	0.017999431615634	0.078280842336137	0.041910466461462	0.020700489376122	0.0034074844910069	0.010420590372245
