# Time [h]	hydro_Methanogenesis [g/h]	aceto_Methanogenesis [g/h]	Valeric_Degradation [g/h]	Acidogenesis_MS [g/h]	Acetic_Degradation [g/h]	Propionic_Degradation [g/h]	Acidogenesis_LCFA [g/h]	Acidogenesis_AA [g/h]	Butyric_Degradation [g/h]
43.872	0.065065881356204	0.58680195662074	0.001962473011251	0.017996501860179	0.078130551470561	0.041627773016935	0.020389628061337	0.0033983295386854	0.010372557738681
44	0.065007448318785	0.58657611102269	0.0019612324797817	0.017996392780997	0.078097774513479	0.041586134011652	0.020305786320717	0.0033975795401389	0.010367296388093
44.2	0.064434670266105	0.58514245033239	0.0019209376422523	0.017358834674614	0.07790393670741	0.040798346843272	0.020081707164427	0.0033082419541031	0.010140100422906
44.48	0.064028488357094	0.58377598416669	0.0018959397471722	0.017292257928065	0.077716915050692	0.040256821971253	0.019812907869714	0.0032738879872865	0.01001263248827
44.872	0.063758313323503	0.58274696187082	0.0018857702866163	0.017289457779266	0.077571971299762	0.039985633650863	0.019515662176013	0.0032650990825927	0.0099665064776731
45	0.063702229591542	0.58252885291675	0.0018845793789672	0.017289357394446	0.077540275105721	0.039945721883001	0.01943550483642	0.0032643799918591	0.0099614573721777
45.2	0.063152387869293	0.5811503309485	0.0018458836167614	0.016677603251795	0.077353859636351	0.039189019658654	0.01922130562843	0.0031786384842479	0.0097433035280698
45.48	0.062762685411967	0.57983630301819	0.0018218813855024	0.016613723567814	0.077173934605081	0.038669394477169	0.01896441506223	0.00314566659048	0.0096209328516646
45.872	0.062503578307195	0.57884520464165	0.0018121189279902	0.016611047676207	0.077034193501141	0.038409417673477	0.018680400466341	0.0031372330120695	0.009576662513141
46	0.062449775975026	0.57863461441657	0.0018109762193153	0.016610955357397	0.077003546461178	0.038371184563617	0.018603821221393	0.0031365438085296	0.0095718194461866
46.2	0.061922204830973	0.5773097268629	0.0017738323322848	0.016024144752406	0.07682434555135	0.037644728753285	0.018399187855037	0.0030542821895434	0.0093624371141756
46.48	0.061548467982501	0.57604655875038	0.0017507948199174	0.015962865217008	0.07665129884211	0.037146342391283	0.018153818175882	0.0030226461520997	0.0092450029827887
46.872	0.061300058291369	0.57509213441401	0.0017414259524788	0.015960307833735	0.076516585326348	0.03689720504142	0.017882591864895	0.0030145553547193	0.0092025263446322
47	0.061248457763439	0.57488880248247	0.0017403297498722	0.01596022296817	0.076486950289276	0.036860591004899	0.017809468828163	0.0030138948784864	0.0091978819594003
47.2	0.060763787913608	0.5738499435356	0.0017058694896316	0.015388616584035	0.076345598187479	0.036175656622292	0.017613674150187	0.0029339932165077	0.0090130758786683
47.48	0.060419410632809	0.57278778772163	0.001684224719851	0.015328914329326	0.076199266847828	0.03570531535816	0.017378903214774	0.0029032587905527	0.0089077886046206
47.872	0.06018776321141	0.57194157924363	0.0016753560101766	0.015326441249758	0.076079044498479	0.035470290151747	0.017119393782438	0.0028954013981055	0.008869456739901
48	0.060139152225206	0.57175547540265	0.0016743147942491	0.015326365413284	0.07605173887774	0.035435769462295	0.017049430970512	0.0028947614657624	0.0088652520125637
48.2	0.065494866906641	0.61103402761588	0.0019105128082421	0.016720900694692	0.081224916092718	0.041487693566196	0.016903422470841	0.0030479497533865	0.011879830480364
48.48	0.068898973976855	0.63771409324517	0.0020286030144161	0.016865251671515	0.084744505988286	0.045416269949521	0.016729710805894	0.0031061732615186	0.013346365563707
48.872	0.070513813429453	0.65127296259356	0.0020696470873905	0.016871542928901	0.086531343447886	0.047338146079419	0.016542613552053	0.0031211370953273	0.013841340318923
49	0.070737294899547	0.65325003541236	0.0020740374586499	0.016871831649121	0.086790461948027	0.047617128964859	0.016493541447036	0.003122418444697	0.013893208398107
49.2	0.07120870812303	0.63595918997091	0.0022085233783983	0.022768239035663	0.084509242208609	0.049735477528728	0.016693655442756	0.003918238997723	0.013602304917801
49.48	0.071320538786821	0.62586993592586	0.0023297873353248	0.023392109858366	0.083170466425733	0.051427953242894	0.016960829054064	0.0042265253501995	0.013644019935623
49.872	0.071470240521194	0.62170687420269	0.0023886299085233	0.023416377365106	0.082609786443996	0.052320578499036	0.017294745474136	0.004305642707699	0.013690724230651
50	0.071513867469831	0.62120837440888	0.0023960677582445	0.023416405195882	0.082540548073728	0.052454729382155	0.017391722898804	0.0043119938622508	0.013697617261036
50.2	0.07316776973198	0.61699568329733	0.0026423026581911	0.027752542864451	0.081980635071165	0.055147252746703	0.017990693133979	0.0049399827071939	0.014560717185982
50.48	0.074217994000824	0.61593258743012	0.0028021908054795	0.02821419675627	0.081833579354075	0.057157519921442	0.018741100261391	0.0051838740693705	0.015109043366951
50.872	0.074938231209681	0.61647162943716	0.0028691367908584	0.028232039310267	0.081895872373501	0.05820504551368	0.01961556037855	0.0052466157676544	0.01531812085888
51	0.075088008042329	0.61670183192612	0.0028770476382092	0.028231998094577	0.08192344372322	0.058361836972165	0.019858962213335	0.005251660878574	0.015341432252506
51.2	0.077413531493685	0.62147155510887	0.0030693508019798	0.030810320593507	0.082547153430046	0.061793834159226	0.020680634323806	0.0056267090000024	0.016366292654337
51.48	0.079025081536123	0.62619503010771	0.0031856483185208	0.03108613443262	0.083164577014074	0.064180391239471	0.021685803359312	0.0057725531843382	0.016938505867586
51.872	0.080072663567171	0.62961057886158	0.0032324585336596	0.031097223623004	0.083607769068979	0.065394986471571	0.022822179590669	0.0058103201240981	0.017146828486787
52	0.080279904787988	0.6302718036735	0.0032379122044534	0.031097317807384	0.083692464042649	0.065575283895116	0.023132172003659	0.0058134208074382	0.017169701024554
52.2	0.081953995901423	0.63429106592513	0.0033476998092808	0.032468022558117	0.084217501055183	0.067998998437305	0.023972032721285	0.0060150341773521	0.017774119024676
52.48	0.08318214353075	0.63805729501236	0.0034133830714245	0.032616087196736	0.084708408112762	0.06966552637998	0.024983071931753	0.0060938018941516	0.01810857559531
52.872	0.084030471882511	0.64076875761915	0.0034398156414683	0.032622539849763	0.085058024111701	0.070513916510186	0.026102500344123	0.0061144930566015	0.018230894949542
53	0.084205564878389	0.64130109253311	0.00344293016688	0.032622707526658	0.085125495169384	0.070640392884019	0.02640365395879	0.0061162564372807	0.018244532509544
53.2	0.085160876775127	0.6436999775791	0.0034930647237676	0.033151593561529	0.085436820790629	0.071936293104527	0.027121109306129	0.0061974421059426	0.018518444861248
53.48	0.085913564573587	0.64593626867092	0.0035224021276217	0.033209444800835	0.085725344635204	0.072820297735601	0.027973785179264	0.0062293890740989	0.018668276611429
53.872	0.086479295687136	0.64759710385251	0.0035341635964675	0.033212337975655	0.085935437061753	0.073271650674427	0.028902364674519	0.0062380055126616	0.018723554117899
54	0.086602363265803	0.64793379463992	0.0035355743584777	0.033212494303806	0.085976837901424	0.073339428865505	0.029149422002469	0.0062387932566551	0.018729886106783
54.2	0.086983614884632	0.64896132800721	0.003544803149697	0.03316547017769	0.086107301014461	0.073767193293429	0.029679952869235	0.0062376599961315	0.018775505414238
54.48	0.087333199207795	0.649909969399	0.0035490903016729	0.033160478984198	0.086225523593974	0.074047982025989	0.030302610181226	0.0062373299348739	0.018797099555003
54.872	0.087638382378688	0.65065609396656	0.0035506201370877	0.03316063029619	0.086314207566729	0.074190749045587	0.030969561639291	0.0062374735802088	0.018805213237093
55	0.087709946426156	0.65081494637861	0.0035508206353824	0.033160723168961	0.086331939099094	0.074212444020168	0.031144990612139	0.0062375505905955	0.018806300270931
55.2	0.087669508793207	0.65080876732672	0.0035326608282346	0.032731138060234	0.086326130491008	0.074035723934939	0.03147867761511	0.0061816705168439	0.018699082972974
55.48	0.0877091751258	0.65078127772887	0.0035200961113433	0.032683648204678	0.086315318894393	0.07389477448984	0.031863567859884	0.0061596843830459	0.018634312033374
55.872	0.087801106744929	0.65081180210697	0.0035146638376331	0.03268176743405	0.086309099254695	0.073819992541895	0.032266080932004	0.0061540414194767	0.018610253282044
56	0.087828468798401	0.65082669215405	0.0035140260665503	0.032681777973171	0.086307696132231	0.073808882241519	0.032370116004209	0.0061536152590156	0.018607690918425
56.2	0.087492306522352	0.65008189728466	0.0034780850573009	0.032007531601725	0.08620458960573	0.073231065351173	0.032527456141558	0.0060626158648436	0.018401387595024
56.48	0.087306370961381	0.64935310705959	0.0034545475389198	0.031932440372528	0.086101150322032	0.072809653133477	0.032701578677486	0.0060266276438095	0.018280380530476
56.872	0.08723538841658	0.64885614626833	0.003444539054599	0.031929132281207	0.086025059150239	0.072589317723302	0.032872719983591	0.0060171821724118	0.018235139859708
57	0.087227831615005	0.64876206238669	0.0034433416213305	0.031929063894946	0.086009197823474	0.07255608414916	0.032914801616904	0.0060164143958281	0.018230131838688
57.2	0.086692940638649	0.64751279255973	0.0033963306039743	0.031106162607966	0.085839712325084	0.071723087976218	0.032929088259423	0.005903957229133	0.017962282054837
57.48	0.086350451373312	0.64630325689586	0.0033659583577268	0.031014094285921	0.085672857998271	0.07112342265448	0.032933540362692	0.0058593569860075	0.017806270550339
57.872	0.08616188896368	0.64543701776428	0.0033530794588515	0.031009846506989	0.085547940481945	0.070810301051422	0.032920204198859	0.0058475383586722	0.017747726200159
58	0.086128483278611	0.64526498331307	0.0033515262395558	0.031009714041681	0.085521763578278	0.070762884693489	0.032913192919961	0.0058465508506933	0.017741157924939
58.2	0.08546665865859	0.64368782875613	0.0032980431147952	0.030103503910592	0.08530921278411	0.0697760823377	0.032819627348524	0.005721941414373	0.017437461900397
58.48	0.085021069182153	0.64216543328117	0.0032636878437407	0.030001831999394	0.085101174743771	0.069069577960318	0.03269699146868	0.0056724366189316	0.017261084126762
58.872	0.08475226615071	0.6410543984025	0.0032491291527217	0.029997016886792	0.084943983575868	0.068700892612069	0.032546610618075	0.0056592469806215	0.017194744770434
59	0.084700835219436	0.64082968317719	0.0032473652209135	0.029996838763909	0.084910862790743	0.068644956713385	0.032503325298735	0.0056581285345948	0.01718724877988
59.2	0.083963590538707	0.63905300712551	0.003190502691293	0.02905092162212	0.084672187470367	0.067573260403257	0.032333263313251	0.0055275847764059	0.016864977473295
59.48	0.083454525486793	0.63734055399939	0.0031540904609508	0.028944637214913	0.084439221470285	0.066808604315962	0.03212104543268	0.005475671392978	0.016678119637086
59.872	0.083134333154354	0.63607789314554	0.0031386640244626	0.028939525943703	0.084262139657661	0.066409890140415	0.031874824123294	0.0054617957629119	0.016607746335947
60	0.083071094982201	0.63581985265719	0.0031367898459639	0.028939319539632	0.08422465552139	0.066349350877276	0.031806304425906	0.0054606089667406	0.016599761939097
