# Time [h]	Carbondioxide [NL]	Methane [NL]	Hydrogen [NL]	Sum [NL]
0.2	8.8033248179363	-9.0936603174685	0.0044626059567076	-0.28587289357552
0.48	8.2083398082739	4.0138911275344	0.0023141461232253	12.224545081932
0.872	5.5272235127659	4.8870055137942	0.0016976142443314	10.415926640804
1	3.1831634901923	3.9957266454321	0.0014057517842611	7.1802958874087
1.2	9.3305547947873	16.207496102483	0.0019435798779876	25.539994477148
1.48	1.4815458842386	2.1910954258049	0.0011316124510423	3.6737729224945
1.872	1.7330027183656	3.5468724275832	0.00088671489214815	5.2807618608409
2	1.6565497633434	3.6167745684019	0.00084689266229335	5.2741712244076
2.2	5.3454260676446	13.171224572358	0.00078756885591265	18.517438208859
2.48	0.64859280913586	1.3001048905108	0.00045536171339406	1.9491530613601
2.872	0.53725622399558	1.8724242517089	0.00033646892432218	2.4100169446288
3	0.43513894080122	1.8512167943607	0.00030543049247876	2.2866611656544
3.2	1.8382358037973	8.9393391248841	0.00022894230920919	10.777803870991
3.48	-0.019812770535653	0.16805548240834	0.00013634265098443	0.14837905452367
3.872	-0.0013634315174286	0.91576047225883	0.00010198229107723	0.91449902303248
4	-0.0035712304106567	1.0078871455702	9.7020608639547e-05	1.0044129357682
4.2	0.5316499247242	5.9551167738938	8.0929275475291e-05	6.4868476278935
4.48	-0.062317303990295	0.14812505303733	6.2148394134422e-05	0.085869897441166
4.872	-0.032337197506348	0.75601500796004	5.816118254614e-05	0.72373597163624
5	-0.024889151543736	0.82233814837577	5.8161428442105e-05	0.79750715826047
5.2	0.20860367616692	4.1864705447354	4.3939108328866e-05	4.3951181600106
5.48	-0.033681789060764	0.26710401302601	4.3180903912292e-05	0.23346540486915
5.872	-0.016514439431573	0.69644377234396	4.3948574929646e-05	0.67997328148732
6	-0.010689841902459	0.73850243626911	4.435246153831e-05	0.72785694682819
6.2	0.11086098730733	3.1296277609237	3.4753235718357e-05	3.2405235014668
6.48	-0.012655999798187	0.33788702850736	3.4422168952481e-05	0.32526545087813
6.872	-0.001928469719343	0.64246303113071	3.5909709176529e-05	0.64057047112055
7	0.0021220471322497	0.66842581321492	3.634936907055e-05	0.67058420971624
7.2	0.082478732212135	2.4998576802584	3.3364627203061e-05	2.5823697770977
7.48	0.0011383933293363	0.34811623314455	2.8533740018655e-05	0.34928316021391
7.872	0.0093749349528155	0.57021044453462	3.0023726887559e-05	0.57961540321433
8	0.01222833219916	0.5840993362421	3.0499007457308e-05	0.59635816744872
8.2	0.080245808101536	2.1285931079226	3.4313900913658e-05	2.2088732299251
8.48	0.010749883482232	0.29223091672123	2.3733068344804e-05	0.30300453327181
8.872	0.0181125240595	0.46003101061096	2.4986738318894e-05	0.47816852140878
9	0.020061167686991	0.46417374735052	2.5439836433842e-05	0.48426035487394
9.2	0.088430797371322	1.9140251339069	3.5368964365055e-05	2.0024913002426
9.48	0.016705992641081	0.16717090265361	1.9388980129027e-05	0.18389628427482
9.872	0.023148342296131	0.31378236070317	1.982979888847e-05	0.33695053279819
10	0.023887476157655	0.31640365524654	1.9800365602414e-05	0.3403109317698
10.2	0.096765044407228	1.8113756132573	3.3702961282083e-05	1.9081743606258
10.48	0.017919934886899	0.021702691381848	1.3746439243247e-05	0.039636372707991
10.872	0.023559343658087	0.19575102770577	1.3102441905227e-05	0.21932347380576
11	0.023198422623951	0.20837326086453	1.277767629381e-05	0.23158446116478
11.2	0.10176791493341	1.8183068088639	2.8534871664284e-05	1.920103258669
11.48	0.016507434802897	-0.067514614688692	7.9255655031701e-06	-0.050999254320292
11.872	0.022192205600762	0.1444905881925	7.8650160027372e-06	0.16669065880926
12	0.021376595783953	0.16507201680329	8.0844842444536e-06	0.18645669707149
12.2	0.10612377236941	1.8878670981509	2.6254216475823e-05	1.9940171247368
12.48	0.014645779213662	-0.10793155830381	5.6582251408715e-06	-0.09328012086501
12.872	0.020385147992446	0.12652872292594	5.7760502134987e-06	0.1469196469686
13	0.019353712359296	0.15047385207914	6.1979922073861e-06	0.16983376243064
13.2	0.10900917605714	1.9599881195097	2.7328315832312e-05	2.0690246238827
13.48	0.012572483567088	-0.13015234246121	5.4967738791212e-06	-0.11757436212025
13.872	0.018293384313153	0.11720989187358	5.0316367549442e-06	0.13550830782349
14	0.01718708740582	0.14279808175982	5.3780709459801e-06	0.15999054723658
14.2	0.1099623096315	2.0117623209833	2.8295973819666e-05	2.1217529265887
14.48	0.010621351466211	-0.14536593177983	5.51312558042e-06	-0.13473906718804
14.872	0.016355564995214	0.11000313341542	4.5771911315593e-06	0.12636327560176
15	0.01527010143694	0.13655590752753	4.8449658418853e-06	0.15183085393032
15.2	0.10977636607545	2.0425413756578	2.7095028948283e-05	2.1523448367622
15.48	0.0091022046975769	-0.15678946770902	4.9370597197907e-06	-0.14768232595172
15.872	0.014877461590176	0.10326997925574	4.061673183506e-06	0.1181515025191
16	0.013849972708646	0.13034292384284	4.3397941638977e-06	0.14419723634565
16.2	0.10930840271673	2.0581169438196	2.3339900288672e-05	2.1674486864366
16.48	0.0080840723194253	-0.16662257835914	3.6444770039756e-06	-0.15853486156271
16.872	0.01390226579759	0.095829516138184	3.3783610643192e-06	0.10973516029684
17	0.012930063503516	0.12310174999125	3.758237730991e-06	0.1360355717325
17.2	0.10910425280131	2.0647918641372	1.7510819545264e-05	2.1739136277581
