# Time [h]	All Liquid [L/h]	MS [g/L]	AA [g/L]	Butyric [g/L]	Propionic [g/L]	LCFA [g/L]	Valeric [g/L]	Acetic [g/L]
41	9.9947239124701	8.7888387240026e-09	1.7039419918721e-07	1.1910782694133e-06	1.6807207296992e-05	0.0009424756479263	2.8448649954017e-07	0.0083945007287502
41.2	9.9947279146444	8.7593648349541e-09	1.69135146237e-07	1.1816596323838e-06	1.6667529908264e-05	0.00093408340145483	2.8221679584362e-07	0.0083903693138421
41.48	9.9947323741872	8.6354168700015e-09	1.6751287709181e-07	1.1698597933902e-06	1.6486987442303e-05	0.00092247822146241	2.7939602497469e-07	0.0083847287042753
41.872	9.994737746062	8.4707676366831e-09	1.6463695060365e-07	1.1507910267781e-06	1.6222257616289e-05	0.0009064932957303	2.7488712735957e-07	0.0083768133415725
42	9.9947393736008	8.4434863879048e-09	1.6372048822136e-07	1.1444541237461e-06	1.6133877709453e-05	0.00090133808984432	2.7337605724497e-07	0.0083742440362392
42.2	9.9947432215879	8.4155281446392e-09	1.6251248915812e-07	1.1354024181367e-06	1.5999537118017e-05	0.0008933226294273	2.7119456057163e-07	0.0083702823457707
42.48	9.9947475063109	8.2968518984985e-09	1.6095773922725e-07	1.1240745318159e-06	1.5826063077108e-05	0.00088223508597667	2.6848629722122e-07	0.00836487527789
42.872	9.9947526582669	8.1392930041772e-09	1.5820115494556e-07	1.1057787813349e-06	1.5571983759405e-05	0.00086695975599629	2.6415982741208e-07	0.0083572910913593
43	9.9947542179131	8.1133255396695e-09	1.5732306242906e-07	1.0997010299609e-06	1.5487211107122e-05	0.00086203317733515	2.6271039836385e-07	0.0083548301833925
43.2	9.9947579109812	8.0868640310454e-09	1.5616665384668e-07	1.0910239610462e-06	1.5358408157963e-05	0.00085437320739494	2.6061887126142e-07	0.0083510366209564
43.48	9.9947620180614	7.9733880530039e-09	1.5467957939758e-07	1.0801743428532e-06	1.5192207754212e-05	0.000843777934888	2.5802455671508e-07	0.0083458610422947
43.872	9.9947669590556	7.8227972750236e-09	1.5204145941863e-07	1.0626524892713e-06	1.4948930677179e-05	0.0008291831865046	2.5388065457305e-07	0.0083386050682874
44	9.9947684509487	7.7981118645456e-09	1.5120131491736e-07	1.0568328754901e-06	1.4867789062492e-05	0.00082447689185972	2.5249259890089e-07	0.0083362515168321
44.2	9.9947719927573	7.7731011829181e-09	1.500958191583e-07	1.0485280788616e-06	1.4744539905917e-05	0.00081716027733801	2.5049043273211e-07	0.0083326243724818
44.48	9.9947759268997	7.664679464224e-09	1.4867518298816e-07	1.0381513963344e-06	1.4585596336731e-05	0.00080704175221322	2.4800877109197e-07	0.0083276776623091
44.872	9.9947806541439	7.5208399931993e-09	1.4615269938025e-07	1.0213892162356e-06	1.435300266401e-05	0.00079310761786029	2.4404405777228e-07	0.0083207454004076
45	9.9947820804796	7.4973882218148e-09	1.4534950283965e-07	1.01582216957e-06	1.4275435314569e-05	0.00078861531067355	2.4271604205533e-07	0.0083184975354335
45.2	9.9947854723879	7.4737657043103e-09	1.4429348491329e-07	1.0078809522459e-06	1.4157639996908e-05	0.00078163231922261	2.4080113736867e-07	0.0083150340297825
45.48	9.9947892380187	7.3702081060405e-09	1.4293719002604e-07	9.9796460882453e-07	1.4005797851822e-05	0.00077197703308758	2.3842912463072e-07	0.0083103119704285
45.872	9.9947937552423	7.2328485497407e-09	1.4052634435773e-07	9.8193865771031e-07	1.3783602421039e-05	0.00075868436970909	2.3463807127933e-07	0.0083036965135535
46	9.9947951199589	7.210572560801e-09	1.397587537252e-07	9.7661586358263e-07	1.3709503635113e-05	0.00075439967217553	2.3336811992592e-07	0.0083015518652448
46.2	9.9947983638489	7.1882662460063e-09	1.3875033410169e-07	9.6902574914407e-07	1.3596992204674e-05	0.00074774015120931	2.3153748582296e-07	0.0082982479766046
46.48	9.9948019605151	7.0893592006518e-09	1.3745578937571e-07	9.595528687191e-07	1.3452013478483e-05	0.00073853355196663	2.2927111112723e-07	0.0082937446651005
46.872	9.9948062772675	6.9581805628125e-09	1.3515193973992e-07	9.4423445286791e-07	1.3239834484936e-05	0.00072586118851669	2.2564696407496e-07	0.0082874368508705
47	9.9948075824213	6.9370180459469e-09	1.344184299616e-07	9.3914607044178e-07	1.3169070694144e-05	0.00072177698707417	2.2443274423689e-07	0.0082853922494721
47.2	9.9948104443286	6.9158344034736e-09	1.3345570451208e-07	9.3188446022886e-07	1.3061607986772e-05	0.00071542960901768	2.2268255191695e-07	0.0082822417279802
47.48	9.9948137317145	6.8199684609969e-09	1.322159397788e-07	9.2291792368495e-07	1.292332519028e-05	0.00070665561218784	2.2052217576143e-07	0.0082779584409344
47.872	9.994817738559	6.6929357569817e-09	1.2999519797603e-07	9.0882157705412e-07	1.2722172634507e-05	0.00069457955379991	2.1708436014066e-07	0.0082720229596952
48	9.9948189504128	6.6726082382713e-09	1.2928743700455e-07	9.0419012216286e-07	1.2655343669205e-05	0.0006906872545933	2.1593413787022e-07	0.0082701121718141
48.2	9.9947796680641	6.6769524644277e-09	1.2829091744029e-07	8.9580216529359e-07	1.2540008860045e-05	0.00068462733965229	2.1409362623431e-07	0.0082669280752183
48.48	9.994755131953	6.9150852278106e-09	1.2816436751303e-07	9.0544833954589e-07	1.2474139063496e-05	0.00067623558968831	2.1370608341157e-07	0.0082646310896563
48.872	9.9947361506571	7.3048487665209e-09	1.3156084593254e-07	1.0144407445974e-06	1.3080721958442e-05	0.00066504508224096	2.2241591229377e-07	0.0082749046947894
49	9.9947306936727	7.3891731099011e-09	1.3304731390798e-07	1.0628738970946e-06	1.3428674643878e-05	0.00066164114988802	2.2659167503702e-07	0.0082811549164155
49.2	9.9947407942556	7.557197493743e-09	1.3514452711324e-07	1.140452936931e-06	1.4075570395549e-05	0.0006565829323587	2.3324895568694e-07	0.0082931774973073
49.48	9.9947409180514	8.635180832046e-09	1.4132251046532e-07	1.2311488040353e-06	1.502740493448e-05	0.00065011099732931	2.4314636170079e-07	0.0083105731589324
49.872	9.9947354354852	1.0127982068208e-08	1.6129966664955e-07	1.3156043156609e-06	1.630365368844e-05	0.00064377157573532	2.6500595739489e-07	0.008327910243788
50	9.9947338167293	1.0390628926139e-08	1.6849614621563e-07	1.3355380301229e-06	1.668776206962e-05	0.00064281454751341	2.7329615790658e-07	0.0083317867459574
50.2	9.9947350343686	1.0655914901623e-08	1.7847349658491e-07	1.359745034095e-06	1.7237069738478e-05	0.00064266309599739	2.8599370193271e-07	0.0083363440705401
50.48	9.9947339322999	1.1510799534059e-08	1.9117387610076e-07	1.3908660431679e-06	1.7908403928611e-05	0.00064545832963926	3.0288069432074e-07	0.0083411486087689
50.872	9.9947298736298	1.2652249486529e-08	2.1194166311867e-07	1.4597700820924e-06	1.8877577661509e-05	0.00065665602192251	3.3123675675465e-07	0.0083484292206486
51	9.9947281832869	1.2857974374535e-08	2.1846584582405e-07	1.4857508235529e-06	1.9206379799939e-05	0.00066229149639518	3.4093224356055e-07	0.0083513175403654
51.2	9.9947202737718	1.306384166403e-08	2.2722589565116e-07	1.5252041883632e-06	1.9714391142655e-05	0.00067322775797531	3.5524263572119e-07	0.0083564185824279
51.48	9.994711498348	1.362483762188e-08	2.3745646605054e-07	1.5778993594217e-06	2.0396987032183e-05	0.00069267683936443	3.7274998642979e-07	0.0083650848738269
51.872	9.9946994827983	1.4390346543875e-08	2.520972028011e-07	1.6655844336719e-06	2.1479411291078e-05	0.0007276204594307	3.9710975002879e-07	0.0083817277451664
52	9.9946954402649	1.4542177152512e-08	2.5655925948706e-07	1.6952503852905e-06	2.1857823614473e-05	0.00074066897781112	4.0482539313442e-07	0.0083880872142703
52.2	9.9946854604457	1.4708092538773e-08	2.625937755866e-07	1.7389363412632e-06	2.2452101615035e-05	0.00076266549042394	4.1595833442165e-07	0.0083987556175578
52.48	9.9946734632283	1.5079977844741e-08	2.6962613981774e-07	1.7923607196729e-06	2.3236904401088e-05	0.00079614094481509	4.2919022689838e-07	0.0084146539931153
52.872	9.9946579958939	1.5588094525538e-08	2.7924137199646e-07	1.8636529100154e-06	2.4304860397378e-05	0.00084689072315097	4.4617891630075e-07	0.0084385337904783
53	9.9946531512667	1.5699774181153e-08	2.8214969563903e-07	1.885632487709e-06	2.4642998502566e-05	0.00086403648972458	4.5136458997193e-07	0.0084465063411875
53.2	9.9946439184744	1.5831057446016e-08	2.8615096701994e-07	1.9171280589734e-06	2.5149528643684e-05	0.00089132362324975	4.588019304517e-07	0.0084590042814212
53.48	9.994632510298	1.6054426827712e-08	2.9077236660311e-07	1.9543512804523e-06	2.5783511835246e-05	0.00092997800645846	4.6756244985705e-07	0.0084762244747308
53.872	9.9946182137265	1.6352313137472e-08	2.9653451621497e-07	1.9994683970185e-06	2.656176331546e-05	0.00098375523307233	4.7805111355943e-07	0.0084995873730187
54	9.9946138665828	1.6426407398244e-08	2.9822862455923e-07	2.0127367410812e-06	2.6792782158627e-05	0.0010009513029539	4.8112665974604e-07	0.0085069343384631
54.2	9.994606820676	1.6519802219122e-08	3.0059928235427e-07	2.0316142784134e-06	2.7128535162712e-05	0.0010274127933939	4.8551190924672e-07	0.0085180880603005
54.48	9.99459788047	1.6620484444358e-08	3.0324730250778e-07	2.0534339701711e-06	2.7534162058156e-05	0.0010632800034781	4.9059209522026e-07	0.0085328556924761
54.872	9.9945868474451	1.6744970588472e-08	3.0593184712387e-07	2.0764187449103e-06	2.7986858726955e-05	0.0011104417573509	4.9589138541688e-07	0.0085517082007981
55	9.9945835670298	1.6784972278738e-08	3.0665743352554e-07	2.0825984697972e-06	2.8111569538163e-05	0.001124946543795	4.9730189903955e-07	0.0085573942976189
55.2	9.9945790986694	1.6841020660946e-08	3.0770782779574e-07	2.09126433335e-06	2.8286062228806e-05	0.0011467118196104	4.9927203578896e-07	0.0085658186324101
55.48	9.994573196724	1.684365101789e-08	3.087532099905e-07	2.1006748205337e-06	2.8485996806642e-05	0.0011752042060025	5.0142586954576e-07	0.0085766058074618
55.872	9.9945660232573	1.6831417734617e-08	3.0903929190346e-07	2.106432597456e-06	2.8665740013183e-05	0.0012108946889499	5.0270305846934e-07	0.0085895659416457
56	9.9945639443795	1.6842829335679e-08	3.090175504698e-07	2.1071760270998e-06	2.870464831668e-05	0.0012214744825619	5.0283994290984e-07	0.0085932930300959
56.2	9.9945619221718	1.6866091542165e-08	3.0904125505333e-07	2.108013053859e-06	2.8751098671455e-05	0.0012369509875074	5.0296336660607e-07	0.0085986523221596
56.48	9.994558961876	1.6794545993126e-08	3.0884526486334e-07	2.1079274692521e-06	2.879028795693e-05	0.0012564617317044	5.0288046867966e-07	0.0086052114608436
56.872	9.9945554579521	1.6680663703657e-08	3.0734939287437e-07	2.1008895942754e-06	2.8763533511279e-05	0.0012795066251003	5.0116929415358e-07	0.008612348644247
57	9.9945544973494	1.6669904648856e-08	3.0677936352255e-07	2.097654756828e-06	2.8738832584571e-05	0.0012860016399348	5.0037439802376e-07	0.0086142203837432
57.2	9.9945545484082	1.6667011483653e-08	3.0604691820836e-07	2.0927752265526e-06	2.8691241165877e-05	0.0012951476884165	4.991507050638e-07	0.0086167429552101
57.48	9.9945541010424	1.6542722490029e-08	3.0494312439684e-07	2.0857878922273e-06	2.8613513748294e-05	0.0013059854676632	4.9744267271937e-07	0.008619498594298
57.872	9.9945536928856	1.6357948565524e-08	3.0219588517647e-07	2.0697281197645e-06	2.8440169574782e-05	0.0013174096733804	4.9362338969196e-07	0.0086216048178323
58	9.9945536640278	1.6331223453447e-08	3.012461865669e-07	2.0637332107562e-06	2.8371065698601e-05	0.0013202683876051	4.9218214483956e-07	0.0086219147517043
58.2	9.9945553445423	1.6309112367343e-08	2.9998924802946e-07	2.0549023974374e-06	2.8258369817907e-05	0.0013238883345414	4.9002815807409e-07	0.0086220849475995
58.48	9.9945568718803	1.6149876873023e-08	2.9826187783181e-07	2.0431786280085e-06	2.810046833055e-05	0.0013273480186288	4.8720517589833e-07	0.0086217469739018
58.872	9.9945588732115	1.5919176440864e-08	2.9469165151703e-07	2.0211313068705e-06	2.7829058980883e-05	0.0013292046736983	4.8198617311581e-07	0.0086198775740251
59	9.9945595590376	1.5881797746844e-08	2.9349637960706e-07	2.0133387655778e-06	2.7730782570954e-05	0.001329135103873	4.801240958214e-07	0.0086189772901229
59.2	9.9945624301111	1.5846640946825e-08	2.9190001853574e-07	2.0019479349463e-06	2.7575712934191e-05	0.001328367392218	4.7736805407852e-07	0.0086173458983799
59.48	9.9945654109001	1.5666295288205e-08	2.897747441289e-07	1.9871874192655e-06	2.736623788103e-05	0.0013260804297392	4.7383053153354e-07	0.0086146753980976
59.872	9.9945691617187	1.540868427131e-08	2.8570820689743e-07	1.9614644542171e-06	2.7033680279008e-05	0.0013206710970653	4.6775198308534e-07	0.0086098801932106
60	9.9945703617924	1.5364828217692e-08	2.8436828509838e-07	1.9525966352096e-06	2.691764328501e-05	0.0013184166979878	4.6563837810359e-07	0.0086081044175229
