Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
11.872	2.2019054635752e-10	1.2760246367519e-09	3.4408923199894e-09	6.0849469965027e-11	6.0302919851487e-08	-5.2189732488447e-05	8.6562319878488e-14	0.11552371008066
12	2.2170067159103e-10	1.2851221370506e-09	3.4660725074994e-09	6.1151602913797e-11	6.0292737639656e-08	-5.1818514182776e-05	8.6562041650395e-14	0.11552408132487
12.2	2.1327416828836e-10	1.2542808618816e-09	3.5278901452051e-09	5.7564094666552e-11	6.0141046285057e-08	-5.1452406816565e-05	8.6561767372516e-14	0.11552444729951
12.48	2.0675205189632e-10	1.2264086565096e-09	3.5635967948132e-09	5.4637747056733e-11	5.9739172930929e-08	-5.1290460292928e-05	8.656164630193e-14	0.11552460884254
12.872	2.0280806633491e-10	1.2046751103199e-09	3.6249610854768e-09	5.2774965161055e-11	5.8995374319341e-08	-5.1494620402966e-05	8.6561799824409e-14	0.11552440397245
13	2.0205129246714e-10	1.1997073451327e-09	3.6449582529464e-09	5.2427667521375e-11	5.8739080892138e-08	-5.1616618944543e-05	8.6561891430173e-14	0.11552428173154
13.2	1.9108062247853e-10	1.1502386889503e-09	3.6958722916917e-09	4.8492935647407e-11	5.8207587904386e-08	-5.1862951093042e-05	8.6562076440694e-14	0.11552403485445
13.48	1.8195083674251e-10	1.1026855525846e-09	3.7155063490187e-09	4.5151077055791e-11	5.7432297222207e-08	-5.2304108821511e-05	8.6562407663261e-14	0.11552359288104
13.872	1.7576877651128e-10	1.0633475957164e-09	3.7574488934938e-09	4.2875754707524e-11	5.640490917722e-08	-5.3006916730675e-05	8.6562935139036e-14	0.11552288903989
14	1.7452404057225e-10	1.0544003665213e-09	3.7715565642229e-09	4.2432868689957e-11	5.6097041773726e-08	-5.3235710350692e-05	8.6563106831766e-14	0.11552265994188
14.2	1.6447433205571e-10	1.0046834957422e-09	3.8111271774174e-09	3.9128586783094e-11	5.5495717061461e-08	-5.3605082152743e-05	8.6563384121668e-14	0.11552228994526
14.48	1.5620820991662e-10	9.577881459449e-10	3.8161199075976e-09	3.6356696525193e-11	5.4708512856337e-08	-5.4146845165346e-05	8.6563790775787e-14	0.11552174734211
14.872	1.5070621409121e-10	9.2010117529657e-10	3.8417200281378e-09	3.4499052642977e-11	5.3761841551333e-08	-5.4892433218284e-05	8.656435028645e-14	0.11552100078793
15	1.4962084192803e-10	9.1176697293325e-10	3.8511156256268e-09	3.4143135379996e-11	5.3491775828049e-08	-5.5120637879968e-05	8.6564521519921e-14	0.11552077231283
15.2	1.4137877067987e-10	8.6899455994986e-10	3.8818040356327e-09	3.1632404299976e-11	5.2934000682105e-08	-5.5482124957194e-05	8.6564792880289e-14	0.11552041024515
