# Time [h]	MS [g/L]	Lignin [g/L]	Butyric [g/L]	Initial_Substrate [g/L]	Carbohydrates [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	Valeric [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	Hydrogen [g/L]	Lipids [g/L]	MO_AcidoAA [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
10.48	0.004594431668907	116.39822459661	0.0011873948940312	0	0.10064156583792	2.0480290811821	1.4598042720022	3.579866166683	0.020164269168826	0.0019534618866009	2.0168317831736	0.0034191318964311	0.061887651868352	1.1634694605058	1.9918958007336	0.00031414753471635	0.27425276532499	7.1823791616236	0.016300088608554	6.3625459745129e-08	0.013392697709879	1.0880915106495	0.038920063397859	0.0013370073480843	0.0013370073415737
10.872	0.0048884352537011	116.40192767987	0.0012475479092874	0	0.095101636842358	2.0320356132958	1.4613005476698	3.5819341295399	0.018255085755728	0.0019975074726474	2.017273753132	0.0036080000984093	0.058987361828721	1.1632748509507	1.9914519757317	0.00032116056296509	0.26789361355975	7.1813280581159	0.015398553785497	6.514254549288e-08	0.011834529679682	1.0879781567023	0.040556396696133	0.0010965669893578	0.0010965669840189
11	0.0049648953134475	116.40313054737	0.0012655041046592	0	0.093459288626218	2.0268402943047	1.4617453883253	3.5825539566903	0.017692846051853	0.0020060482543853	2.0174020386772	0.0036668112597512	0.058249132461362	1.1632092274508	1.99130433519	0.00032305752864612	0.26594608885754	7.1809712997005	0.015163676011496	6.5555164764676e-08	0.011376452764904	1.087936719606	0.041088342132723	0.0010381307180923	0.0010381307130381
11.2	0.0050743116810544	116.40500379069	0.0012912074264885	0	0.09104778231338	2.0187492011424	1.4624009044029	3.5834712756657	0.016871115762583	0.002013745592616	2.0175876127481	0.0037539756298117	0.057473608116336	1.1631047280536	1.991071105504	0.00032543341273528	0.26298505200453	7.1804004181077	0.015081443322731	6.6137825361458e-08	0.01070777158086	1.0878678385803	0.0419111411089	0.0009640162867004	0.00096401628200721
11.48	0.0051892878623705	116.40761363919	0.0013219721377617	0	0.087962656683572	2.0074759361087	1.4632524891716	3.5846694746733	0.015827464288937	0.0020109828816883	2.0178238880829	0.0038651937923133	0.055855325891623	1.1629553479041	1.9907403657741	0.0003274582267196	0.25907145654905	7.1795776921119	0.014643304330814	6.6762558578603e-08	0.0098601283992931	1.0877639812996	0.043034846115641	0.00088754518349395	0.00088754517917325
11.872	0.0052686046867808	116.41124275299	0.0013503000590375	0	0.08414922452307	1.9917991324559	1.4643484459526	3.5862176451254	0.014551830970799	0.0019789158451947	2.0181232274138	0.0039857537449258	0.054497241091485	1.1627419311626	1.9902708275494	0.00032679357057372	0.25384146583713	7.178385531803	0.014201974957763	6.7186733501624e-08	0.008827166510912	1.087605914775	0.044440752093139	0.0008173580037129	0.00081735799973406
12	0.0052776045061787	116.41242163157	0.0013558244777916	0	0.083013881866106	1.9867066825676	1.4646891144304	3.5866983910553	0.014175558907755	0.0019630811805847	2.0182158765787	0.0040153363830505	0.05417825839075	1.1626714189862	1.9901161167626	0.00032572883316555	0.25217327181343	7.1779872494738	0.01409868051427	6.7224369963906e-08	0.0085232385759923	1.0875514712751	0.044842957841634	0.00080048492568057	0.00080048492178391
12.2	0.0052772249469229	116.41425756638	0.0013605071025515	0	0.081341907023101	1.9787757960576	1.4652068432985	3.5874275862881	0.013625001919583	0.001933066984166	2.0183563362256	0.0040507773546743	0.054018435822454	1.1625604771311	1.9898730691459	0.00032316418801373	0.24956208826999	7.1773562674148	0.014190106579192	6.7182113040076e-08	0.0080793168859149	1.0874637489213	0.045405034423342	0.00077901910233227	0.00077901909854014
12.48	0.00525461686485	116.41681551311	0.0013607836274128	0	0.079193086835585	1.9677257457422	1.465907473675	3.588409515975	0.012924508964948	0.0018840899745311	2.0185462623363	0.0040825948321577	0.053170330253323	1.1624037416766	1.9895302747437	0.00031817276795843	0.24600269684802	7.1764563634893	0.013977481549495	6.6969739217862e-08	0.0075160640871368	1.087335825459	0.046083438224474	0.00075655106642155	0.00075655106273885
12.872	0.0051898495510175	116.42037255966	0.0013499498340094	0	0.076518469847735	1.952359346875	1.4668523866553	3.5897202937312	0.012065933076847	0.0018063312484088	2.018802638139	0.0040927229444588	0.052594222176833	1.1621816795501	1.9890456089152	0.00030878776010058	0.24107682174915	7.175166456751	0.01376249502695	6.6419697534788e-08	0.0068286720276163	1.0871474472649	0.046790456680828	0.00073524392979715	0.00073524392621822
13	0.0051638967339497	116.42152803375	0.0013443590488063	0	0.075717657954898	1.9473677311875	1.4671541463334	3.5901346365732	0.01181209329221	0.001780114470788	2.0188844826618	0.0040890621014631	0.052478386771329	1.1621084976151	1.9888861844089	0.0003053278489282	0.23947676305749	7.174738360776	0.013713486563108	6.6197959685075e-08	0.0066261744809811	1.0870838054414	0.046965497642725	0.00073000294208286	0.00073000293852944
