# Time [h]	MS [g/L]	Lignin [g/L]	Butyric [g/L]	Initial_Substrate [g/L]	Carbohydrates [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	Valeric [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	Hydrogen [g/L]	Lipids [g/L]	MO_AcidoAA [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
13.2	0.0051186352666699	116.42332753326	0.0013335424275251	0	0.07453374640947	1.9395938816863	1.4676197077307	3.5907693923092	0.011440076750836	0.0017382744502481	2.019010628819	0.0040760439916239	0.052622934959349	1.1619934735654	1.9886359385351	0.00029952593021173	0.2369466045728	7.1740628723857	0.01386658525931	6.5803990781829e-08	0.0063301503230666	1.0869823458744	0.047175816177944	0.0007232384154337	0.00072323841191323
13.48	0.005052141667862	116.4258347378	0.0013162504116586	0	0.073003069804929	1.9287626293262	1.4682611192841	3.5916341017985	0.010965544991744	0.0016806652978808	2.0191840459715	0.0040489031522319	0.052117143201311	1.1618310518212	1.9882833077008	0.00029110331681052	0.23346408305189	7.1731045273645	0.013724220876977	6.5209665017994e-08	0.005954044279529	1.0868364082581	0.047387793387487	0.00071608891889121	0.00071608891540556
13.872	0.0049537803745282	116.42932125605	0.0012884981105781	0	0.07108070610035	1.9137004932735	1.4691424603109	3.5928027243262	0.010381639950651	0.0016025993795145	2.0194211551185	0.0039949204124863	0.051861182700036	1.1616009368679	1.9877853174326	0.00027895318172073	0.22859924922405	7.1717399563233	0.013569337429882	6.4305952290685e-08	0.0054940790815065	1.0866250941269	0.047513408340398	0.00070943338744686	0.00070943338399361
14	0.0049214249524762	116.43045381919	0.0012789596061249	0	0.070500973578277	1.9088077158243	1.4694268643989	3.5931748908215	0.010208445245086	0.0015781528782335	2.0194972110232	0.0039745241890885	0.051824177841316	1.1615251168398	1.9876216865953	0.00027500116053675	0.22701211175702	7.171289161895	0.013533506322112	6.4002411773464e-08	0.0053583399849076	1.0865545153827	0.047518908307698	0.00070788431539361	0.00070788431194791
14.2	0.0048699110029952	116.43221764363	0.0012633874982232	0	0.069639711097979	1.9011877948899	1.4698681254726	3.59374745192	0.0099540442781934	0.0015406991053086	2.0196146709448	0.0039392726701163	0.052081314489544	1.161405969499	1.9873650207452	0.0002688014205862	0.22449805178249	7.1705798155236	0.013699638201399	6.3509959880428e-08	0.0051596627138172	1.0864427433016	0.04748359999911	0.00070602194638467	0.00070602194294804
14.48	0.0048002166159628	116.43467515317	0.0012418584691855	0	0.068517888789011	1.8905710096902	1.4704801816843	3.5945317508934	0.0096283922009476	0.001491427697327	2.0197763978794	0.0038882379457355	0.051697302865398	1.1612378071816	1.9870037519541	0.0002604387070991	0.2210292970808	7.1695772121213	0.013573180781233	6.2825920381434e-08	0.0049067479247646	1.0862834149685	0.047392965128679	0.00070438884921632	0.00070438884578764
14.872	0.0047042829115563	116.43809258414	0.0012117723435465	0	0.067093486667214	1.8758071145319	1.4713273071256	3.5955989299769	0.0092255083242738	0.0014274766846675	2.0199976912857	0.003812480856545	0.051547241396938	1.1609998247006	1.986494441933	0.00024926959811174	0.216175922584	7.1681563947765	0.013432578802517	6.1864396491436e-08	0.0045965085092379	1.086055296198	0.04716869268655	0.00070361997298867	0.00070361996956373
15	0.0046736375051742	116.43920270482	0.0012020874244362	0	0.066660199895854	1.8710112185916	1.4716018205033	3.5959403646993	0.0091054744460438	0.0014078464645365	2.0200686907834	0.0037871938664832	0.051534920080542	1.160921505113	1.9863273226652	0.00024578124982384	0.21459165708052	7.1676885279085	0.013400225296315	6.1553213533073e-08	0.0045047245062787	1.0859796787049	0.047075979902814	0.00070367219820895	0.00070367219478376
15.2	0.004626507287649	116.44093158182	0.0011871421735384	0	0.066012767158941	1.8635421789515	1.472028736932	3.596467172212	0.0089286173292542	0.0013784110580959	2.0201783887991	0.0037473576525225	0.051820088016589	1.1607985388019	1.9860654231475	0.00024049656018116	0.21211697514808	7.1669537609966	0.013569899953166	6.1067604864657e-08	0.0043701474064276	1.085860464196	0.046913463082419	0.00070403347855261	0.00070403347512567
15.48	0.0045621056997055	116.44334040705	0.0011666955847871	0	0.065162111944321	1.8531356153503	1.4726225753761	3.5971915311628	0.0087011460967956	0.0013396599790894	2.020329465361	0.0036913769473678	0.051471428617135	1.1606252132956	1.9856972574541	0.00023345142690265	0.20865408917468	7.1659178670788	0.013449293631464	6.0390926352786e-08	0.0041983606876979	1.0856915338968	0.046654327310947	0.00070507004455764	0.00070507004112564
15.872	0.0044750950716495	116.44669015025	0.0011391652734754	0	0.064068369894084	1.8386640575249	1.4734469660194	3.5981817537184	0.0084176861936767	0.0012899580276128	2.0205361725655	0.0036135519008501	0.051350597581313	1.1603803734634	1.9851790934316	0.0002242923540079	0.20381025952431	7.1644544961909	0.013315553187484	5.9459603975784e-08	0.0039867430745481	1.0854514243196	0.046240211455224	0.00070740565580464	0.00070740565236127
16	0.0044474102288723	116.44777828353	0.0011304652086346	0	0.063732424566624	1.8339631250001	1.4737145805883	3.5984995900822	0.0083327354149881	0.001274754563527	2.0206025060226	0.0035884468831157	0.051344801122087	1.1602999141929	1.9850092752763	0.0002214719230258	0.20222978145177	7.1639736420091	0.013285249708769	5.9161059248572e-08	0.0039239163187971	1.0853722172198	0.046094883521887	0.00070834937490319	0.00070834937145522
16.2	0.0044040932799324	116.44947292049	0.0011168437777064	0	0.063227223113512	1.8266419795138	1.4741311251164	3.5989908349413	0.0082070647814485	0.0012516947779931	2.0207049585926	0.0035485346561036	0.05162957910908	1.1601736933386	1.9847433331765	0.0002171664780781	0.19972892030934	7.1632193825311	0.013457185743567	5.8687240479658e-08	0.0038315728078648	1.0852476914476	0.045846620260216	0.00071001699862359	0.0007100169951675
16.48	0.0043466171589143	116.45183404445	0.0010989131426855	0	0.062557138544897	1.8164414756675	1.474711150979	3.5996680081422	0.0080444265000914	0.0012218756693978	2.020846055797	0.0034952788414633	0.051289188721928	1.159996007964	1.9843698647889	0.00021157414929585	0.19627726775798	7.1621578248307	0.013340838944879	5.8045025368524e-08	0.0037132487242652	1.0850719063444	0.045500892709483	0.00071270952224006	0.00071270951877086
16.872	0.0042682609975125	116.45511746356	0.0010749418956584	0	0.061683966331969	1.8022564678826	1.4755172785729	3.6005968045198	0.0078398731862643	0.0011834370375472	2.0210392413899	0.0034227295302346	0.05117692955499	1.1597454686618	1.9838449531954	0.00020435643452686	0.19145361103166	7.1606614035601	0.01321279033515	5.7160211169039e-08	0.0035666408555887	1.0848232366121	0.04498953702505	0.00071706727490175	0.00071706727141132
17	0.0042432038060604	116.45618405262	0.0010673763049169	0	0.061413048151826	1.7976486185803	1.4757791174255	3.6008955782626	0.0077781141188209	0.0011716163959121	2.0211012706621	0.0033995484716671	0.051173481375628	1.1596632443032	1.9836730847446	0.00020213764605196	0.18988077601957	7.1601703831761	0.013184246654569	5.6876447393889e-08	0.0035229068892377	1.0847414616446	0.044817187282968	0.00071861200432426	0.00071861200082632
17.2	0.0042046540347411	116.45784513921	0.0010557873645124	0	0.061002958827214	1.7904724391158	1.4761867986441	3.6013580109559	0.0076862920581704	0.0011538475492768	2.0211971415703	0.0033637731408467	0.051453863792424	1.1595343659962	1.9834040914764	0.00019879801506719	0.18742318952211	7.1594008563365	0.013358331675396	5.6433195692146e-08	0.0034584146714553	1.0846131413857	0.044541890330602	0.00072115716782797	0.00072115716431763
17.48	0.0041519550432134	116.46015952179	0.0010401226065415	0	0.060453819047748	1.7804739153486	1.4767546258787	3.6019965440313	0.0075665499585027	0.0011303767202041	2.0213292555784	0.0033149447100308	0.051119191158078	1.1593531464233	1.9830266324799	0.00019438844688006	0.18399230536859	7.1583190068364	0.013245752939883	5.5817667805794e-08	0.0033753566525224	1.0844324451362	0.044149083221021	0.00072498942755593	0.00072498942402693
17.872	0.0040801573996033	116.4633779483	0.0010191294373739	0	0.059728753251166	1.7665697844792	1.4775438158597	3.6028739717529	0.0074142493425464	0.001099902630099	2.0215101889391	0.0032487359081631	0.051015487893805	1.1590979798156	1.9824966153635	0.00018867803349217	0.17920222645139	7.156796056713	0.013122239180863	5.4967682062125e-08	0.0032716502686733	1.0841775930621	0.043584122868151	0.00073083035760586	0.00073083035404841
18	0.0040570979991507	116.46442342558	0.0010124838740952	0	0.059501590433913	1.7620531753824	1.4778001218274	3.6031565615722	0.0073678591500746	0.0010904599958855	2.0215682956305	0.0032276182339524	0.051014885286342	1.159014318954	1.9823231881485	0.00018691584433147	0.17764154045965	7.1562967955939	0.013095027066174	5.4694538585754e-08	0.0032405206748019	1.0840939522054	0.043396700811075	0.00073283446543042	0.00073283446186321
18.2	0.0040208593179884	116.46605163435	0.0010020305237284	0	0.059155593757828	1.7550190916801	1.478199093911	3.6035941574587	0.007298479557213	0.0010759687473539	2.0216580681739	0.0031942119099594	0.051292390143311	1.1588832592982	1.9820518539456	0.00018420810372064	0.17517856332919	7.1555147518579	0.013270446956196	5.4258597302564e-08	0.0031944195968804	1.0839628540333	0.043090041460519	0.00073609331896894	0.00073609331538586
18.48	0.003972429360992	116.468320211	0.00098824392344551	0	0.058688141893335	1.7452185489188	1.478754578815	3.6041988511499	0.0072072016085275	0.0010570676524527	2.0217817491359	0.0031499038967344	0.050964503711972	1.1586991187147	1.9816713090315	0.00018068715073044	0.17177849466096	7.1544161395782	0.013160447025764	5.3663624083758e-08	0.003134658404325	1.0837785384529	0.04267221955082	0.0007408985000114	0.00074089849640492
18.872	0.0039055692526636	116.47147494417	0.00096961890666768	0	0.058063465948429	1.7315897338757	1.4795261333221	3.6050305535835	0.0070896174029276	0.001032150700284	2.0219511439411	0.0030896935478505	0.050872033847082	1.1584401222948	1.9811373285695	0.0001760872621559	0.16703685606218	7.1528710766908	0.013040084794468	5.283550021907e-08	0.0030593108888745	1.0835190992874	0.042077710020847	0.00074804090889107	0.00074804090524981
19	0.0038839525223155	116.47249973168	0.00096368143032589	0	0.057866049315566	1.7271625584182	1.4797765699678	3.6052985474298	0.0070534490166651	0.001024344342845	2.0220055392145	0.0030704280405203	0.050875291759832	1.1583552692235	1.9809626856738	0.00017465599811872	0.16549319401239	7.1523648877384	0.01301377154489	5.2568421336026e-08	0.0030365175542111	1.0834340647367	0.041881665575313	0.00075045717583907	0.00075045717218604
19.2	0.0038499267514914	116.47409571965	0.00095430341525244	0	0.05756371452588	1.7202677569831	1.4801662316268	3.6057136201139	0.0069990069660804	0.0010122766060612	2.0220895613117	0.0030399105666112	0.051153044466264	1.1582224022385	1.9806895258033	0.00017244173993188	0.16306124496431	7.1515722931101	0.013190036139742	5.2140915102994e-08	0.0030025845854588	1.0833008862792	0.041563427464964	0.0007543532802798	0.0007543532766078
19.48	0.0038041860826429	116.47631940525	0.00094185346669436	0	0.057152090413155	1.7106612752311	1.4807083572954	3.6062872693275	0.0069266968004377	0.00099640222835978	2.0222052720456	0.0029992612377625	0.050834707992365	1.1580358369204	1.9803065639641	0.00016954236402685	0.15970283077773	7.1504594221354	0.013081711955187	5.1554144025734e-08	0.0029582464856808	1.0831138409048	0.041129387751261	0.00076004186664228	0.00076004186294257
19.872	0.0037406919658148	116.47941171567	0.00092488662670849	0	0.056596363952954	1.697302324849	1.481460477466	3.6070762198048	0.0068322891365209	0.00097518595641112	2.0223636173538	0.0029437355724671	0.050756715647268	1.1577736323958	1.9797694424823	0.00016570740018945	0.15502468388447	7.1488952979209	0.01296309454012	5.0732983333284e-08	0.0029016908964196	1.0828508979057	0.040514532153068	0.00076841750697708	0.00076841750323659
20	0.0037200679842513	116.48041622604	0.00091944252070253	0	0.056419461033332	1.6929628122104	1.4817043754981	3.6073303871566	0.0068029552764356	0.00096846950051924	2.0224144238503	0.0029258945026316	0.050764767164786	1.1576877737276	1.9795938275999	0.00016450256757805	0.15350301633727	7.1483830856189	0.012937223301723	5.0467469744468e-08	0.0028844259294617	1.082764788811	0.040312298359927	0.00077123449526991	0.00077123449151569
