# Time [h]	FOS [g/L]	COD [g/L]	pH [1]
0.2	1.3753990240054	1.2548478382562	8.0558463160759
0.3939181716763	1.2559681198964	1.2452557646633	8.0502518424053
0.66540361202311	1.0916946699876	1.2215568595383	8.0408806622305
0.79401985657861	1.0151498514558	1.2060731842443	8.036208889321
0.97408259895631	0.90968668756926	1.1798789665992	8.0291838196392
1.2261704382851	0.74670964824472	1.1220194886365	8.0333295560715
1.5790934133454	0.52868189403839	1.0266550562371	8.0390310814415
2.0731855784298	0.26201898611796	0.87231699819545	8.0461576028548
2.7649146095479	0.061620745822728	0.63934287975201	8.0505175387359
3.4547281678275	0.011113338985711	0.44810680515291	8.0488301350881
4.3309554431579	0.003800354065231	0.29355252298847	8.0425239655469
5.3309554431579	0.0036232113929068	0.19665948874863	8.0331318916138
6.3309554431579	0.0035915746775835	0.14577211567547	8.0225409582915
7.3309554431579	0.0035590704179637	0.11896436563486	8.0112314035863
8.3309554431579	0.0035269769483884	0.10476371908515	7.9994842154813
9.3309554431579	0.0034952477292144	0.09716371995067	7.9874584801647
10	0.0034742124264309	0.094088570289063	7.9793793094957
