# Time [h]	MS [1]	Lignin [1]	Butyric [1]	Initial_Substrate [1]	Carbohydrates [1]	Substrate [1]	MO_AcidoLCFA [1]	MO_hydroM [1]	Proteins [1]	AA [1]	MO_acetoM [1]	Propionic [1]	Carbondioxide [1]	Carbondioxide_gas [1]	MO_Propionic [1]	MO_ButyricValeric [1]	Valeric [1]	LCFA [1]	MO_AcidoMS [1]	Methane [1]	Methane_gas [1]	Hydrogen [1]	Hydrogen_gas [1]	Lipids [1]	MO_AcidoAA [1]	Acetic [1]	Phi [1]
7.872	4.2060361438273e-06	1.3317097225435	1.2873593288736e-06	0	0.0019451338833391	0.024691447182684	0.01649490696831	0.040674880596711	0.00051274472834008	2.3922336378066e-06	0.023002523327754	3.6817482745246e-06	0.11906221913224	0.29118923654047	0.013322086085405	0.022819615647184	4.0774814106982e-07	0.00037457623074658	0.082236425945654	0.024640033151424	0.51224839439448	6.3152801941792e-08	3.4273568876674e-06	0.00038521366628238	0.012448520412514	4.189456549164e-05	0.91090062673649
8	4.1419469646603e-06	1.3318705135236	1.260615092462e-06	0	0.0018840771288488	0.024631021755669	0.016510859924482	0.040699807271534	0.00049074620123204	2.3277957455965e-06	0.023010911967445	3.6053828096827e-06	0.11366332737974	0.27966169633275	0.013323550619343	0.022821358442852	3.9639684441472e-07	0.00037006359369913	0.082245209465551	0.023890911024706	0.51408836090832	6.2508068629402e-08	3.3823325281501e-06	0.00036705773138806	0.012450708577005	4.1132620701944e-05	0.91091093125027
8.2	4.071763262446e-06	1.3321122820738	1.2253261435241e-06	0	0.0017948356976113	0.024536729475392	0.016535033473731	0.040737116882784	0.00045864218702515	2.2421699502457e-06	0.023023339859484	3.5048150103109e-06	0.10682458666654	0.2674691581705	0.013325635926869	0.022823783636172	3.807347147714e-07	0.00036308024055906	0.082257794608614	0.023349056010035	0.59004748027642	6.1673091320624e-08	3.3195244092593e-06	0.00034057144725617	0.012453847786203	4.0257970156576e-05	0.91092633654358
8.48	4.0183350897748e-06	1.3324334572674	1.1894439513312e-06	0	0.0016814886692362	0.024405011520841	0.016567229448658	0.040786078154308	0.00041796511374019	2.1485031668867e-06	0.023039468698575	3.4031529482005e-06	0.096389527232989	0.23468188750901	0.013328177967391	0.022826627577628	3.6311323142776e-07	0.0003535969819156	0.082273311777909	0.022091525325449	0.53439544204209	6.080454634761e-08	3.2427489445269e-06	0.00030703223240538	0.012457723315495	3.9497649502234e-05	0.91094662682205
8.872	4.0310570339406e-06	1.3328547860717	1.1636715352127e-06	0	0.0015429519432033	0.024221283292787	0.016608778706912	0.04084837597868	0.00036843600797742	2.0641395541217e-06	0.023059755275147	3.3320380905596e-06	0.085868903685446	0.21187773032355	0.013331093343397	0.022829677312091	3.4603998754997e-07	0.0003410299851642	0.082291476006866	0.020617218835437	0.53178508835735	6.0163637557696e-08	3.163957092097e-06	0.00026623237647711	0.012462260840922	3.9073959077123e-05	0.91097292016433
9	4.0468354539185e-06	1.3329862883706	1.1597204792883e-06	0	0.0015020904590883	0.024161480313727	0.0166215186282	0.040867321210136	0.00035387373507441	2.0442912205898e-06	0.023065883858824	3.3219517503893e-06	0.083057440744129	0.20535395891967	0.013331908870522	0.022830474646476	3.4189172286282e-07	0.00033710410302741	0.082296643686266	0.020202203083171	0.53298100847655	6.0048503487933e-08	3.142823519418e-06	0.00025424606145132	0.012463552288455	3.9040498508064e-05	0.91098105164927
9.2	4.1108170209269e-06	1.3331868663752	1.1599787890296e-06	0	0.0014423081440781	0.024068246338706	0.016640451089136	0.040895416855966	0.00033261584432294	2.0279690429251e-06	0.023074931744242	3.3240550046842e-06	0.079449062648994	0.19830424153021	0.013333055623946	0.022831540785975	3.3717944355815e-07	0.00033121531979769	0.082304029203006	0.019905488052566	0.58944181797586	6.0068837823394e-08	3.1192133164201e-06	0.00023675821022724	0.012465393998468	3.911962848998e-05	0.91099338028277
9.48	4.250031160008e-06	1.3334589323537	1.1734084062779e-06	0	0.0013662590402184	0.023938168168863	0.016664926549556	0.040931767444229	0.00030566847394052	2.0275222358934e-06	0.023086561430207	3.3639726364611e-06	0.073843675629276	0.18007306012459	0.013334426497675	0.022832705426714	3.3414588132591e-07	0.00032350911570832	0.082313121211252	0.018953463157423	0.54567194151656	6.0409900282513e-08	3.0969315231303e-06	0.00021460928637596	0.012467649638119	3.9490889721267e-05	0.91100995958964
9.872	4.5246370100497e-06	1.3338257053379	1.213391051834e-06	0	0.0012730800706655	0.023756992217516	0.016695230257204	0.040977132067136	0.00027283135702648	2.0599553623127e-06	0.023100944041719	3.4822639097968e-06	0.068237626706106	0.16785168482504	0.013335950783599	0.022833788898769	3.355505310137e-07	0.00031382307451954	0.082323748507757	0.017708561663522	0.54199230075385	6.1408087091246e-08	3.0943153125305e-06	0.00018765635074323	0.012470261298861	4.0473684127519e-05	0.91103205265522
10	4.6160689164806e-06	1.333942231567	1.2291580947893e-06	0	0.001245539737994	0.023698072873914	0.016704271302966	0.04099077433624	0.00026317025861271	2.0729990941309e-06	0.023105247227644	3.5295822839532e-06	0.066754399428631	0.16439385244288	0.013336366621948	0.022834026490571	3.3677646389864e-07	0.00031089656097131	0.082326763976729	0.017348870637945	0.54231879973682	6.1778523030323e-08	3.0966219593195e-06	0.00017973560990382	0.012470997812112	4.0863595211923e-05	0.91103901403729
10.2	4.7893400674772e-06	1.3341217355735	1.2575626473587e-06	0	0.0012051877195475	0.0236062594619	0.016717498310994	0.041010881090363	0.00024906015699921	2.1010307366284e-06	0.0231115614409	3.6146820337518e-06	0.064939770602571	0.16131461972872	0.013336938474218	0.022834291418666	3.3956798004295e-07	0.00030658521092987	0.082331054057502	0.017078923434252	0.58744666064775	6.2502015712962e-08	3.1091775504665e-06	0.00016817670755039	0.012472040052173	4.156913752803e-05	0.91104968278417
10.48	5.0429010431917e-06	1.3343679223301	1.303305701335e-06	0	0.0011537364760164	0.023478230202455	0.016734336296865	0.04103681159809	0.00023115948857092	2.1441451625507e-06	0.02311965222094	3.7529024816375e-06	0.061887651868352	0.15066807846469	0.013337597294371	0.02283446626702	3.4481394510853e-07	0.00030103480037682	0.082336288655806	0.016300088608554	0.55002414811	6.3625459745129e-08	3.1314349955777e-06	0.00015353143373969	0.012473301171616	4.271995271798e-05	0.91106421022979
10.872	5.3654775765787e-06	1.3347027181896	1.3692989620182e-06	0	0.0010904665931608	0.023299987490747	0.016755136892388	0.041069471456556	0.00020931880736873	2.1924387013716e-06	0.023129768322528	3.9601162861367e-06	0.058987361828721	0.1445860495554	0.013338284894135	0.022834376252632	3.5250334404883e-07	0.00029404825724018	0.082342257123249	0.015398553785497	0.54582887928221	6.514254549288e-08	3.1698208932224e-06	0.00013569860332101	0.012474729304363	4.4515024876788e-05	0.91108378160071
11	5.4493591685863e-06	1.3348095277031	1.3889973885482e-06	0	0.0010717095719752	0.023242035893386	0.016761398679807	0.041079428044703	0.00020288612054672	2.2017967202024e-06	0.023132846088376	4.0246377011256e-06	0.058249132461362	0.14289020252904	0.013338461009327	0.022834273468508	3.5458282859349e-07	0.00029190858595432	0.082343899117244	0.015163676011496	0.54579395272952	6.5555164764676e-08	3.1798713866955e-06	0.00013045523385055	0.012475122034587	4.5098565163002e-05	0.91108998397344
11.2	5.5693904968713e-06	1.3349740583801	1.4171930889059e-06	0	0.0010441684102153	0.023151735135536	0.016770702173516	0.041094330569455	0.00019348396746926	2.2102203453037e-06	0.023137445469506	4.1202620626562e-06	0.057473608116336	0.14221061301196	0.013338690616534	0.022834044111121	3.5718653213868e-07	0.00028865543318201	0.082346168280358	0.015081443322731	0.58524073030021	6.6137825361458e-08	3.1926877996158e-06	0.00012280054024466	0.012475666781888	4.6001157676994e-05	0.91109949896123
11.48	5.6954991379949e-06	1.3351995027751	1.4509374930952e-06	0	0.0010089348287555	0.023025820994362	0.016782911929791	0.041114065418842	0.00018154158364558	2.2071545078427e-06	0.023143533368862	4.2422677194875e-06	0.055855325891623	0.13557266983523	0.013338928806208	0.022833592345549	3.5940338919922e-07	0.00028435574412351	0.082348780105555	0.014643304330814	0.55157103863253	6.6762558578603e-08	3.205896360683e-06	0.0001130960268572	0.012476299648832	4.7233808130294e-05	0.91111246146532
11.872	5.7824375074901e-06	1.3355056725058	1.4819985033098e-06	0	0.00096538585337135	0.022850533842714	0.016798791389279	0.041139936222888	0.00016694309258297	2.1719150083347e-06	0.023151538352654	4.374499264177e-06	0.054497241091485	0.1329607049175	0.013339120651169	0.022832726536971	3.5866644035e-07	0.00027860995173981	0.08235140352848	0.014201974957763	0.54758782683085	6.7186733501624e-08	3.2092222185979e-06	0.00010126797655382	0.012476954186146	4.8775895253163e-05	0.91112993122026
12	5.7922783878943e-06	1.3356034138498	1.4880520179769e-06	0	0.00095242090744931	0.022793548941569	0.016803753221955	0.04114803464946	0.00016263663852889	2.1545221158577e-06	0.023154056629752	4.4069384013906e-06	0.05417825839075	0.1322501049153	0.013339152010662	0.022832390397438	3.5749549371987e-07	0.00027677729116648	0.08235202226645	0.01409868051427	0.54748587473261	6.7224369963906e-08	3.2061295268523e-06	9.7787387559925e-05	0.012477115103182	4.9217016616357e-05	0.91113547801135
12.2	5.7918057955346e-06	1.33575400274	1.4931763381221e-06	0	0.00093332878968169	0.022704759259484	0.016811314071467	0.041160374355771	0.00015633524015203	2.1215599425478e-06	0.023157906586192	4.4457910821907e-06	0.054018435822454	0.13318715965822	0.01333917139928	0.022831814393524	3.5467712622028e-07	0.00027390876427502	0.082352761215635	0.014190106579192	0.58424702021035	6.7182113040076e-08	3.1950196095508e-06	9.2703249098832e-05	0.012477316665725	4.983342227542e-05	0.9111439952007
12.48	5.7669171975137e-06	1.335960656429	1.4934593554293e-06	0	0.00090879352790719	0.022580966243331	0.016821572985489	0.041177081837891	0.00014831736688093	2.0677793480169e-06	0.023163150136109	4.4806494968493e-06	0.053170330253323	0.12854538303438	0.013339141607936	0.022830909151677	3.4919411711208e-07	0.00026999866960985	0.082353355140316	0.013977481549495	0.55247962323517	6.6969739217862e-08	3.1756415719625e-06	8.6251852112326e-05	0.012477502240703	5.0577301516126e-05	0.91115562853617
12.872	5.6957341195515e-06	1.3362424150694	1.4815417952169e-06	0	0.00087825887243315	0.022408667088877	0.016835434591194	0.041199519491107	0.00013848960667286	1.9824035737251e-06	0.023170256558922	4.4916809649263e-06	0.052594222176833	0.12775102107632	0.013338996137414	0.022829460977238	3.3888770120449e-07	0.0002645877205707	0.082353388095136	0.01376249502695	0.54857222498097	6.6419697534788e-08	3.1403678077521e-06	7.8377701762569e-05	0.012477586837063	5.1352313655164e-05	0.9111713925623
13	5.6672194809288e-06	1.336332717083	1.475397320101e-06	0	0.00086911746886591	0.022352663271362	0.016839863257947	0.041206640108949	0.00013558391680628	1.9536200637225e-06	0.023172527481409	4.4876364337722e-06	0.052478386771329	0.12754409750408	0.01333892441896	0.022828946369509	3.350885169693e-07	0.00026283016344262	0.082353217792936	0.013713486563108	0.54841038856543	6.6197959685075e-08	3.1271128936795e-06	7.6057872917059e-05	0.012477574596075	5.1544115019127e-05	0.91117642317328
13.2	5.6174976055589e-06	1.336472213468	1.4635131095306e-06	0	0.00085560414157972	0.022265411799369	0.016846696367273	0.041217574676685	0.00013132544023737	1.9076850975116e-06	0.0231760295009	4.4733082285788e-06	0.052622934959349	0.12940513736655	0.013338789077506	0.022828102516989	3.2871805189965e-07	0.00026005104722704	0.08235278038322	0.01386658525931	0.58392614385449	6.5803990781829e-08	3.1020613325443e-06	7.2666451187928e-05	0.012477517810332	5.177446425543e-05	0.91118417391753
