# Time [h]	All Liquid [L/h]	MS [g/L]	Butyric [g/L]	AA [g/L]	Propionic [g/L]	Valeric [g/L]	LCFA [g/L]	Acetic [g/L]
12.48	-0.11885446443359	0.011638999109229	0.0028806622541408	0.0041820874829625	0.0085537173710229	0.00068082309185731	0.27934382743438	0.080873867343856
12.872	-0.11973326628255	0.011531113993445	0.002893170532553	0.0040376662316204	0.0087005701277569	0.00067096088098559	0.27499082969632	0.083458422876341
13	-0.11989349718262	0.011483091715555	0.0028919223568359	0.0039867545892053	0.0087330802372532	0.00066654809644654	0.27357112533172	0.084212069709017
13.2	-0.095263004759115	0.011394321962492	0.0028842758334106	0.0039031347333639	0.0087667468415543	0.0006583815556185	0.27142529135544	0.085286194352009
13.48	-0.12002668354167	0.011262593318544	0.00286641089748	0.0037853228004237	0.0087904744303152	0.00064543163485987	0.26832234548874	0.086638145043175
13.872	-0.11976993046875	0.011061290746772	0.002828434171872	0.0036203833896915	0.0087774254289399	0.00062470078708564	0.26398191321369	0.088199367742329
14	-0.11963163645508	0.010993926255848	0.0028137260495158	0.0035676886923845	0.0087636981117139	0.0006175374439494	0.26256611528391	0.08863168032125
14.2	-0.094377158898112	0.010884185990067	0.0027879013177365	0.0034856448727345	0.0087308524960282	0.0006058427451401	0.26042514398352	0.089213751494098
14.48	-0.11889082820475	0.010737155915584	0.0027500972370745	0.0033766682321598	0.0086738736102722	0.00058942025804566	0.25733331391894	0.08991312403389
14.872	-0.11812280283854	0.010532578118865	0.002693430531131	0.0032329765154632	0.0085702433117311	0.00056632563306462	0.2530135752533	0.0906293379265
15	-0.11784265497721	0.01046675946216	0.0026744476435111	0.003188448430166	0.0085318816066825	0.0005588824799189	0.25160594179542	0.090803826553957
15.2	-0.11737848532878	0.010365099378274	0.0026444861324548	0.0031212932969682	0.0084680320793468	0.00054739496472679	0.2494096009044	0.091020150645983
15.48	-0.11668037311198	0.010225549829789	0.0026023263755744	0.0030322681609961	0.0083720633308626	0.00053170778857467	0.24634160213819	0.09121449258405
15.872	-0.11562111230469	0.010036041131145	0.0025437615401094	0.0029172381612802	0.008228280096167	0.00051073529256774	0.24206132144928	0.091292224806975
16	-0.11525770960937	0.0099755989786763	0.0025249221266923	0.0028819292907661	0.0081797929352631	0.00050416966088605	0.2406678038283	0.09127447114137
16.2	-0.089310697223307	0.0098793034480797	0.0024949519037256	0.0028279570508254	0.0080998977066167	0.0004940233756663	0.23856019152629	0.091181606853368
16.48	-0.11380358218913	0.0097537869071999	0.0024551428317148	0.0027583736330284	0.0079906665301442	0.00048070197117552	0.2355260615438	0.091009355807429
16.872	-0.11257308072917	0.0095821152811889	0.0024013606758613	0.0026686346654456	0.0078364605357951	0.00046330092778521	0.23129640209716	0.090630580176941
17	-0.1121588843457	0.0095270865050171	0.0023842941178729	0.0026410484698052	0.0077861250146353	0.00045792013967184	0.22992026171205	0.09047680346574
17.2	-0.10800160791667	0.0094424638278714	0.0023582011416327	0.0025996740152203	0.0077078925122493	0.00044982172985709	0.2277959806331	0.090211753010343
17.48	-0.11056348410482	0.0093259218675726	0.0023225790333176	0.0025448271381162	0.0075987013444329	0.00043905028851839	0.22480320628732	0.089781876110542
17.872	-0.10921408589681	0.0091671582436074	0.0022746852737761	0.0024737559085058	0.0074479210104393	0.00042506389388657	0.22063435944609	0.089085877508302
18	-0.10876602680501	0.0091161915507236	0.0022595171416902	0.0024517909456875	0.0073993434037761	0.00042074877307683	0.21927857782526	0.088838266846092
18.2	-0.084049686507161	0.009034660401886	0.0022355361179199	0.0024178779007713	0.0073216299657165	0.00041410909334823	0.21722289468943	0.088408323422762
18.48	-0.10703792090658	0.0089278180817139	0.0022039785754436	0.0023740197001086	0.0072181335826192	0.0004054882528853	0.21427555822176	0.087805713449319
18.872	-0.10562369541667	0.0087801145042968	0.0021615335644503	0.0023164868975811	0.007076749137549	0.00039428154008011	0.21017112988937	0.08690023258751
19	-0.10515617770345	0.008732328426408	0.0021480504486966	0.0022985289505834	0.0070314167245579	0.00039081256761604	0.20883662358007	0.086591257683092
19.2	-0.081937564238281	0.0086557670956744	0.0021266914172033	0.0022705959044915	0.0069592025765081	0.00038545416123546	0.2068086019425	0.086074173813404
19.48	-0.10336651442383	0.0085546739869153	0.0020984463860293	0.0022341847800501	0.0068630576362507	0.00037847027308544	0.20390857637382	0.08535921395458
19.872	-0.10190974844238	0.0084141366385642	0.0020601893583593	0.0021857707802922	0.0067318822861976	0.00036931329195777	0.19987085309345	0.0843186725594
20	-0.10142999865234	0.0083684731741667	0.0020479664164083	0.002170502129772	0.0066898110771477	0.00036645728501864	0.19855818007644	0.083970373647159
