# Time [h]	MS [1]	AA [1]	Butyric [1]	MO_AcidoLCFA [1]	MO_Acetic [1]	MO_hydroM [1]	Propionic [1]	Carbondioxide [1]	Carbondioxide_gas [1]	MO_Propionic [1]	MO_acetoM [1]	MO_ButyricValeric [1]	LCFA [1]	MO_AcidoMS [1]	Methane [1]	Methane_gas [1]	MO_AcidoAA [1]	Valeric [1]	Hydrogen [1]	Hydrogen_gas [1]	Acetic [1]	Phi [1]
10.2	3.3956713586716e-07	3.0541338200538e-07	4.6912687757848e-07	0.016414312437732	0.01183670022615	0.038457288440547	2.2161727196782e-06	-0.027722123459973	-0.075092106364323	0.012869373227454	0.0006195377820835	0.02196908903224	0.0002671583762199	0.078194174050472	0.010274852789088	0.59291624069199	0.011440536846398	1.4732232994478e-07	5.9569804306616e-08	3.7318346630742e-06	6.480434870584e-05	0.90912539042331
10.48	3.711792189215e-07	3.2175555716872e-07	4.9504452940166e-07	0.016425146654703	0.011836291060442	0.038471542140295	2.3067754651714e-06	-0.024369853931829	-0.069364181647953	0.012867387862329	0.00061969942665421	0.021964721524285	0.00025948253573607	0.078176983870763	0.010112714023701	0.6098074291246	0.011438211595802	1.5214238206199e-07	5.9382853844984e-08	3.7472662265615e-06	6.3355929203845e-05	0.90912548760101
10.872	4.1220001270453e-07	3.5141300984658e-07	5.3603962448786e-07	0.016438367553839	0.011835436753965	0.03848874699246	2.4587314107948e-06	-0.019892910395285	-0.058025061073398	0.012864613725783	0.00061988377967864	0.021958693220766	0.0002527670131092	0.078153354316278	0.0099107609392647	0.60742933303989	0.011435008484256	1.6273273429767e-07	5.9396503619642e-08	3.7660512748719e-06	6.156638240653e-05	0.90912606559194
11	4.2328324076364e-07	3.6022888970484e-07	5.4821981650944e-07	0.016442366726055	0.011835109221985	0.038493919049074	2.5053553024302e-06	-0.018517437792628	-0.054438946218961	0.012863711550051	0.00061993679366398	0.021956741186281	0.00025151793477471	0.078145710990035	0.0098502981744413	0.60608020599066	0.011433972302989	1.6611650615935e-07	5.9444486634841e-08	3.7705999135065e-06	6.1078087370675e-05	0.90912632570808
11.2	4.1500643219971e-07	3.4105942616295e-07	5.4134752145923e-07	0.01644832434997	0.011834561427602	0.038501550619797	2.4826082079529e-06	-0.015892337542363	-0.044743379519392	0.012862293669917	0.00062001405635408	0.02195369394544	0.00024489180577445	0.078133817708172	0.0096732902846651	0.58954256081466	0.011432350888365	1.6009289689868e-07	5.8901420483258e-08	3.605956290038e-06	6.0507941990717e-05	0.90912680594753
11.48	4.2569621075437e-07	3.3543419665181e-07	5.4039011147927e-07	0.016456178781875	0.011833740189566	0.038511494776953	2.473264722061e-06	-0.013084104572873	-0.039476017125093	0.012860289118979	0.00062011371419005	0.021949428070909	0.00023698649581366	0.078117266818387	0.0095909953108782	0.59885669752858	0.011430078315658	1.5615201191492e-07	5.8358950977066e-08	3.6067518159011e-06	5.976589971395e-05	0.90912759888096
11.872	4.3961908706065e-07	3.3908942545482e-07	5.4657298199406e-07	0.0164665798457	0.01183251922523	0.038524562459648	2.4870901965836e-06	-0.009730299730343	-0.03085365592702	0.012857470216978	0.00062024231538521	0.021943469476525	0.00022980902692911	0.078094234664346	0.0095003413327311	0.59680432647361	0.011426906050573	1.555936916639e-07	5.7923467924706e-08	3.610786540135e-06	5.898342705331e-05	0.90912884645926
12	4.4294019853023e-07	3.4082479295931e-07	5.4901935965379e-07	0.016469891961253	0.011832109515954	0.038528711966708	2.4944123850532e-06	-0.0087518218276134	-0.028245327595286	0.012856549484305	0.00062028264751093	0.021941527293521	0.00022839133256316	0.078086734484565	0.0094738857907079	0.59583440158438	0.011425872471395	1.5594057494549e-07	5.7849477161954e-08	3.6116360125684e-06	5.8796992025599e-05	0.90912927255546
12.2	4.1231042121591e-07	3.105062249284e-07	5.2436971151887e-07	0.016474976682156	0.011831462670022	0.038535016637959	2.4056951249276e-06	-0.006918032025117	-0.021341937358234	0.012855099850406	0.00062034444409131	0.021938485247188	0.0002220882950259	0.078075015099323	0.0093894138915525	0.587065356823	0.011424249987523	1.4550121717796e-07	5.7015670521916e-08	3.4088862918628e-06	5.8458080253284e-05	0.90912996859924
12.48	4.0553210124873e-07	2.9198383278304e-07	5.0352198802088e-07	0.01648192511327	0.011830547028885	0.038543514127526	2.3205488084799e-06	-0.0049769527544599	-0.017551089725813	0.012853044220488	0.00062042901895629	0.021934208673286	0.00021463048792999	0.078058631747813	0.0093490175983502	0.59100393428608	0.01142196656752	1.3639657000227e-07	5.6166039001388e-08	3.4024414664953e-06	5.795534448184e-05	0.90913099713572
12.872	4.0528015770473e-07	2.8406857973811e-07	4.9185523485907e-07	0.016491463339297	0.011829253253735	0.038555089157538	2.2640330286335e-06	-0.0027449471129486	-0.011829420540233	0.012850143084165	0.00062054527811546	0.021928210103563	0.00020786258275926	0.078035743112297	0.0093031564437434	0.58944651751613	0.011418765500363	1.3103376072489e-07	5.5461117586832e-08	3.4019910950127e-06	5.7416512088147e-05	0.9091324883068
13	4.0538257547333e-07	2.8319210488985e-07	4.9029113073128e-07	0.016494556619782	0.011828829459797	0.038558835279423	2.2552924397736e-06	-0.0021062648258083	-0.010123765782257	0.012849193755891	0.00062058300676213	0.021926250938675	0.00020651276481764	0.078028275715566	0.0092897398560666	0.58881215825277	0.01141772035232	1.302860796606e-07	5.5328754363872e-08	3.4018121102097e-06	5.7298981008108e-05	0.90913298038533
13.2	3.7212814588385e-07	2.5540004709363e-07	4.626791807448e-07	0.016499346824027	0.011828166818322	0.038564573868379	2.1501288331752e-06	-0.00091443245698297	-0.0056231317443055	0.012847698484471	0.00062064167447643	0.021923180788517	0.0002007581916349	0.078016598133839	0.009253541532713	0.58545491223722	0.011416080261805	1.2010475455979e-07	5.441816269757e-08	3.1962670434068e-06	5.6936356980904e-05	0.90913376883821
13.48	3.6172617988952e-07	2.3747111988243e-07	4.3897770574896e-07	0.016505955170638	0.011827237458103	0.03857237479302	2.0500122937105e-06	0.00036261363669426	-0.0030770818086249	0.012845578052423	0.00062072315611228	0.021918863535232	0.00019396790407822	0.078000258029681	0.0092247212509116	0.58588281153446	0.011413773187086	1.1121407007125e-07	5.3488746679684e-08	3.1881523682884e-06	5.6396076650628e-05	0.90913491067428
13.872	3.5826638338259e-07	2.2883272590492e-07	4.2466006754301e-07	0.016515109258555	0.011825936132284	0.038583096273484	1.9812051945327e-06	0.0018225467238774	0.00063963669739272	0.012842584764296	0.00062083684460281	0.021912804988302	0.00018780957004075	0.077977409343568	0.0091914034750533	0.58464685334581	0.011410537972514	1.0577538861633e-07	5.2716971217491e-08	3.1869195686614e-06	5.582884689568e-05	0.90913654044342
14	3.5765072540168e-07	2.2765167153879e-07	4.2244076718182e-07	0.016518091500611	0.011825511901557	0.038586582953529	1.9696500218341e-06	0.0022373992479969	0.0017423345514839	0.012841605065803	0.00062087403621829	0.021910825587835	0.00018657849065193	0.077969951733379	0.0091823164062376	0.58423019444696	0.011409481332273	1.0495180266976e-07	5.2570546210259e-08	3.1865688504078e-06	5.5710377083262e-05	0.90913707464345
14.2	3.2913216505344e-07	2.0631726186524e-07	3.9873564842105e-07	0.016522715201948	0.011824849498067	0.038591935460315	1.8744552219491e-06	0.0030117914821069	0.0046560471198483	0.012840063550485	0.00062093202471701	0.02190772551245	0.00018118718230481	0.077958290810164	0.0091724070245105	0.58441233682925	0.011407825211834	9.6859182877141e-08	5.1688237941818e-08	2.9940348859698e-06	5.5306611327508e-05	0.90913792556275
14.48	3.196537963743e-07	1.92466142034e-07	3.7851339943228e-07	0.016529097425365	0.011823921710378	0.038599226523273	1.7851042818578e-06	0.0038620208202326	0.0063714697796829	0.012837881976942	0.00062101277648515	0.021903370757064	0.00017480174925877	0.077941974140984	0.0091460585516386	0.58255301701212	0.011405499114662	8.9856905205619e-08	5.0769583283731e-08	2.9859980091909e-06	5.4728117482221e-05	0.90913914980451
14.872	3.1589976437695e-07	1.8558068755088e-07	3.6610501511746e-07	0.016537945590908	0.01182262520553	0.038609269405734	1.7235816934637e-06	0.0048464810644409	0.0088586649069076	0.012834806825012	0.00062112584936911	0.021897263256652	0.00016899542346908	0.077919154324474	0.0091161810957612	0.5814869065869	0.011402239182805	8.5551213282595e-08	4.9992639746485e-08	2.9847254832646e-06	5.4133956725021e-05	0.90914088954192
15	3.1516483439048e-07	1.8458271082296e-07	3.6410662421105e-07	0.016540830267636	0.011822203121161	0.038612539990805	1.713045820081e-06	0.0051258715359759	0.0095950884960224	0.012833800752289	0.00062116292482396	0.021895268098685	0.00016783275846004	0.077911705341676	0.0091087702447033	0.58120016951696	0.011401174547202	8.4883796887674e-08	4.9843562396019e-08	2.9843717026173e-06	5.4011653850851e-05	0.90914145881841
15.2	2.9186376039401e-07	1.6894688189301e-07	3.4525061393745e-07	0.016545296577559	0.011821544194656	0.038617562619806	1.6344097466798e-06	0.005649220830491	0.011547776734867	0.012832220105174	0.00062122076268096	0.021892145706684	0.00016254863120355	0.077900061219917	0.0091147856932381	0.58371432164246	0.011399507758004	7.8881679449878e-08	4.8995429117377e-08	2.8037267645211e-06	5.3588139816582e-05	0.90914236329471
15.48	2.8390232670551e-07	1.587869566834e-07	3.2920543892098e-07	0.016551443015131	0.011820621587712	0.038624402282529	1.5611896308564e-06	0.0062460463556195	0.01275894605964	0.012829988869577	0.00062130135931961	0.021887764966921	0.00015626558247889	0.077883771835355	0.0090883737835041	0.58030369975955	0.011397169963758	7.3711766214367e-08	4.8084023495344e-08	2.7960574383594e-06	5.2990103058302e-05	0.90914366124115
