# Time [h]	hydro_Methanogenesis [g/h]	aceto_Methanogenesis [g/h]	Valeric_Degradation [g/h]	Acidogenesis_MS [g/h]	Acetic_Degradation [g/h]	Propionic_Degradation [g/h]	Acidogenesis_LCFA [g/h]	Acidogenesis_AA [g/h]	Butyric_Degradation [g/h]
20.2	0.36009445095941	0.05499544194617	0.0046140615041496	0.048769105162828	0.25993146723201	0.085780192328469	0.59935357372644	0.0089928170286599	0.024082803761826
20.48	0.35226644985929	0.054748557515313	0.0044888235799434	0.048178256739382	0.25870851829328	0.083987135605377	0.57880353913039	0.0087698867994408	0.0235483852023
20.872	0.34804450548506	0.054823021488979	0.0044442595891812	0.048103297853559	0.25898479850622	0.083361892715288	0.56540049251403	0.008709130026034	0.023379410982694
21	0.34779381097245	0.054914977962277	0.0044414404543273	0.048090770226381	0.25939359244976	0.083335127968472	0.5636920841852	0.0087051183675286	0.023370671849279
21.2	0.33853427330595	0.054555194530241	0.0042775544424272	0.045266839043511	0.25764422496083	0.080907573191936	0.54166484300099	0.0082871618143366	0.022573866522096
21.48	0.3296919693624	0.054210498607757	0.0041706475419634	0.044737539254269	0.25596182278543	0.079277432981712	0.51837333355915	0.0080959433612971	0.022087503924275
21.872	0.32456929546155	0.054198949168296	0.0041347177636928	0.044673767871221	0.25583448710641	0.078742044134206	0.50263771139689	0.008046501532294	0.021941510505525
22	0.32414676582371	0.054276762068097	0.004132848484165	0.044661864571967	0.25617697124781	0.078726702342515	0.50046804781655	0.0080434653862288	0.021935192668662
22.2	0.31412913143196	0.053833530204754	0.0039849575066577	0.04197294343362	0.25403514114044	0.076418302441325	0.47643515741568	0.0076634179436521	0.021178119781043
22.48	0.30432657151347	0.053368953434178	0.0038903066284613	0.041497805327802	0.25179050586764	0.074894859130299	0.45082515730998	0.0074947159108363	0.020725688641287
22.872	0.29829030471884	0.053239661429427	0.0038598670813724	0.041443642301356	0.25111144630565	0.074412603885389	0.43301400583971	0.0074529592878378	0.020594747256146
23	0.29767307437007	0.053294070515917	0.0038585200792872	0.041432528516188	0.25134436650727	0.074402382288656	0.43040220564882	0.0074505119182485	0.020589658635038
23.2	0.28721247186955	0.052780044229078	0.0037250366783231	0.038858623349928	0.24887127344139	0.072210414067635	0.40524453619379	0.0070975998073138	0.01990386373843
23.48	0.27678892448158	0.052205515376561	0.0036404400080027	0.038430545227406	0.24611266128155	0.070780983897068	0.37834030644465	0.0069450788043266	0.019499237895353
23.872	0.27005237350873	0.051952036894756	0.0036138687498175	0.038384574287484	0.24485297195866	0.070334712341963	0.35921341850393	0.0069084045832998	0.019385564137173
24	0.26925629727604	0.051977703402936	0.0036127748085969	0.038374577996181	0.24495158116578	0.070325500972006	0.35627454869703	0.00690627628208	0.019381515569782
24.2	0.27484967554974	0.054569045055392	0.0042212256327608	0.041753691844383	0.25716678824283	0.085805766575471	0.33096037716114	0.0072150334670875	0.027495971341123
24.48	0.27769330321203	0.057419675768972	0.0045580007299144	0.042284351069511	0.27053131699141	0.096516911044036	0.30336965897877	0.0073548840544801	0.031926826154311
24.872	0.2785469718184	0.059667484249614	0.004678783311869	0.042315608262314	0.28101392846601	0.10139143773377	0.28266982705767	0.0073962919953654	0.033468521300102
25	0.27873876061793	0.060093883995506	0.0046905961123689	0.04231171433614	0.28298927400459	0.10196877021564	0.27918187998563	0.0073996789784707	0.03361183938284
25.2	0.27201145697748	0.058449374531768	0.0049916186133335	0.059481448096637	0.27516290779097	0.10666465059474	0.25810760098462	0.0095767111050594	0.032471124498704
25.48	0.26229254003308	0.056469559277909	0.0053017258498145	0.062157476822232	0.2657872542341	0.11080762539276	0.23619336217671	0.010551390882879	0.032406165408042
25.872	0.25475279623214	0.055003966675321	0.0054598669708743	0.062356770631166	0.25882302897033	0.11300700091389	0.22053077149708	0.01083049037568	0.032522882515052
26	0.25361314496069	0.054790848356926	0.0054789827030452	0.062352571867604	0.2577960778016	0.11331502670094	0.21800999405019	0.010852479459401	0.03254742996173
26.2	0.24988822110685	0.05368095464125	0.0060890758418647	0.074199240079121	0.25251874286044	0.11942052622938	0.20102727471731	0.01250524711057	0.034499138637827
26.48	0.24407509152935	0.0526272282632	0.0065121682646981	0.075959614777973	0.24751171793713	0.12429608585253	0.18320673504209	0.013229029401197	0.03589962346522
26.872	0.23952431840791	0.051993353295529	0.0066895845768052	0.076071064332014	0.2444652987838	0.12674223161481	0.17031014108584	0.013430697808616	0.036462579946553
27	0.23885184075267	0.051928228733254	0.0067088130088944	0.076063326350932	0.24413658120265	0.12706710969291	0.16820394492632	0.013446020514078	0.03652244337447
27.2	0.23855412716842	0.051794465500695	0.0071679605836944	0.082301434535363	0.2434693407415	0.13515054237508	0.15491229460633	0.014332776010865	0.038965174974987
27.48	0.23645681716385	0.051731708639893	0.0074559574438406	0.083179822153788	0.24312418941965	0.14090535257503	0.14099416527552	0.014712123243812	0.040409867876254
27.872	0.23441483701382	0.051779974016653	0.0075687528213762	0.083224297199862	0.24328152772291	0.14356785230157	0.13086223563596	0.0148153118402	0.040930782395657
28	0.2341014130225	0.051817808196064	0.0075805476845341	0.083218068560967	0.24343629831774	0.14389574705353	0.12918158532871	0.014822979758915	0.04098181809592
28.2	0.23332440032412	0.051769931694868	0.0078121071706441	0.085915751965643	0.24317325354255	0.14912733578885	0.11928688727611	0.0152200833974	0.042254390626719
28.48	0.23141143655586	0.051719079624569	0.0079535522789924	0.08628313993455	0.24288455565307	0.15275043364633	0.10898715727259	0.015388828379133	0.042987090436843
28.872	0.22967826122702	0.051722528572449	0.0080089142614573	0.086297115178046	0.2428314906725	0.15441381846978	0.10149967132252	0.015435163742697	0.04325133288885
29	0.22940492377188	0.051742273361898	0.0080149078898092	0.086292758156031	0.24290126977224	0.15462068917434	0.10025129751026	0.015438711880658	0.043278032870024
29.2	0.22787120153742	0.05163693464979	0.0080949985600781	0.086787685804919	0.24236842337611	0.15696403075773	0.09312559846749	0.015528930313028	0.043707510506041
29.48	0.225843651865	0.051511059793682	0.0081420745644583	0.086853939045377	0.24172830194915	0.15856791008521	0.085738017485635	0.015569066065441	0.043949860588676
29.872	0.2242589716295	0.051444589192271	0.0081614907958182	0.08685133933845	0.24134797082845	0.15932990434027	0.080377771919363	0.01558153077023	0.04404328565028
30	0.22401476304791	0.051447620788582	0.0081639123199894	0.086848011020347	0.24133953584361	0.15943171410457	0.079482751291309	0.015582648790208	0.044054116689123
