# Time [h]	FOS [g/L]	COD [g/L]	pH [1]
17.2	0.046864481268889	0.4008556352815	0.93731462223446
17.48	0.046209549372948	0.38398189001288	0.9373170894934
17.872	0.045545572467713	0.36860330771217	0.93732045541282
18	0.045407581549673	0.36552189035426	0.93732138717054
18.2	0.044904978132027	0.35206701544099	0.93732305088621
18.48	0.044217468166062	0.33589031165254	0.93732595486226
18.872	0.043509748863672	0.32118511325013	0.93732993658523
19	0.043360927739941	0.31824202296362	0.93733104887831
19.2	0.042831391474864	0.30561177436085	0.93733301394957
19.48	0.042100810754764	0.2904233058496	0.93733640957147
19.872	0.04133941860839	0.27665086041842	0.93734108790172
20	0.041177582961344	0.27389765753108	0.93734240668607
20.2	0.04061391383503	0.26222500772255	0.93734471418832
20.48	0.03983162438597	0.24816838801539	0.93734866295319
20.872	0.039008359543685	0.23545279400777	0.93735412877576
21	0.038831661585996	0.23291403244686	0.93735568338667
21.2	0.038230269074538	0.22228972187836	0.93735837676395
21.48	0.037393393617749	0.20946726588289	0.93736293526634
21.872	0.036506741175381	0.19790091526402	0.93736926574732
22	0.036314847580063	0.19559527418006	0.93737108125375
22.2	0.035679734935358	0.18613707056503	0.93737418997861
22.48	0.034797277382668	0.17468762505308	0.93737937512501
22.872	0.033859651609857	0.16439817574443	0.93738657690672
23	0.033655454704684	0.16235144745766	0.9373886564233
23.2	0.033010503222024	0.15420532223195	0.93739216442603
23.48	0.032118908134825	0.14429628474816	0.93739789904703
23.872	0.03117152030327	0.13543272698388	0.93740582804067
24	0.03096421901378	0.13367442373119	0.93740812809591
24.2	0.032250142371375	0.12859920237717	0.93741116792282
24.48	0.033854565815029	0.12242506249767	0.93741468985303
24.872	0.035240966180532	0.11704376370808	0.93741880322983
25	0.035496126536761	0.11599070944649	0.93741995618778
25.2	0.034591692642112	0.11110158132259	0.93742210039559
25.48	0.033155968695872	0.10469585423968	0.93742623562713
25.872	0.031595910195013	0.098867026618005	0.93743250166815
26	0.031261256619501	0.09770600238796	0.93743437587067
26.2	0.030465423200514	0.094129544971209	0.93743732408231
26.48	0.029566488599938	0.089472580644403	0.93744178636439
26.872	0.028730127693819	0.085364640788393	0.93744777742283
27	0.028555957206079	0.084556901996682	0.93744951610265
27.2	0.028378617751728	0.082420210650289	0.93745205375056
27.48	0.028180481792582	0.079387706758291	0.93745548676384
27.872	0.027963998614888	0.076718293157158	0.9374598219405
28	0.02791220270266	0.076195487795732	0.93746106147155
28.2	0.027835216734234	0.074872433427632	0.93746289056224
28.48	0.027704646602866	0.072707235960081	0.93746540693969
28.872	0.027534158294136	0.070780375544883	0.93746861638565
29	0.027492094217122	0.07040278083183	0.93746953692867
29.2	0.027388281728179	0.069582698903587	0.93747093093256
29.48	0.027232760955323	0.067968515925692	0.93747290052924
29.872	0.027054561366992	0.066525596792062	0.9374754341816
30	0.027013379383688	0.066243490575759	0.93747616141163
